date,utxosInProfitPct
2026-03-03,72.5427
2026-03-04,76.2647
2026-03-05,75.558
2026-03-06,71.7945
2026-03-07,69.8887
2026-03-08,67.489
2026-03-09,72.3704
2026-03-10,74.6321
2026-03-11,74.9362
2026-03-12,75.4108
2026-03-13,75.7246
2026-03-14,75.9807
2026-03-15,76.7244
2026-03-16,76.9714
2026-03-17,76.7271
2026-03-18,75.7901
2026-03-19,74.253
2026-03-20,74.9803
2026-03-21,74.4328
2026-03-22,71.016
2026-03-23,75.7296
2026-03-24,75.1633
2026-03-25,76.0956
2026-03-26,72.2409
2026-03-27,67.4243
2026-03-28,67.7999
2026-03-29,66.8872
2026-03-30,68.5051
2026-03-31,71.6862
2026-04-01,71.4361
2026-04-02,68.7768
2026-04-03,69.0588
2026-04-04,69.8826
2026-04-05,73.1348
2026-04-06,72.8863
2026-04-07,76.8726
2026-04-08,76.2364
2026-04-09,76.7865
2026-04-10,77.192
2026-04-11,77.2501
2026-04-12,75.4926
2026-04-13,77.5883
2026-04-14,77.3928
