date,nvtRatio
2010-08-11,0.030879
2010-08-12,0.108652
2010-08-13,0.048993
2010-08-14,0.106826
2010-08-15,0.102975
2010-08-16,0.025335
2010-08-17,0.03525
2010-08-18,0.047407
2010-08-19,0.087354
2010-08-20,0.060637
2010-08-21,0.046658
2010-08-22,0.088954
2010-08-23,0.102828
2010-08-24,0.087217
2010-08-25,0.116363
2010-08-26,0.130748
2010-08-27,0.0653
2010-08-28,0.113329
2010-08-29,0.220151
2010-08-30,0.137607
2010-08-31,0.047717
2010-09-01,0.067
2010-09-02,0.055782
2010-09-03,0.065269
2010-09-04,0.065281
2010-09-05,0.014368
2010-09-06,0.026227
2010-09-07,0.109294
2010-09-08,0.113582
2010-09-09,0.058973
2010-09-10,0.142942
2010-09-11,0.199261
2010-09-12,0.11027
2010-09-13,0.017575
2010-09-14,0.068382
2010-09-15,0.052194
2010-09-16,0.060609
2010-09-17,0.028006
2010-09-18,0.048654
2010-09-19,0.041763
2010-09-20,0.051692
2010-09-21,0.077933
2010-09-22,0.048597
2010-09-23,0.017262
2010-09-24,0.113652
2010-09-25,0.073833
2010-09-26,0.098904
2010-09-27,0.06704
2010-09-28,0.027556
2010-09-29,0.024067
2010-09-30,0.054648
2010-10-01,0.03922
2010-10-02,0.006312
2010-10-03,0.030462
2010-10-04,0.004171
2010-10-05,0.012033
2010-10-06,0.019276
2010-10-07,0.018483
2010-10-08,0.015451
2010-10-09,0.01281
2010-10-10,0.020191
2010-10-11,0.043817
2010-10-12,0.030854
2010-10-13,0.021196
2010-10-14,0.013693
2010-10-15,0.016715
2010-10-16,0.012397
2010-10-17,0.02279
2010-10-18,0.011473
2010-10-19,0.009458
2010-10-20,0.012627
2010-10-21,0.013595
2010-10-22,0.019607
2010-10-23,0.059127
2010-10-24,0.024401
2010-10-25,0.017144
2010-10-26,0.014265
2010-10-27,0.012847
2010-10-28,0.013899
2010-10-29,0.030415
2010-10-30,0.045025
2010-10-31,0.040782
2010-11-01,0.062952
2010-11-02,0.042763
2010-11-03,0.047166
2010-11-04,0.017178
2010-11-05,0.064476
2010-11-06,0.021523
2010-11-07,0.030518
2010-11-08,0.005519
2010-11-09,0.053532
2010-11-10,0.047583
2010-11-11,0.06708
2010-11-12,0.083262
2010-11-13,0.074094
2010-11-14,0.080179
2010-11-15,0.010893
2010-11-16,0.007587
2010-11-17,0.046475
2010-11-18,0.048776
2010-11-19,0.053425
2010-11-20,0.018345
2010-11-21,0.023264
2010-11-22,0.093789
2010-11-23,0.069381
2010-11-24,0.076975
2010-11-25,0.059013
2010-11-26,0.033681
2010-11-27,0.124167
2010-11-28,0.124699
2010-11-29,0.087724
2010-11-30,0.051183
2010-12-01,0.055673
2010-12-02,0.050272
2010-12-03,0.112157
2010-12-04,0.04769
2010-12-05,0.145884
2010-12-06,0.033288
2010-12-07,0.037007
2010-12-08,0.10885
2010-12-09,0.076192
2010-12-10,0.122026
2010-12-11,0.040942
2010-12-12,0.068481
2010-12-13,0.018398
2010-12-14,0.028312
2010-12-15,0.029216
2010-12-16,0.039152
2010-12-17,0.053203
2010-12-18,0.040528
2010-12-19,0.036691
2010-12-20,0.04346
2010-12-21,0.03813
2010-12-22,0.047033
2010-12-23,0.062109
2010-12-24,0.064956
2010-12-25,0.037592
2010-12-26,0.060694
2010-12-27,0.047253
2010-12-28,0.076714
2010-12-29,0.039356
2010-12-30,0.067828
2010-12-31,0.074063
2011-01-01,0.083143
2011-01-02,0.099067
2011-01-03,0.06852
2011-01-04,0.115407
2011-01-05,0.094223
2011-01-06,0.146161
2011-01-07,0.08302
2011-01-08,0.079933
2011-01-09,0.123645
2011-01-10,0.057861
2011-01-11,0.045764
2011-01-12,0.080817
2011-01-13,0.043269
2011-01-14,0.061716
2011-01-15,0.094683
2011-01-16,0.085162
2011-01-17,0.09501
2011-01-18,0.059094
2011-01-19,0.104066
2011-01-20,0.119839
2011-01-21,0.103525
2011-01-22,0.092938
2011-01-23,0.092013
2011-01-24,0.124838
2011-01-25,0.15779
2011-01-26,0.132646
2011-01-27,0.008503
2011-01-28,0.192844
2011-01-29,0.132655
2011-01-30,0.02313
2011-01-31,0.048163
2011-02-01,0.075571
2011-02-02,0.081272
2011-02-03,0.145293
2011-02-04,0.180762
2011-02-05,0.138281
2011-02-06,0.124442
2011-02-07,0.063934
2011-02-08,0.148777
2011-02-09,0.077543
2011-02-10,0.04583
2011-02-11,0.0397
2011-02-12,0.076174
2011-02-13,0.096571
2011-02-14,0.077479
2011-02-15,0.110307
2011-02-16,0.16738
2011-02-17,0.110064
2011-02-18,0.087485
2011-02-19,0.065521
2011-02-20,0.054975
2011-02-21,0.051947
2011-02-22,0.034368
2011-02-23,0.044483
2011-02-24,0.073339
2011-02-25,0.091835
2011-02-26,0.098123
2011-02-27,0.088891
2011-02-28,0.135644
2011-03-01,0.016586
2011-03-02,0.007125
2011-03-03,0.076041
2011-03-04,0.057669
2011-03-05,0.155861
2011-03-06,0.109522
2011-03-07,0.097152
2011-03-08,0.108538
2011-03-09,0.083169
2011-03-10,0.060622
2011-03-11,0.083561
2011-03-12,0.141485
2011-03-13,0.109477
2011-03-14,0.10996
2011-03-15,0.225062
2011-03-16,0.182574
2011-03-17,0.179423
2011-03-18,0.170196
2011-03-19,0.245138
2011-03-20,0.211761
2011-03-21,0.209567
2011-03-22,0.157426
2011-03-23,0.127884
2011-03-24,0.132103
2011-03-25,0.116906
2011-03-26,0.105521
2011-03-27,0.235692
2011-03-28,0.257356
2011-03-29,0.320521
2011-03-30,0.311756
2011-03-31,0.286382
2011-04-01,0.516803
2011-04-02,0.448267
2011-04-03,0.538523
2011-04-04,0.309174
2011-04-05,0.373283
2011-04-06,0.525567
2011-04-07,0.412655
2011-04-08,0.363078
2011-04-09,0.328872
2011-04-10,0.549827
2011-04-11,0.539184
2011-04-12,0.339786
2011-04-13,0.270683
2011-04-14,0.333451
2011-04-15,0.481224
2011-04-16,0.142305
2011-04-17,0.038176
2011-04-18,0.387566
2011-04-19,0.018851
2011-04-20,0.010516
2011-04-21,0.117275
2011-04-22,0.322033
2011-04-23,0.310888
2011-04-24,0.510642
2011-04-25,0.532119
2011-04-26,0.294103
2011-04-27,0.213553
2011-04-28,0.358282
2011-04-29,0.069576
2011-04-30,0.133888
2011-05-01,0.337908
2011-05-02,0.47287
2011-05-03,0.303653
2011-05-04,0.204895
2011-05-05,0.362513
2011-05-06,0.206255
2011-05-07,0.261733
2011-05-08,0.110232
2011-05-09,0.385936
2011-05-10,0.10476
2011-05-11,0.350141
2011-05-12,0.298024
2011-05-13,0.138042
2011-05-14,0.03521
2011-05-15,0.207108
2011-05-16,0.240168
2011-05-17,0.315224
2011-05-18,0.376223
2011-05-19,0.37726
2011-05-20,0.203036
2011-05-21,0.107595
2011-05-22,0.080388
2011-05-23,0.155156
2011-05-24,0.203794
2011-05-25,0.191823
2011-05-26,0.178727
2011-05-27,0.138557
2011-05-28,0.331489
2011-05-29,0.281169
2011-05-30,0.282783
2011-05-31,0.275829
2011-06-01,0.288607
2011-06-02,0.224568
2011-06-03,0.131325
2011-06-04,0.169587
2011-06-05,0.148466
2011-06-06,0.10068
2011-06-07,0.159185
2011-06-08,0.107656
2011-06-09,0.110276
2011-06-10,0.092737
2011-06-11,0.058619
2011-06-12,0.047821
2011-06-13,0.069517
2011-06-14,0.057644
2011-06-15,0.021039
2011-06-16,0.010221
2011-06-17,0.057529
2011-06-18,0.072482
2011-06-19,0.020096
2011-06-20,0.06903
2011-06-21,0.027919
2011-06-22,0.070333
2011-06-23,0.057608
2011-06-24,0.019602
2011-06-25,0.008799
2011-06-26,0.023463
2011-06-27,0.051259
2011-06-28,0.013965
2011-06-29,0.034801
2011-06-30,0.064828
2011-07-01,0.087939
2011-07-02,0.112895
2011-07-03,0.172193
2011-07-04,0.073015
2011-07-05,0.243573
2011-07-06,0.175796
2011-07-07,0.215493
2011-07-08,0.33192
2011-07-09,0.049279
2011-07-10,0.042602
2011-07-11,0.102969
2011-07-12,0.097151
2011-07-13,0.072768
2011-07-14,0.05402
2011-07-15,0.174626
2011-07-16,0.083748
2011-07-17,0.187201
2011-07-18,0.031993
2011-07-19,0.038911
2011-07-20,0.196656
2011-07-21,0.080759
2011-07-22,0.069583
2011-07-23,0.180289
2011-07-24,0.201912
2011-07-25,0.076524
2011-07-26,0.09337
2011-07-27,0.087399
2011-07-28,0.032727
2011-07-29,0.162649
2011-07-30,0.348227
2011-07-31,0.19236
2011-08-01,0.2116
2011-08-02,0.288724
2011-08-03,0.28256
2011-08-04,0.363284
2011-08-05,0.235526
2011-08-06,0.309435
2011-08-07,0.324219
2011-08-08,0.115781
2011-08-09,0.048644
2011-08-10,0.106396
2011-08-11,0.251416
2011-08-12,0.36351
2011-08-13,0.406754
2011-08-14,0.278959
2011-08-15,0.379171
2011-08-16,0.351275
2011-08-17,0.393945
2011-08-18,0.319482
2011-08-19,0.232187
2011-08-20,0.578131
2011-08-21,0.537123
2011-08-22,0.481823
2011-08-23,0.302762
2011-08-24,0.240273
2011-08-25,0.36429
2011-08-26,0.497006
2011-08-27,0.051412
2011-08-28,0.766777
2011-08-29,0.60731
2011-08-30,0.617193
2011-08-31,0.556077
2011-09-01,0.450138
2011-09-02,0.587562
2011-09-03,0.667951
2011-09-04,0.086879
2011-09-05,0.06683
2011-09-06,0.048264
2011-09-07,0.244623
2011-09-08,0.4017
2011-09-09,0.392303
2011-09-10,0.601914
2011-09-11,0.161293
2011-09-12,0.267044
2011-09-13,0.472346
2011-09-14,0.566454
2011-09-15,0.577478
2011-09-16,0.253539
2011-09-17,0.489463
2011-09-18,0.587645
2011-09-19,0.523008
2011-09-20,0.498654
2011-09-21,0.448717
2011-09-22,0.577299
2011-09-23,0.51878
2011-09-24,0.788147
2011-09-25,0.619939
2011-09-26,0.65142
2011-09-27,0.431952
2011-09-28,0.523474
2011-09-29,0.561405
2011-09-30,0.645975
2011-10-01,0.451104
2011-10-02,0.587738
2011-10-03,0.464473
2011-10-04,0.450541
2011-10-05,0.466255
2011-10-06,0.353654
2011-10-07,0.498397
2011-10-08,0.676176
2011-10-09,0.630627
2011-10-10,0.60461
2011-10-11,0.575197
2011-10-12,0.599809
2011-10-13,0.632629
2011-10-14,0.702148
2011-10-15,0.505384
2011-10-16,0.744953
2011-10-17,0.397176
2011-10-18,0.564716
2011-10-19,0.632348
2011-10-20,0.65228
2011-10-21,0.3405
2011-10-22,0.341236
2011-10-23,0.341031
2011-10-24,0.531962
2011-10-25,0.51636
2011-10-26,0.457422
2011-10-27,0.385573
2011-10-28,0.433909
2011-10-29,0.449407
2011-10-30,0.944809
2011-10-31,0.513264
2011-11-01,0.372037
2011-11-02,0.495734
2011-11-03,0.572337
2011-11-04,0.509436
2011-11-05,0.70814
2011-11-06,0.907147
2011-11-07,0.770146
2011-11-08,0.182006
2011-11-09,0.210063
2011-11-10,0.578047
2011-11-11,0.689384
2011-11-12,0.800989
2011-11-13,0.864131
2011-11-14,0.605186
2011-11-15,0.60168
2011-11-16,0.104719
2011-11-17,0.065288
2011-11-18,0.042476
2011-11-19,0.052593
2011-11-20,0.141731
2011-11-21,0.12881
2011-11-22,0.061429
2011-11-23,0.14231
2011-11-24,0.14886
2011-11-25,0.209308
2011-11-26,0.142526
2011-11-27,0.12892
2011-11-28,0.05882
2011-11-29,0.060404
2011-11-30,0.03642
2011-12-01,0.11438
2011-12-02,0.044424
2011-12-03,0.070801
2011-12-04,0.084655
2011-12-05,0.085999
2011-12-06,0.036972
2011-12-07,0.046029
2011-12-08,0.057049
2011-12-09,0.131769
2011-12-10,0.239775
2011-12-11,0.313917
2011-12-12,0.371492
2011-12-13,0.786035
2011-12-14,0.641587
2011-12-15,0.613848
2011-12-16,0.578092
2011-12-17,0.779155
2011-12-18,0.857767
2011-12-19,0.587543
2011-12-20,0.536663
2011-12-21,0.494896
2011-12-22,0.660156
2011-12-23,1.081887
2011-12-24,0.938575
2011-12-25,0.969982
2011-12-26,0.418292
2011-12-27,0.438425
2011-12-28,1.068493
2011-12-29,0.58895
2011-12-30,1.068812
2011-12-31,1.138329
2012-01-01,0.887849
2012-01-02,1.193379
2012-01-03,1.16493
2012-01-04,0.787961
2012-01-05,0.458344
2012-01-06,0.526862
2012-01-07,1.034771
2012-01-08,0.924041
2012-01-09,0.74412
2012-01-10,0.854045
2012-01-11,0.860407
2012-01-12,0.937924
2012-01-13,0.830383
2012-01-14,0.996084
2012-01-15,1.262011
2012-01-16,0.799097
2012-01-17,0.794542
2012-01-18,0.933256
2012-01-19,0.883023
2012-01-20,0.987982
2012-01-21,1.189156
2012-01-22,1.32604
2012-01-23,1.282502
2012-01-24,0.959681
2012-01-25,0.881455
2012-01-26,0.890679
2012-01-27,1.042348
2012-01-28,1.50619
2012-01-29,1.095567
2012-01-30,1.155532
2012-01-31,1.113137
2012-02-01,0.881238
2012-02-02,1.027178
2012-02-03,1.011242
2012-02-04,1.078649
2012-02-05,1.148424
2012-02-06,1.233701
2012-02-07,1.248257
2012-02-08,1.307859
2012-02-09,1.472019
2012-02-10,1.253631
2012-02-11,0.881262
2012-02-12,1.251265
2012-02-13,0.948648
2012-02-14,0.299195
2012-02-15,0.303241
2012-02-16,0.256512
2012-02-17,0.425441
2012-02-18,0.596886
2012-02-19,1.074346
2012-02-20,0.972608
2012-02-21,1.078517
2012-02-22,0.537385
2012-02-23,0.613408
2012-02-24,0.730657
2012-02-25,1.017874
2012-02-26,1.243444
2012-02-27,1.145294
2012-02-28,1.145201
2012-02-29,1.286892
2012-03-01,0.644264
2012-03-02,0.757862
2012-03-03,1.114166
2012-03-04,0.628913
2012-03-05,1.143871
2012-03-06,1.205357
2012-03-07,1.147091
2012-03-08,0.825525
2012-03-09,0.729818
2012-03-10,1.120337
2012-03-11,1.017542
2012-03-12,0.72476
2012-03-13,0.824932
2012-03-14,0.722046
2012-03-15,0.900536
2012-03-16,0.878237
2012-03-17,0.959739
2012-03-18,1.193171
2012-03-19,0.984748
2012-03-20,0.902493
2012-03-21,0.882078
2012-03-22,0.595058
2012-03-23,0.503855
2012-03-24,0.555207
2012-03-25,1.084397
2012-03-26,0.859107
2012-03-27,0.803066
2012-03-28,0.670706
2012-03-29,0.3852
2012-03-30,0.473166
2012-03-31,0.535935
2012-04-01,0.766881
2012-04-02,0.684314
2012-04-03,0.587154
2012-04-04,0.634791
2012-04-05,0.51978
2012-04-06,0.838773
2012-04-07,1.444812
2012-04-08,0.394608
2012-04-09,0.306368
2012-04-10,0.615388
2012-04-11,0.337108
2012-04-12,0.400398
2012-04-13,0.619332
2012-04-14,0.524409
2012-04-15,0.409217
2012-04-16,0.3233
2012-04-17,0.46298
2012-04-18,0.507745
2012-04-19,0.763447
2012-04-20,0.183905
2012-04-21,0.433065
2012-04-22,0.560537
2012-04-23,0.688501
2012-04-24,0.727776
2012-04-25,0.536477
2012-04-26,0.294651
2012-04-27,0.375573
2012-04-28,0.623444
2012-04-29,0.561538
2012-04-30,0.505228
2012-05-01,0.515817
2012-05-02,0.521108
2012-05-03,0.465622
2012-05-04,0.506774
2012-05-05,0.474974
2012-05-06,0.876397
2012-05-07,0.261668
2012-05-08,0.147771
2012-05-09,0.245732
2012-05-10,0.486099
2012-05-11,0.380402
2012-05-12,0.182764
2012-05-13,0.389418
2012-05-14,0.255573
2012-05-15,0.157688
2012-05-16,0.172905
2012-05-17,0.173243
2012-05-18,0.3211
2012-05-19,0.491589
2012-05-20,0.300028
2012-05-21,0.15882
2012-05-22,0.149125
2012-05-23,0.337829
2012-05-24,0.542447
2012-05-25,0.25095
2012-05-26,0.126717
2012-05-27,0.306005
2012-05-28,0.290141
2012-05-29,0.196454
2012-05-30,0.261504
2012-05-31,0.131286
2012-06-01,0.212308
2012-06-02,0.318126
2012-06-03,0.36631
2012-06-04,0.136406
2012-06-05,0.140022
2012-06-06,0.25412
2012-06-07,0.132079
2012-06-08,0.116935
2012-06-09,0.461514
2012-06-10,0.194968
2012-06-11,0.211005
2012-06-12,0.248685
2012-06-13,0.26473
2012-06-14,0.133052
2012-06-15,0.185926
2012-06-16,0.165093
2012-06-17,0.458243
2012-06-18,0.256869
2012-06-19,0.30563
2012-06-20,0.377788
2012-06-21,0.620835
2012-06-22,0.284347
2012-06-23,0.21406
2012-06-24,0.341661
2012-06-25,0.356701
2012-06-26,0.376
2012-06-27,0.326514
2012-06-28,0.18647
2012-06-29,0.257214
2012-06-30,0.46653
2012-07-01,0.483932
2012-07-02,0.548816
2012-07-03,0.453626
2012-07-04,0.287142
2012-07-05,0.325132
2012-07-06,0.476909
2012-07-07,0.159577
2012-07-08,0.802918
2012-07-09,0.309471
2012-07-10,0.30472
2012-07-11,0.573594
2012-07-12,0.475597
2012-07-13,0.266767
2012-07-14,0.267855
2012-07-15,0.488012
2012-07-16,0.315083
2012-07-17,0.263184
2012-07-18,0.416899
2012-07-19,0.544014
2012-07-20,0.405336
2012-07-21,0.280748
2012-07-22,0.390403
2012-07-23,0.308891
2012-07-24,0.383959
2012-07-25,0.657971
2012-07-26,0.289778
2012-07-27,0.308582
2012-07-28,0.386767
2012-07-29,0.611476
2012-07-30,0.694753
2012-07-31,0.227784
2012-08-01,0.299074
2012-08-02,0.381248
2012-08-03,0.479743
2012-08-04,0.486833
2012-08-05,0.348965
2012-08-06,0.34637
2012-08-07,0.352936
2012-08-08,0.417122
2012-08-09,0.477888
2012-08-10,0.414212
2012-08-11,0.443432
2012-08-12,0.434117
2012-08-13,0.3736
2012-08-14,0.465287
2012-08-15,0.396097
2012-08-16,0.342761
2012-08-17,0.255973
2012-08-18,0.331848
2012-08-19,0.120865
2012-08-20,0.075603
2012-08-21,0.132587
2012-08-22,0.09414
2012-08-23,0.095859
2012-08-24,0.06615
2012-08-25,0.168445
2012-08-26,0.222817
2012-08-27,0.117987
2012-08-28,0.110274
2012-08-29,0.051628
2012-08-30,0.065864
2012-08-31,0.085613
2012-09-01,0.088462
2012-09-02,0.130017
2012-09-03,0.209671
2012-09-04,0.119855
2012-09-05,0.084394
2012-09-06,0.035577
2012-09-07,0.042861
2012-09-08,0.104357
2012-09-09,0.203441
2012-09-10,0.042512
2012-09-11,0.039401
2012-09-12,0.0743
2012-09-13,0.035726
2012-09-14,0.044901
2012-09-15,0.117808
2012-09-16,0.058351
2012-09-17,0.062804
2012-09-18,0.063941
2012-09-19,0.026699
2012-09-20,0.052784
2012-09-21,0.032855
2012-09-22,0.056717
2012-09-23,0.109146
2012-09-24,0.106335
2012-09-25,0.487747
2012-09-26,0.501181
2012-09-27,0.634584
2012-09-28,0.337859
2012-09-29,0.679507
2012-09-30,0.616401
2012-10-01,0.547637
2012-10-02,0.445182
2012-10-03,0.712752
2012-10-04,0.753542
2012-10-05,0.34167
2012-10-06,0.458082
2012-10-07,0.509825
2012-10-08,0.51676
2012-10-09,0.675528
2012-10-10,1.056031
2012-10-11,0.745623
2012-10-12,0.357364
2012-10-13,0.346611
2012-10-14,0.680622
2012-10-15,1.10348
2012-10-16,0.34565
2012-10-17,0.286489
2012-10-18,0.283395
2012-10-19,0.3598
2012-10-20,0.360695
2012-10-21,0.413873
2012-10-22,0.431985
2012-10-23,0.376418
2012-10-24,0.519216
2012-10-25,0.678824
2012-10-26,0.961657
2012-10-27,0.59258
2012-10-28,1.066908
2012-10-29,0.996278
2012-10-30,0.242377
2012-10-31,0.267737
2012-11-01,0.390383
2012-11-02,1.172311
2012-11-03,0.538144
2012-11-04,0.461344
2012-11-05,0.454033
2012-11-06,0.555514
2012-11-07,0.568914
2012-11-08,0.79547
2012-11-09,1.221342
2012-11-10,2.449815
2012-11-11,2.54472
2012-11-12,2.218204
2012-11-13,1.257793
2012-11-14,0.82805
2012-11-15,0.403711
2012-11-16,0.290386
2012-11-17,0.40544
2012-11-18,0.521251
2012-11-19,0.774646
2012-11-20,0.684857
2012-11-21,1.16442
2012-11-22,0.746088
2012-11-23,0.944568
2012-11-24,0.913443
2012-11-25,1.330327
2012-11-26,0.947748
2012-11-27,0.749123
2012-11-28,0.565596
2012-11-29,0.882592
2012-11-30,1.350153
2012-12-01,1.694604
2012-12-02,1.0472
2012-12-03,0.610874
2012-12-04,0.424117
2012-12-05,0.373718
2012-12-06,0.323459
2012-12-07,0.506254
2012-12-08,1.047637
2012-12-09,0.749919
2012-12-10,1.018231
2012-12-11,0.654607
2012-12-12,0.297424
2012-12-13,0.277521
2012-12-14,0.365723
2012-12-15,0.648168
2012-12-16,0.605178
2012-12-17,0.603177
2012-12-18,0.459074
2012-12-19,0.960879
2012-12-20,1.168939
2012-12-21,0.659448
2012-12-22,0.787657
2012-12-23,1.278158
2012-12-24,1.046797
2012-12-25,1.846492
2012-12-26,1.766362
2012-12-27,1.375567
2012-12-28,1.042694
2012-12-29,1.135054
2012-12-30,1.485541
2012-12-31,0.831262
2013-01-01,0.76934
2013-01-02,0.593791
2013-01-03,0.666102
2013-01-04,0.499288
2013-01-05,0.555285
2013-01-06,1.066498
2013-01-07,0.79073
2013-01-08,0.550764
2013-01-09,0.691554
2013-01-10,0.895892
2013-01-11,0.901087
2013-01-12,1.229682
2013-01-13,1.367843
2013-01-14,1.089474
2013-01-15,0.583736
2013-01-16,0.549514
2013-01-17,0.674792
2013-01-18,0.749785
2013-01-19,0.809587
2013-01-20,1.047879
2013-01-21,1.098704
2013-01-22,0.87094
2013-01-23,0.531259
2013-01-24,0.796718
2013-01-25,0.827878
2013-01-26,0.969122
2013-01-27,0.891894
2013-01-28,0.781508
2013-01-29,0.547841
2013-01-30,0.497994
2013-01-31,0.848589
2013-02-01,0.747519
2013-02-02,1.006993
2013-02-03,0.988183
2013-02-04,0.685849
2013-02-05,0.69346
2013-02-06,0.753181
2013-02-07,0.81659
2013-02-08,0.650942
2013-02-09,0.791728
2013-02-10,1.05438
2013-02-11,1.095069
2013-02-12,1.146982
2013-02-13,1.1972
2013-02-14,0.971201
2013-02-15,1.136
2013-02-16,1.152215
2013-02-17,1.277546
2013-02-18,1.188655
2013-02-19,1.014101
2013-02-20,1.238017
2013-02-21,1.416284
2013-02-22,0.942915
2013-02-23,1.163844
2013-02-24,0.878205
2013-02-25,0.809356
2013-02-26,0.932134
2013-02-27,0.997021
2013-02-28,1.039647
2013-03-01,0.93968
2013-03-02,1.03825
2013-03-03,1.673549
2013-03-04,1.598398
2013-03-05,0.810386
2013-03-06,0.681231
2013-03-07,0.96255
2013-03-08,1.325392
2013-03-09,1.568766
2013-03-10,1.302065
2013-03-11,1.61143
2013-03-12,1.09025
2013-03-13,1.0838
2013-03-14,1.378099
2013-03-15,0.307542
2013-03-16,0.716744
2013-03-17,1.85064
2013-03-18,0.444371
2013-03-19,0.867573
2013-03-20,0.898164
2013-03-21,0.835689
2013-03-22,1.12561
2013-03-23,1.192117
2013-03-24,1.723891
2013-03-25,1.114168
2013-03-26,0.936346
2013-03-27,0.635201
2013-03-28,0.956358
2013-03-29,1.196091
2013-03-30,0.959003
2013-03-31,1.136918
2013-04-01,1.270898
2013-04-02,0.751368
2013-04-03,0.775782
2013-04-04,0.77323
2013-04-05,0.89231
2013-04-06,1.346428
2013-04-07,1.754463
2013-04-08,1.205244
2013-04-09,0.949333
2013-04-10,0.490181
2013-04-11,0.570834
2013-04-12,1.260588
2013-04-13,1.134903
2013-04-14,1.991721
2013-04-15,1.561434
2013-04-16,1.023708
2013-04-17,1.149802
2013-04-18,0.368515
2013-04-19,0.980821
2013-04-20,1.729105
2013-04-21,1.762329
2013-04-22,1.132514
2013-04-23,1.250808
2013-04-24,0.853392
2013-04-25,1.038695
2013-04-26,1.583386
2013-04-27,2.170953
2013-04-28,3.195305
2013-04-29,0.981126
2013-04-30,1.790183
2013-05-01,1.239455
2013-05-02,1.927874
2013-05-03,2.353519
2013-05-04,3.818504
2013-05-05,2.868823
2013-05-06,1.976375
2013-05-07,1.867405
2013-05-08,2.160762
2013-05-09,2.5704
2013-05-10,1.956537
2013-05-11,2.601952
2013-05-12,3.0906
2013-05-13,1.568337
2013-05-14,2.109943
2013-05-15,2.26734
2013-05-16,2.432903
2013-05-17,2.038201
2013-05-18,2.305
2013-05-19,4.02649
2013-05-20,3.120402
2013-05-21,2.469925
2013-05-22,2.277244
2013-05-23,2.396895
2013-05-24,2.231015
2013-05-25,2.25429
2013-05-26,4.246378
2013-05-27,2.395127
2013-05-28,2.286483
2013-05-29,2.074481
2013-05-30,2.51122
2013-05-31,2.358296
2013-06-01,3.293684
2013-06-02,3.669782
2013-06-03,2.054191
2013-06-04,2.342986
2013-06-05,2.287589
2013-06-06,2.033662
2013-06-07,2.207431
2013-06-08,3.818928
2013-06-09,2.267164
2013-06-10,3.117988
2013-06-11,2.536869
2013-06-12,2.629556
2013-06-13,2.348322
2013-06-14,2.020907
2013-06-15,3.538508
2013-06-16,2.775782
2013-06-17,2.515782
2013-06-18,2.235988
2013-06-19,2.456481
2013-06-20,1.933805
2013-06-21,1.988161
2013-06-22,3.265342
2013-06-23,4.156785
2013-06-24,2.283434
2013-06-25,1.905166
2013-06-26,2.215853
2013-06-27,2.4105
2013-06-28,2.040076
2013-06-29,2.550655
2013-06-30,3.305353
2013-07-01,1.495264
2013-07-02,1.875233
2013-07-03,1.526173
2013-07-04,1.605173
2013-07-05,1.165961
2013-07-06,1.897944
2013-07-07,2.293345
2013-07-08,1.599303
2013-07-09,1.164762
2013-07-10,1.362859
2013-07-11,1.280445
2013-07-12,1.271801
2013-07-13,1.547403
2013-07-14,2.225862
2013-07-15,1.905213
2013-07-16,1.362439
2013-07-17,1.213523
2013-07-18,1.312745
2013-07-19,1.628206
2013-07-20,2.59153
2013-07-21,2.632212
2013-07-22,1.418057
2013-07-23,1.276306
2013-07-24,1.425245
2013-07-25,1.596938
2013-07-26,1.618524
2013-07-27,2.741223
2013-07-28,2.103281
2013-07-29,1.705054
2013-07-30,1.288486
2013-07-31,1.455146
2013-08-01,1.087034
2013-08-02,1.361351
2013-08-03,1.843632
2013-08-04,2.461704
2013-08-05,1.463747
2013-08-06,1.633364
2013-08-07,1.516417
2013-08-08,1.693619
2013-08-09,1.966785
2013-08-10,2.401135
2013-08-11,2.872034
2013-08-12,1.461652
2013-08-13,0.95514
2013-08-14,0.90628
2013-08-15,1.47012
2013-08-16,1.136414
2013-08-17,1.216087
2013-08-18,1.539813
2013-08-19,1.084082
2013-08-20,1.25218
2013-08-21,0.962903
2013-08-22,1.426893
2013-08-23,1.443258
2013-08-24,2.098005
2013-08-25,2.159793
2013-08-26,1.670494
2013-08-27,1.29622
2013-08-28,1.487821
2013-08-29,0.440385
2013-08-30,1.44387
2013-08-31,1.304966
2013-09-01,1.414199
2013-09-02,1.407403
2013-09-03,1.208841
2013-09-04,1.211213
2013-09-05,1.298236
2013-09-06,1.568522
2013-09-07,1.823648
2013-09-08,2.827339
2013-09-09,1.100248
2013-09-10,1.735451
2013-09-11,1.386312
2013-09-12,1.585439
2013-09-13,1.694364
2013-09-14,1.912991
2013-09-15,2.742223
2013-09-16,1.611811
2013-09-17,1.743055
2013-09-18,1.340964
2013-09-19,1.283124
2013-09-20,1.457407
2013-09-21,2.389124
2013-09-22,2.163114
2013-09-23,1.059391
2013-09-24,1.130098
2013-09-25,1.277418
2013-09-26,1.426256
2013-09-27,1.540536
2013-09-28,1.984728
2013-09-29,1.8844
2013-09-30,1.2626
2013-10-01,0.962865
2013-10-02,0.77946
2013-10-03,1.185277
2013-10-04,1.310056
2013-10-05,2.326874
2013-10-06,2.48863
2013-10-07,1.498428
2013-10-08,1.429724
2013-10-09,1.140153
2013-10-10,1.365102
2013-10-11,1.23817
2013-10-12,1.473097
2013-10-13,1.473587
2013-10-14,1.107377
2013-10-15,1.159083
2013-10-16,0.953125
2013-10-17,1.214462
2013-10-18,1.119043
2013-10-19,1.035507
