date,nupl
2023-08-28,0.2226
2023-08-29,0.2671
2023-08-30,0.257
2023-08-31,0.2186
2023-09-01,0.2143
2023-09-02,0.2164
2023-09-03,0.2193
2023-09-04,0.2144
2023-09-05,0.2141
2023-09-06,0.2134
2023-09-07,0.2272
2023-09-08,0.2181
2023-09-09,0.2179
2023-09-10,0.20625
2023-09-11,0.1946
2023-09-12,0.2172
2023-09-13,0.2282
2023-09-14,0.2375
2023-09-15,0.2408
2023-09-16,0.2374
2023-09-17,0.2358
2023-09-18,0.2343
2023-09-19,0.2546
2023-09-20,0.2528
2023-09-21,0.2371
2023-09-22,0.2374
2023-09-23,0.2372
2023-09-24,0.2288
2023-09-25,0.2285
2023-09-26,0.2262
2023-09-27,0.2304
2023-09-28,0.2502
2023-09-29,0.2467
2023-09-30,0.2484
2023-10-01,0.2745
2023-10-02,0.2642
2023-10-03,0.2607
2023-10-04,0.27
2023-10-05,0.2602
2023-10-06,0.2732
2023-10-07,0.2742
2023-10-08,0.2732
2023-10-09,0.2639
2023-10-10,0.2593
2023-10-11,0.243
2023-10-12,0.2402
2023-10-13,0.2431
2023-10-14,0.2433
2023-10-15,0.2507
2023-10-16,0.2865
2023-10-17,0.2841
2023-10-18,0.2817
2023-10-19,0.2909
2023-10-20,0.3051
2023-10-21,0.3193
2023-10-22,0.3206
2023-10-23,0.3802
2023-10-24,0.3956
2023-10-25,0.4053
2023-10-26,0.3989
2023-10-27,0.3935
2023-10-28,0.3966
2023-10-29,0.4048
2023-10-30,0.4029
2023-10-31,0.4048
2023-11-01,0.417
2023-11-02,0.4074
2023-11-03,0.4039
2023-11-04,0.4101
2023-11-05,0.4092
2023-11-06,0.4083
2023-11-07,0.4144
2023-11-08,0.4201
2023-11-09,0.4325
2023-11-10,0.4422
2023-11-11,0.4362
2023-11-12,0.4371
2023-11-13,0.429
2023-11-14,0.4136
2023-11-15,0.4476
2023-11-16,0.4217
2023-11-17,0.4279
2023-11-18,0.4278
2023-11-19,0.43455
2023-11-20,0.4413
2023-11-21,0.4178
2023-11-22,0.4273
2023-11-23,0.4368
2023-11-24,0.4425
2023-11-25,0.4435
2023-11-26,0.4386
2023-11-27,0.4346
2023-11-28,0.43865
2023-11-29,0.4427
2023-11-30,0.4407
2023-12-01,0.4541
2023-12-02,0.46245
2023-12-03,0.4708
2023-12-04,0.4935
2023-12-05,0.517
2023-12-06,0.512
2023-12-07,0.506
2023-12-08,0.50795
2023-12-09,0.5099
2023-12-10,0.5096
2023-12-11,0.4793
2023-12-12,0.4814
2023-12-13,0.4986
2023-12-14,0.4993
2023-12-15,0.486
2023-12-16,0.4884
2023-12-17,0.4787
2023-12-18,0.4926
2023-12-19,0.4878
2023-12-20,0.5026
2023-12-21,0.5051
2023-12-22,0.506
2023-12-23,0.503
2023-12-24,0.4947
2023-12-25,0.5005
2023-12-26,0.4866
2023-12-27,0.4961
2023-12-28,0.4867
2023-12-29,0.4779
2023-12-30,0.4801
2023-12-31,0.48
2024-01-01,0.5012
2024-01-02,0.5102
2024-01-03,0.485
2024-01-04,0.4978
2024-01-05,0.4959
2024-01-06,0.4931
2024-01-07,0.492
2024-01-08,0.525
2024-01-09,0.5148
2024-01-10,0.5216
2024-01-11,0.5163
2024-01-12,0.4765
2024-01-13,0.4767
2024-01-14,0.4647
2024-01-15,0.4725
2024-01-16,0.4778
2024-01-17,0.4717
2024-01-18,0.4525
2024-01-19,0.4566
2024-01-20,0.4574
2024-01-21,0.4556
2024-01-22,0.4288
2024-01-23,0.4308
2024-01-24,0.4348
2024-01-25,0.4318
2024-01-26,0.4576
2024-01-27,0.4608
2024-01-28,0.4588
2024-01-29,0.4738
2024-01-30,0.4693
2024-01-31,0.464
2024-02-01,0.4691
2024-02-02,0.4705
2024-02-03,0.4683
2024-02-04,0.4631
2024-02-05,0.4633
2024-02-06,0.4686
2024-02-07,0.4818
2024-02-08,0.4935
2024-02-09,0.5124
2024-02-10,0.5182
2024-02-11,0.5219
2024-02-12,0.5378
2024-02-13,0.5337
2024-02-14,0.5513340066914422
2024-02-15,0.5490405722107858
2024-02-16,0.5495370629623225
2024-02-17,0.547735488570768
2024-02-18,0.5477163909104006
2024-02-19,0.549868640656157
2024-02-20,0.5464830801281205
2024-02-21,0.5503329269088052
2024-02-22,0.5457467523867406
2024-02-23,0.5350647848799217
2024-02-24,0.5354131949895811
2024-02-25,0.5417157881362764
2024-02-26,0.5419337908575541
2024-02-27,0.5629654618292023
2024-02-28,0.5766722233112497
2024-02-29,0.6091796212110475
2024-03-01,0.5992226408574308
2024-03-02,0.6057061142389741
2024-03-03,0.6101231442588005
2024-03-04,0.6085792429035591
2024-03-05,0.6096202204705825
2024-03-06,0.6036416350918022
2024-03-07,0.6199198126186596
2024-03-08,0.6171901651050411
2024-03-09,0.6237372641016503
2024-03-10,0.6236771552264513
2024-03-11,0.6399411383484879
2024-03-12,0.6367444195621424
2024-03-13,0.635749530933191
2024-03-14,0.6344837320509735
2024-03-15,0.6258303585764298
2024-03-16,0.614658987599848
2024-03-17,0.6067887177283686
2024-03-18,0.6061088773803749
2024-03-19,0.6027258969188708
2024-03-20,0.6036507292303664
2024-03-21,0.6019667659654795
2024-03-22,0.5871130441421366
2024-03-23,0.5755187039699795
2024-03-24,0.593488199666733
2024-03-25,0.5890390962818758
2024-03-26,0.6029199202601065
2024-03-27,0.6039025859569772
2024-03-28,0.5988589441267251
2024-03-29,0.6059778771696519
2024-03-30,0.599312257988571
2024-03-31,0.5993145596818199
2024-04-01,0.6058546454360625
2024-04-02,0.5950401951750001
2024-04-03,0.5733395670607266
2024-04-04,0.5836592238698339
2024-04-05,0.5836592238698339
2024-04-06,0.5832310397790054
2024-04-07,0.5898075246313566
2024-04-08,0.5906332884612977
2024-04-09,0.6028784961123125
2024-04-10,0.5888205748104292
2024-04-11,0.5955913331434644
2024-04-12,0.5932224983602986
2024-04-13,0.5766501637216295
2024-04-14,0.5611007363909679
2024-04-15,0.5662862487942055
2024-04-16,0.550407403671193
2024-04-17,0.5528288318715433
2024-04-18,0.5343520652488777
2024-04-19,0.5494796779563597
2024-04-20,0.5520365329313791
2024-04-21,0.5597604333179415
2024-04-22,0.5593268381651709
2024-04-23,0.5714300635270595
2024-04-24,0.5514058358671834
2024-04-25,0.551883893152847
2024-04-26,0.5536970928554936
2024-04-27,0.5481085535489507
2024-04-29,0.5481349195017877
2024-04-30,0.5471531724156047
2024-05-01,0.5250715748801129
2024-05-02,0.505963558157002
2024-05-03,0.5119799419702787
2024-05-04,0.5406740945760566
2024-05-05,0.5489255963472669
2024-05-06,0.5485231670184145
2024-05-07,0.5423373959187155
2024-05-08,0.5361044228247455
2024-05-09,0.5268072145860568
2024-05-10,0.5404433151509168
2024-05-11,0.5243775724997871
2024-05-12,0.524006327755865
2024-05-13,0.5286747751533465
2024-05-14,0.5286146557659219
2024-05-15,0.5278169343673419
2024-05-16,0.553124447317441
2024-05-17,0.5595422382485956
2024-05-18,0.5639433657062952
2024-05-19,0.5640523205265756
2024-05-20,0.5583712292559958
2024-05-21,0.5861817367365203
2024-05-22,0.5744167508502146
2024-05-23,0.5657588123401593
2024-05-24,0.5665317239407099
2024-05-25,0.5706713886396382
2024-05-26,0.5748887832613487
2024-05-27,0.5692314124229748
2024-05-28,0.5672221045695748
2024-05-29,0.5604336804814994
2024-05-30,0.5552241351392013
2024-05-31,0.56014870218012
2024-06-01,0.5547775299536382
2024-06-02,0.5558242319113154
2024-06-03,0.553893256091993
2024-06-04,0.5605753076665602
2024-06-05,0.5713524210910833
2024-06-06,0.5725758366082142
2024-06-07,0.5555725330517509
2024-06-08,0.5624578334542396
2024-06-09,0.5623990044340044
2024-06-10,0.5635266454035599
2024-06-11,0.5618744640746172
2024-06-12,0.5528292789687533
2024-06-13,0.5532544692560832
2024-06-14,0.5375271189042572
2024-06-15,0.5388692577461478
2024-06-16,0.5416580901052387
2024-06-17,0.541674922825872
2024-06-18,0.5411283628141896
2024-06-19,0.5288281525411629
2024-06-20,0.5136995272968576
2024-06-21,0.5226487113121436
2024-06-22,0.5213269695833125
2024-06-23,0.5230278397288929
2024-06-24,0.5192611695833388
2024-06-25,0.4899209290783277
2024-06-26,0.5051756787613599
2024-06-27,0.5012667433910694
2024-06-28,0.5008626871312596
2024-06-29,0.4955132593715812
2024-06-30,0.4966380669069338
2024-07-01,0.503694836350428
2024-07-02,0.5124876976475145
2024-07-03,0.503492343093339
2024-07-04,0.4886688101195089
2024-07-05,0.4744864863906416
2024-07-06,0.4294458142604431
2024-07-07,0.4678130489066038
2024-07-08,0.4570056411021197
2024-07-09,0.4559204651830919
2024-07-10,0.4668355590092523
2024-07-11,0.4639660411660041
2024-07-12,0.4635266420590944
2024-07-13,0.4646788130743176
2024-07-14,0.4743951282170819
2024-07-15,0.494745802245566
2024-07-16,0.5042040012385361
2024-07-17,0.5194982632725097
2024-07-18,0.5181375137430527
2024-07-19,0.5128461421884812
2024-07-20,0.5351556451132414
2024-07-21,0.5363281018773479
2024-07-22,0.5429771847968075
2024-07-23,0.5392703311961233
2024-07-24,0.5251092088921524
2024-07-25,0.5240197934504937
2024-07-26,0.5246870489465796
2024-07-27,0.5385942483869142
2024-07-28,0.544178416934978
2024-07-29,0.5381386271020813
2024-07-30,0.5347366059059632
2024-07-31,0.5261921117934114
2024-08-01,0.5162446462086917
2024-08-02,0.5156090085112954
2024-08-03,0.4940333657197083
2024-08-04,0.4817269521968474
2024-08-05,0.4654775333999623
2024-08-06,0.4248687143082769
2024-08-07,0.4448728016234406
2024-08-08,0.4345703023243822
2024-08-09,0.4848415139802478
2024-08-10,0.4833335773115378
2024-08-11,0.4853118052368733
2024-08-12,0.4675755930631622
2024-08-13,0.467549297758967
2024-08-14,0.4849889053870219
2024-08-15,0.4666151526635464
2024-08-16,0.4542055716776401
2024-08-17,0.468550298509709
2024-08-18,0.470341105874582
2024-08-19,0.4716017674335174
2024-08-20,0.467615321177774
2024-08-21,0.4705963465345433
2024-08-22,0.4868405664444469
2024-08-23,0.4801494252799423
2024-08-24,0.5107453235581032
2024-08-25,0.505528625948664
2024-08-26,0.5107819523836479
2024-08-27,0.5014976732440536
2024-08-28,0.4783176631217354
2024-08-29,0.4666195114843744
2024-08-30,0.4694625462829069
2024-08-31,0.4665836362654906
2024-09-01,0.4664663683125372
2024-09-02,0.4606663045378961
2024-09-03,0.453471187540394
2024-09-04,0.4570709739866591
2024-09-05,0.4386707701542198
2024-09-06,0.439793989162176
2024-09-07,0.414430934511473
2024-09-08,0.4167537702920936
2024-09-09,0.4223019700474624
2024-09-10,0.4529153062219129
2024-09-11,0.4526824083516137
2024-09-12,0.4504892532235881
2024-09-13,0.4557530346529144
2024-09-14,0.4763321592135281
2024-09-15,0.4743048285919657
2024-09-16,0.4701021782439489
2024-09-17,0.4556551343317703
2024-09-18,0.4758090320040991
2024-09-19,0.4742106755529072
2024-09-20,0.4952248887542828
2024-09-21,0.4974395724113564
2024-09-22,0.4969561848091638
2024-09-23,0.493963128168051
2024-09-24,0.4978911775376178
2024-09-25,0.5033320343311969
2024-09-26,0.4977115592918012
2024-09-27,0.5094626388032463
2024-09-28,0.5149268813477856
2024-09-29,0.51368771921936
2024-09-30,0.5151398798767783
2024-10-01,0.4989195967825955
2024-10-02,0.4775596534408206
2024-10-03,0.4363642273895236
2024-10-04,0.4743802184318882
2024-10-05,0.4870406267879339
2024-10-06,0.4837127542883656
2024-10-07,0.4872315182077778
2024-10-08,0.4910517219991097
2024-10-09,0.4831695569820285
2024-10-10,0.4704385414179772
2024-10-11,0.4366183696956415
2024-10-12,0.4853104249822663
2024-10-13,0.4879273292360876
2024-10-14,0.4852157864981578
2024-10-15,0.5066616855298326
2024-10-16,0.5105124897574875
2024-10-17,0.5184820658318735
2024-10-18,0.5141638482001923
2024-10-19,0.5226166793684732
2024-10-20,0.5207061350695473
2024-10-21,0.5236540025578482
2024-10-22,0.5156109008275422
2024-10-23,0.5135959546143611
2024-10-24,0.5057845992346511
2024-10-25,0.5192639671549777
2024-10-26,0.5114862362424841
2024-10-27,0.510319656202878
2024-10-28,0.5168762160655022
2024-10-29,0.5280174767482968
2024-10-30,0.544851491069073
2024-10-31,0.5424876783258815
2024-11-01,0.530322531805307
2024-11-02,0.5223003113665232
2024-11-03,0.5176475473954841
2024-11-04,0.5173833539590161
2024-11-05,0.5108293474116072
2024-11-06,0.5199882787232768
2024-11-07,0.5575240045602545
2024-11-08,0.5573843437947288
2024-11-09,0.5602699589519111
2024-11-10,0.5596035810925295
2024-11-11,0.5779092333637903
2024-11-12,0.6116972554143956
2024-11-13,0.6101065779638651
2024-11-14,0.6127733966087462
2024-11-15,0.618097460336136
2024-11-16,0.6173404573093956
2024-11-17,0.6108620584737514
2024-11-18,0.608004029640245
2024-11-19,0.6131704459842745
2024-11-20,0.6132970984191752
2024-11-21,0.6174980679189582
2024-11-22,0.5929487175860447
2024-11-23,0.6296175780469128
2024-11-24,0.6261633967434933
2024-11-25,0.6258047930510072
2024-11-26,0.6104960239971139
2024-11-27,0.5986437759356453
2024-11-28,0.6159698457873115
2024-11-29,0.6130949624755594
2024-11-30,0.6189926151930303
2024-12-01,0.6150908661695959
2024-12-02,0.6185029925670668
2024-12-03,0.6084684329873908
2024-12-04,0.609618872818123
2024-12-05,0.6134826096106976
2024-12-06,0.6041517628216159
2024-12-07,0.5979557735802213
2024-12-08,0.616429355423066
2024-12-09,0.5825559366431927
2024-12-10,0.5972670724499202
2024-12-11,0.5995632096621497
2024-12-12,0.598601370525087
2024-12-13,0.6113098674235176
2024-12-14,0.6142001161418303
2024-12-15,0.6132892133424258
2024-12-16,0.6192032471788139
2024-12-17,0.6260430624462288
2024-12-18,0.6254087092535354
2024-12-19,0.6053677497455813
2024-12-20,0.5928140455348466
2024-12-21,0.5890734061428882
2024-12-22,0.5874535966264377
2024-12-23,0.5753795674938567
2024-12-24,0.5741877137439826
2024-12-25,0.5892157221235662
2024-12-26,0.5672766563428272
2024-12-27,0.5725288778778599
2024-12-28,0.5691303170553214
2024-12-29,0.5724026092905523
2024-12-30,0.5616179148181483
2024-12-31,0.5583265508498393
2025-01-01,0.5611609026383185
2025-01-02,0.5667670314394033
2025-01-03,0.5760239381603012
2025-01-04,0.5655897350072415
2025-01-05,0.5814427333021676
2025-01-06,0.58241825848249
2025-01-07,0.5948104492545636
2025-01-08,0.5735015102788927
2025-01-09,0.5652777751546167
2025-01-10,0.5524324234966695
2025-01-11,0.5515972957629196
2025-01-12,0.5626685989268245
2025-01-13,0.5598143421044264
2025-01-14,0.5603000374372394
2025-01-15,0.5702076029143162
2025-01-16,0.5822722773315202
2025-01-17,0.5743312592571627
2025-01-18,0.5986960584448445
2025-01-19,0.5851780586205998
2025-01-20,0.5910114346234846
2025-01-21,0.5931380492445467
2025-01-22,0.601948002351266
2025-01-23,0.5913539779496391
2025-01-24,0.5913592104410861
2025-01-25,0.5945283839237928
2025-01-26,0.5954210498045585
2025-01-27,0.5915239936988415
2025-01-28,0.5644411785973786
2025-01-29,0.5778767383943917
2025-01-30,0.58786768763019
2025-01-31,0.5931760511486797
2025-02-01,0.581636260783578
2025-02-02,0.5746529285166035
2025-02-03,0.5611702020688203
2025-02-04,0.5774705797855743
2025-02-05,0.559621754740327
2025-02-06,0.5541718818558979
2025-02-07,0.5547817945545378
2025-02-08,0.5510669131699718
2025-02-09,0.5527625850959186
2025-02-10,0.5493776423738911
2025-02-11,0.5560884300651565
2025-02-12,0.5481520988449372
2025-02-13,0.5584689722982668
2025-02-14,0.5508728992439513
2025-02-15,0.5543500291654416
2025-02-16,0.5558595515627393
2025-02-17,0.5517989005910766
2025-02-18,0.5484535225366907
2025-02-19,0.5455758119771753
2025-02-20,0.5510259704784402
2025-02-21,0.5582344771752785
2025-02-22,0.5469536104034978
2025-02-23,0.5507346588303191
2025-02-24,0.5473901690050853
2025-02-25,0.530140622443671
2025-02-26,0.511719900546386
2025-02-27,0.4871496755370405
2025-02-28,0.4873925667143494
2025-03-01,0.4850807404985593
2025-03-02,0.4963466733164334
2025-03-03,0.5395278308833344
2025-03-04,0.4971989554449003
2025-03-05,0.5042860141870394
2025-03-06,0.5191195579747772
2025-03-07,0.5180267566154158
2025-03-08,0.4978920172700931
2025-03-09,0.495860534052608
2025-03-10,0.459363027480194
2025-03-11,0.4541281397030287
2025-03-12,0.4766076577465837
2025-03-13,0.479907358789744
2025-03-14,0.4650276082172043
2025-03-15,0.4842738356153049
2025-03-16,0.4840436123012365
2025-03-17,0.4701123104696471
2025-03-18,0.4817859295797449
2025-03-19,0.471607303136658
2025-03-20,0.494038869126953
2025-03-21,0.478940946640577
2025-03-22,0.4814376284444851
2025-03-23,0.4806036484508119
2025-03-24,0.4892363701276587
2025-03-25,0.501002395139366
2025-03-26,0.5007889618624852
2025-03-27,0.4969894556092885
2025-03-28,0.4774965737099366
2025-03-29,0.4823648878130368
2025-03-30,0.4684289834711036
2025-03-31,0.4655864543899397
2025-04-01,0.4705625260722464
2025-04-02,0.4869374638711952
2025-04-03,0.4825510666589117
2025-04-04,0.4699911064117125
2025-04-05,0.4798158680475205
2025-04-06,0.4718767408708191
2025-04-07,0.44323009667186
2025-04-08,0.4479094424394677
2025-04-09,0.4313218869531857
2025-04-10,0.4741673956708339
2025-04-11,0.4499765590545933
2025-04-12,0.4756514735229601
2025-04-13,0.4862752280200933
2025-04-14,0.4748770610434433
2025-04-15,0.4811680038642187
2025-04-16,0.4769791601881441
2025-04-17,0.4822516440206814
2025-04-18,0.4851804821041323
2025-04-19,0.482483844036969
2025-04-20,0.4866532690129178
2025-04-21,0.4839907586969348
2025-04-22,0.4965986337867028
2025-04-23,0.5272091204330148
2025-04-24,0.5279506631877333
2025-04-25,0.5257814675166624
2025-04-26,0.5319342543691633
2025-04-27,0.5302736128506804
2025-04-28,0.5291602530823877
2025-04-29,0.5299575490379399
2025-04-30,0.5294874808621329
2025-05-01,0.528713530657216
2025-05-02,0.5378107216930624
2025-05-03,0.5384046354230114
2025-05-04,0.536182388379495
2025-05-05,0.5320157210657129
2025-05-06,0.5274870033257366
2025-05-07,0.526525444432853
2025-05-08,0.5368221540023792
2025-05-09,0.5606722022904579
2025-05-10,0.5622845328013514
2025-05-11,0.5647548160329414
2025-05-12,0.5666238073431009
2025-05-13,0.5571173168814818
2025-05-14,0.5617370518221684
2025-05-15,0.5608872440078868
2025-05-16,0.5587255758745822
2025-05-17,0.5600493021788525
2025-05-18,0.5582312804172817
2025-05-19,0.5609515311982636
2025-05-20,0.5654864011554128
2025-05-21,0.5692904883615423
2025-05-22,0.575109491051804
2025-05-23,0.5839106879787644
2025-05-24,0.5739490892047764
2025-05-25,0.5754764147023266
2025-05-26,0.5686334986079034
2025-05-27,0.5750215392802196
2025-05-28,0.572671467588371
2025-05-29,0.5663668954953844
2025-05-30,0.5616944717448922
2025-05-31,0.5544924045315424
2025-06-01,0.5552576333093058
2025-06-02,0.5568658498780562
2025-06-03,0.5534293313275969
2025-06-04,0.5542193182219081
2025-06-05,0.5521278101682954
2025-06-06,0.5362850831782782
2025-06-07,0.5493407668252515
2025-06-08,0.5550869566069295
2025-06-09,0.5567748700234794
2025-06-10,0.5712869793681714
2025-06-11,0.5699857226890049
2025-06-12,0.564077052032532
2025-06-13,0.5447027072771427
2025-06-14,0.5518205554870164
2025-06-15,0.5503723885031698
2025-06-16,0.5468963786021034
2025-06-17,0.5628200172043459
2025-06-18,0.5452944824514699
2025-06-19,0.54737687612601
2025-06-20,0.5270653738595299
2025-06-21,0.5404150073545139
2025-06-22,0.5310243876221437
2025-06-23,0.5215662978642215
2025-06-24,0.5400293060733022
2025-06-25,0.5489158544089812
2025-06-26,0.5542801682856069
2025-06-27,0.5513500994707468
2025-06-28,0.5516441108768495
2025-06-29,0.5524069296965733
2025-06-30,0.5522286885727731
2025-07-01,0.5502616265251037
2025-07-02,0.5439829062967969
2025-07-03,0.558571592865547
2025-07-04,0.5555393166255743
2025-07-05,0.5476841713191606
2025-07-06,0.5483519549368554
2025-07-07,0.5522361811468638
2025-07-08,0.5472080700394677
2025-07-09,0.549286424460225
2025-07-10,0.5565964452398979
2025-07-11,0.575557003106196
2025-07-12,0.5794911179614648
2025-07-13,0.5787352889114943
2025-07-14,0.5806278388218332
2025-07-15,0.5853126172121983
2025-07-16,0.5731420003094471
2025-07-17,0.5787282355822981
2025-07-18,0.5806781243221293
2025-07-19,0.5709317140651975
2025-07-20,0.5708653384449924
2025-07-21,0.5704098821131273
2025-07-22,0.5676031325433607
2025-07-23,0.5747373675438803
2025-07-24,0.5689039118695342
2025-07-25,0.569806457175801
2025-07-26,0.5645685443445863
2025-07-27,0.5675465962840507
2025-07-28,0.571985975893386
2025-07-29,0.5666310363262577
2025-07-30,0.5641779514208256
2025-07-31,0.5444916976330354
2025-08-01,0.558579577532203
2025-08-02,0.5492866553129186
2025-08-03,0.5450458753302376
2025-08-04,0.5510227421388106
2025-08-05,0.5532385363688249
2025-08-06,0.546513547661501
2025-08-07,0.5520630661216643
2025-08-08,0.5592852610640862
2025-08-09,0.5583992888108511
2025-08-10,0.5566488388654166
2025-08-11,0.5645571116590906
2025-08-12,0.5640376131279188
2025-08-13,0.5678391977527361
2025-08-14,0.5763172612396498
2025-08-15,0.5588147847326325
2025-08-16,0.5556711744854174
2025-08-17,0.5559922485356789
2025-08-18,0.557122084936954
2025-08-19,0.5525493666078506
2025-08-20,0.5394877648284652
2025-08-21,0.5433541887481975
2025-08-22,0.5351293999153451
2025-08-23,0.5385737675221755
2025-08-24,0.5241010159083945
2025-08-25,0.5316017372632051
2025-08-26,0.5286776080364682
2025-08-27,0.5333169887500059
2025-08-28,0.5141534419276245
2025-08-29,0.5152528820313385
2025-08-30,0.5152528820313385
2025-08-31,0.5132478228373896
2025-09-01,0.5160479405402433
2025-09-02,0.5251859799312366
2025-09-03,0.5276951599238994
2025-09-04,0.5235717132188104
2025-09-05,0.5217319795145169
2025-09-06,0.5195687287247126
2025-09-07,0.523986538049509
2025-09-08,0.5270914983129281
2025-09-09,0.5242046772215156
2025-09-10,0.5340451471581086
2025-09-11,0.5397225493627164
2025-09-12,0.5421051204049371
2025-09-13,0.5411045760733221
2025-09-14,0.5405384804236145
2025-09-15,0.5383478418977624
2025-09-16,0.5433743636609157
2025-09-17,0.5428661192710645
2025-09-18,0.5393896409513396
2025-09-19,0.536792717219112
2025-09-20,0.5371524710221932
2025-09-21,0.5352368900229524
2025-09-22,0.5245895088673247
2025-09-23,0.5212604243944369
2025-09-24,0.5261368921575825
2025-09-25,0.5077037532951038
2025-09-26,0.5097287773248037
2025-09-27,0.5096198014326067
2025-09-28,0.520413013121302
2025-09-29,0.5290926227369877
2025-09-30,0.526867771752612
2025-10-01,0.5429372234132741
2025-10-02,0.5384239260732364
2025-10-03,0.5559546048698187
2025-10-04,0.5559546048698187
2025-10-05,0.5591862223945411
2025-10-06,0.5630947046036405
2025-10-07,0.5624780421623391
2025-10-08,0.555676655438747
2025-10-09,0.5483642201079383
2025-10-10,0.5171460799937585
2025-10-11,0.5049117838858315
2025-10-12,0.522850592461107
2025-10-13,0.5239243573780449
2025-10-14,0.5141902813703656
2025-10-15,0.5117896788383114
2025-10-16,0.4892601731747635
2025-10-17,0.4903384771321815
2025-10-18,0.48412417848813
2025-10-19,0.4914818530252443
2025-10-20,0.5001995508100175
2025-10-21,0.4908455186172325
2025-10-22,0.4851517904809669
2025-10-23,0.4959249103139949
2025-10-24,0.5000734004093762
2025-10-25,0.5025333292234222
2025-10-26,0.5149032134509169
2025-10-27,0.512323984662402
2025-10-28,0.5114126880827267
2025-10-29,0.5056908218535646
2025-10-30,0.4825614151978847
2025-10-31,0.4898091281048259
2025-11-01,0.4913226740872193
2025-11-02,0.4929911643046323
2025-11-03,0.4744554959650579
2025-11-04,0.4478328915586831
2025-11-05,0.4614714462951402
2025-11-06,0.44731481188027
2025-11-07,0.4447906790357609
2025-11-08,0.4572595739983974
2025-11-09,0.4636746156457363
2025-11-10,0.4703287151804258
2025-11-11,0.4541554148620508
2025-11-12,0.4470460877844042
2025-11-13,0.4469749820914612
2025-11-14,0.4059565748467298
2025-11-15,0.4123682192249507
2025-11-16,0.4039774802288287
2025-11-17,0.3892516489100726
2025-11-18,0.3953576645700358
2025-11-19,0.3858279558637027
2025-11-20,0.3891969441260159
2025-11-21,0.3402060443361894
2025-11-22,0.3434039663114299
2025-11-23,0.3507794336637259
2025-11-24,0.361845125195735
2025-11-25,0.3550400265045113
2025-11-26,0.3757698549610186
2025-11-27,0.3818989532087898
2025-11-28,0.3902223627393925
2025-11-29,0.3787007136648471
2025-11-30,0.3772022420755749
2025-12-01,0.3480511115097265
2025-12-02,0.384084354666242
2025-12-03,0.3975192928308203
2025-12-04,0.3883263445404516
2025-12-05,0.3971964853889987
2025-12-06,0.3763345046115801
2025-12-07,0.3744107526461349
2025-12-08,0.3794531347731206
2025-12-09,0.3879945224497468
2025-12-10,0.3994604050647997
2025-12-11,0.3982946628322839
2025-12-12,0.3757342006693701
2025-12-13,0.3834933269261636
2025-12-14,0.3820567971206813
2025-12-15,0.3715560844160129
2025-12-16,0.3582265954611719
2025-12-17,0.3464631656898372
2025-12-18,0.33855095472766
2025-12-19,0.333264301852279
2025-12-20,0.3678008031848183
2025-12-21,0.3639859109767574
2025-12-22,0.3610236503085873
2025-12-23,0.3551927580115461
2025-12-24,0.3595534808656093
2025-12-25,0.3664071450159087
2025-12-26,0.362507601452719
2025-12-27,0.3581550029226709
2025-12-28,0.3756551809226847
2025-12-29,0.3650325156256184
2025-12-30,0.3607924047608453
2025-12-31,0.3691367620830441
2026-01-01,0.3638820271525862
2026-01-02,0.375821194939762
2026-01-03,0.3845960427965864
2026-01-04,0.3855096528300569
2026-01-05,0.3882838301978216
2026-01-06,0.4065565530728003
2026-01-07,0.4015470907571111
2026-01-08,0.3865449322667277
2026-01-09,0.3964833561450731
2026-01-10,0.3836185563031488
2026-01-11,0.3823672058145483
2026-01-12,0.3829324298141434
2026-01-13,0.3883517274305965
2026-01-14,0.4208915583040976
2026-01-15,0.3858155926927643
2026-01-16,0.4151759280590663
2026-01-17,0.4120864726469697
2026-01-18,0.4110974636344738
2026-01-19,0.416416539589968
2026-01-20,0.3957107861861688
2026-01-21,0.3670455513550061
2026-01-22,0.353689299261671
2026-01-23,0.3758761562029621
2026-01-24,0.377158734488486
2026-01-25,0.3768160622734978
2026-01-26,0.3547995358771635
2026-01-27,0.3671011868961467
2026-01-28,0.375987979936499
2026-01-29,0.3763897536316069
2026-01-30,0.3411769017045363
2026-01-31,0.3391872385344679
2026-02-01,0.2884326545170522
2026-02-02,0.2815516488074575
2026-02-03,0.2949624363645605
2026-02-04,0.2669554178257804
2026-02-05,0.242171611972931
2026-02-06,0.1402689351608744
2026-02-07,0.2304084139310814
2026-02-08,0.2070137879688691
2026-02-09,0.2274416153655528
2026-02-10,0.2202135162872256
2026-02-11,0.202855579935525
2026-02-12,0.1864810498667925
2026-02-13,0.1735068933679915
2026-02-14,0.2105184651432784
2026-02-15,0.2176869685619129
2026-02-16,0.2070672777240897
2026-02-17,0.2038220129273253
2026-02-18,0.1920896114844414
2026-02-19,0.1850657099478281
2026-02-20,0.1843552574803055
2026-02-21,0.1985647455166093
2026-02-22,0.1981164540705711
2026-02-23,0.1944333587492967
2026-02-24,0.1587121623889366
2026-02-25,0.1506619798779625
2026-02-26,0.2056432641048916
2026-02-27,0.1935092110006977
2026-02-28,0.1703184838206154
2026-03-01,0.1900632617792647
2026-03-02,0.1680884983932473
2026-03-03,0.2176430238296011
2026-03-04,0.2037210348611674
2026-03-05,0.2531514866247261
2026-03-06,0.2382110560109108
2026-03-07,0.1993506206406488
2026-03-08,0.1919734902004598
