date,asopr
2025-11-26,1.03
2025-11-27,0.997
2025-11-28,0.9932
2025-11-29,0.9983
2025-11-30,0.9958
2025-12-01,0.9821
2025-12-02,0.9874
2025-12-03,1.0093
2025-12-04,1.0017
2025-12-05,0.9757
2025-12-06,0.9998
2025-12-07,0.9965
2025-12-08,0.9975
2025-12-09,1.0005
2025-12-10,1.0245
2025-12-11,0.9967
2025-12-12,0.9875
2025-12-13,1.0016
2025-12-14,0.9961
2025-12-15,0.9694
2025-12-16,0.9863
2025-12-17,0.9906
2025-12-18,0.9968
2025-12-19,0.9987
2025-12-20,0.9852
2025-12-21,1.0037
2025-12-22,1.0028
2025-12-23,0.9969
2025-12-24,0.9875
2025-12-25,1.004
2025-12-26,0.9775
2025-12-27,0.9991
2025-12-28,0.9892
2025-12-29,0.9975
2025-12-30,0.9895
2025-12-31,0.9873
2026-01-01,0.9981
2026-01-02,1.0002
2026-01-03,1.0011
2026-01-04,1.0037
2026-01-05,1.0144
2026-01-06,1.0082
2026-01-07,1.0064
2026-01-08,0.9932
2026-01-09,0.9927
2026-01-10,1.0027
2026-01-11,0.9927
2026-01-12,0.999
2026-01-13,1.0194
2026-01-14,1.0193
2026-01-15,1.0108
2026-01-16,1.0064
2026-01-17,1.0104
2026-01-18,1.0001
2026-01-19,0.997
2026-01-20,0.988
2026-01-21,0.9875
2026-01-22,0.995
2026-01-23,0.9246
2026-01-24,0.9972
2026-01-25,0.9922
2026-01-26,0.9953
2026-01-27,1.0014
2026-01-28,0.9987
2026-01-29,0.9819
2026-01-30,0.9775
2026-01-31,0.9751
2026-02-01,0.9854
2026-02-02,0.9799
2026-02-03,0.9627
2026-02-04,0.9619
2026-02-05,0.9286
2026-02-06,0.9714
2026-02-07,0.9838
2026-02-08,1.0043
2026-02-09,0.9746
2026-02-10,0.9705
2026-02-11,0.9674
2026-02-12,0.9635
2026-02-13,0.9741
2026-02-14,1.0039
2026-02-15,0.9966
2026-02-16,0.9966
2026-02-17,0.9966
2026-02-18,0.991
2026-02-19,0.9856
2026-02-20,0.9724
2026-02-21,1.0015
2026-02-22,0.995
2026-02-23,0.963
2026-02-24,0.9599
2026-02-25,0.9945
2026-02-26,0.9963
2026-02-27,0.9773
2026-02-28,0.9893
2026-03-01,0.9924
2026-03-02,0.9951
2026-03-03,0.9931
2026-03-04,1.0037
2026-03-05,0.9956
2026-03-06,0.9698
2026-03-07,0.9881
2026-03-08,0.9942
2026-03-09,0.9929
2026-03-10,1.0
2026-03-11,0.9715
2026-03-12,0.9891
2026-03-13,1.004
2026-03-14,0.9807
2026-03-15,1.0059
2026-03-16,1.0091
2026-03-17,0.9991
2026-03-18,0.9838
2026-03-19,0.9811
2026-03-20,0.9899
2026-03-21,0.9997
2026-03-22,1.023
2026-03-23,0.9987
2026-03-24,0.9735
2026-03-25,0.9928
2026-03-26,0.9917
2026-03-27,0.9676
2026-03-28,0.9941
2026-03-29,0.9932
2026-03-30,0.982
2026-03-31,0.9976
2026-04-01,0.9996
2026-04-02,0.9807
2026-04-03,0.991
2026-04-04,0.9977
2026-04-05,1.0146
2026-04-06,1.0028
2026-04-07,0.9965
2026-04-08,1.0092
2026-04-09,0.9999
2026-04-10,1.0065
2026-04-11,1.0098
2026-04-12,0.9947
2026-04-13,1.0067
2026-04-14,1.0037
