date,reserveRisk
2011-06-08,0.0619526156
2011-06-09,0.0492061543
2011-06-10,0.0292943536
2011-06-11,0.0360862241
2011-06-12,0.0360583133
2011-06-13,0.0343217621
2011-06-14,0.0335158968
2011-06-15,0.0299557263
2011-06-16,0.0251469894
2011-06-17,0.0267567011
2011-06-18,0.0270057682
2011-06-19,0.0262956344
2011-06-20,0.0256218905
2011-06-21,0.0249818094
2011-06-22,0.0243729295
2011-06-23,0.0237930238
2011-06-24,0.0232400722
2011-06-25,0.0212522733
2011-06-26,0.0212955311
2011-06-27,0.0211073913
2011-06-28,0.020539763
2011-06-29,0.0193532963
2011-06-30,0.0180992288
2011-07-01,0.0177321727
2011-07-02,0.017512262
2011-07-03,0.0154462115
2011-07-04,0.0142477078
2011-07-05,0.0159142298
2011-07-06,0.0157592666
2011-07-07,0.0149984792
2011-07-08,0.0148582883
2011-07-09,0.0148814674
2011-07-10,0.0143568032
2011-07-11,0.0138707507
2011-07-12,0.0136328594
2011-07-13,0.0134779972
2011-07-14,0.0131206415
2011-07-15,0.0128581477
2011-07-16,0.0122833508
2011-07-17,0.0124686682
2011-07-18,0.0124846426
2011-07-19,0.0122073101
2011-07-20,0.0119991184
2011-07-21,0.0119343177
2011-07-22,0.0117765554
2011-07-23,0.0119001038
2011-07-24,0.0117933846
2011-07-25,0.0115327412
2011-07-26,0.0114012535
2011-07-27,0.0109594606
2011-07-28,0.0108565505
2011-07-29,0.0107635439
2011-07-30,0.0105166284
2011-07-31,0.0101375025
2011-08-01,0.0094172998
2011-08-02,0.0071141947
2011-08-03,0.0081800989
2011-08-04,0.0073359772
2011-08-05,0.0052201305
2011-08-06,0.0063347742
2011-08-07,0.0057647564
2011-08-08,0.0072091689
2011-08-09,0.0073388198
2011-08-10,0.0068461856
2011-08-11,0.0068067881
2011-08-12,0.0071514389
2011-08-13,0.0076714001
2011-08-14,0.0078365933
2011-08-15,0.0076786026
2011-08-16,0.0075994481
2011-08-17,0.0074738313
2011-08-18,0.0079672843
2011-08-19,0.0077631757
2011-08-20,0.0076299956
2011-08-21,0.0072874332
2011-08-22,0.0072347107
2011-08-23,0.0071500927
2011-08-24,0.0062426053
2011-08-25,0.0052862921
2011-08-26,0.0055608002
2011-08-27,0.0058049461
2011-08-28,0.0057269595
2011-08-29,0.0055995525
2011-08-30,0.0051848199
2011-08-31,0.0051768495
2011-09-01,0.0053929266
2011-09-02,0.0052587688
2011-09-03,0.0050772736
2011-09-04,0.0046837253
2011-09-05,0.0042037693
2011-09-06,0.00437479
2011-09-07,0.004064917
2011-09-08,0.0030273248
2011-09-09,0.0028674095
2011-09-10,0.0035264119
2011-09-11,0.0036576577
2011-09-12,0.003471391
2011-09-13,0.0033404915
2011-09-14,0.0028966198
2011-09-15,0.0028645988
2011-09-16,0.0028269304
2011-09-17,0.0030894041
2011-09-18,0.0032439294
2011-09-19,0.0036011453
2011-09-20,0.0032683744
2011-09-21,0.003188141
2011-09-22,0.0032242538
2011-09-23,0.0031562701
2011-09-24,0.0030774018
2011-09-25,0.0027986897
2011-09-26,0.0028137375
2011-09-27,0.0027203575
2011-09-28,0.0027243453
2011-09-29,0.002920969
2011-09-30,0.0028503105
2011-10-01,0.0028309403
2011-10-02,0.0028285674
2011-10-03,0.0027869709
2011-10-04,0.0027401098
2011-10-05,0.0026434475
2011-10-06,0.002386249
2011-10-07,0.0022140755
2011-10-08,0.0022811789
2011-10-09,0.0022538862
2011-10-10,0.0022157389
2011-10-11,0.0022988506
2011-10-12,0.0022222344
2011-10-13,0.0021899252
2011-10-14,0.0021031646
2011-10-15,0.0019732922
2011-10-16,0.0014082893
2011-10-17,0.0013192109
2011-10-18,0.0012087224
2011-10-19,0.0012832992
2011-10-20,0.0013955408
2011-10-21,0.0017129785
2011-10-22,0.0017046469
2011-10-23,0.0013618603
2011-10-24,0.0015108919
2011-10-25,0.0014978529
2011-10-26,0.0016406317
2011-10-27,0.0017076393
2011-10-28,0.0019133986
2011-10-29,0.0017442016
2011-10-30,0.0017464963
2011-10-31,0.001690225
2011-11-01,0.0017351963
2011-11-02,0.0016844499
2011-11-03,0.0016551373
2011-11-04,0.0015783731
2011-11-05,0.0015653259
2011-11-06,0.001594509
2011-11-07,0.0016130223
2011-11-08,0.0015368583
2011-11-09,0.0015030165
2011-11-10,0.0016107791
2011-11-11,0.0015872683
2011-11-12,0.0015638648
2011-11-13,0.0011597837
2011-11-14,0.001210559
2011-11-15,0.0013288032
2011-11-16,0.0011866965
2011-11-17,0.00109701
2011-11-18,0.0011424951
2011-11-19,0.0011411913
2011-11-20,0.0011812921
2011-11-21,0.0012005734
2011-11-22,0.0012042962
2011-11-23,0.0012595629
2011-11-24,0.0012888724
2011-11-25,0.0012717864
2011-11-26,0.0012753069
2011-11-27,0.0013044572
2011-11-28,0.0014154354
2011-11-29,0.0015208152
2011-11-30,0.0015746582
2011-12-01,0.0015823754
2011-12-02,0.0014272025
2011-12-03,0.0014353336
2011-12-04,0.001458652
2011-12-05,0.0015376028
2011-12-06,0.0015150056
2011-12-07,0.0015127139
2011-12-08,0.0014952969
2011-12-09,0.0015484639
2011-12-10,0.0016365706
2011-12-11,0.0016037807
2011-12-12,0.0016262693
2011-12-13,0.0015836027
2011-12-14,0.0016010807
2011-12-15,0.0016035087
2011-12-16,0.0015909828
2011-12-17,0.0015884556
2011-12-18,0.0017546737
2011-12-19,0.0019595976
2011-12-20,0.0019261144
2011-12-21,0.0019273441
2011-12-22,0.0019433278
2011-12-23,0.0019395586
2011-12-24,0.002077991
2011-12-25,0.0019611496
2011-12-26,0.0020061457
2011-12-27,0.0020557343
2011-12-28,0.0020320647
2011-12-29,0.0020958855
2011-12-30,0.0021302407
2011-12-31,0.0022175096
2012-01-01,0.0024150156
2012-01-02,0.0025629908
2012-01-03,0.0023694746
2012-01-04,0.0027416301
2012-01-05,0.0031772575
2012-01-06,0.0032384037
2012-01-07,0.0032752646
2012-01-08,0.0032645723
2012-01-09,0.0029436184
2012-01-10,0.0033568722
2012-01-11,0.0032569016
2012-01-12,0.0031764865
2012-01-13,0.0030735844
2012-01-14,0.0033186662
2012-01-15,0.002869467
2012-01-16,0.0029992894
2012-01-17,0.0027563421
2012-01-18,0.0025336326
2012-01-19,0.0031570423
2012-01-20,0.0028742318
2012-01-21,0.0030882166
2012-01-22,0.0029476052
2012-01-23,0.0029479586
2012-01-24,0.0028224134
2012-01-25,0.0028189531
2012-01-26,0.0017055426
2012-01-27,0.0021988947
2012-01-28,0.0026308384
2012-01-29,0.002361717
2012-01-30,0.0025335248
2012-01-31,0.0024475137
2012-02-01,0.0026488719
2012-02-02,0.0027738211
2012-02-03,0.0027924608
2012-02-04,0.0026009799
2012-02-05,0.002450219
2012-02-06,0.0024006879
2012-02-07,0.0025208986
2012-02-08,0.0023975816
2012-02-09,0.0025474396
2012-02-10,0.0024676846
2012-02-11,0.0024917123
2012-02-12,0.0023782696
2012-02-13,0.0022313574
2012-02-14,0.0020982135
2012-02-15,0.0019232249
2012-02-16,0.0019961612
2012-02-17,0.0019879362
2012-02-18,0.0018610185
2012-02-19,0.0020014672
2012-02-20,0.0019129927
2012-02-21,0.0018840427
2012-02-22,0.0019352064
2012-02-23,0.00219599
2012-02-24,0.002145103
2012-02-25,0.0020025556
2012-02-26,0.0020778287
2012-02-27,0.0021234788
2012-02-28,0.0020691263
2012-02-29,0.0020731459
2012-03-01,0.0020647194
2012-03-02,0.001990268
2012-03-03,0.0019739505
2012-03-04,0.0019782883
2012-03-05,0.0020564791
2012-03-06,0.0020727388
2012-03-07,0.0020153115
2012-03-08,0.0020316562
2012-03-09,0.0019949657
2012-03-10,0.0020113106
2012-03-11,0.0019707756
2012-03-12,0.0020235609
2012-03-13,0.0021567771
2012-03-14,0.0021279603
2012-03-15,0.0021355038
2012-03-16,0.0021630489
2012-03-17,0.0021703896
2012-03-18,0.0020977789
2012-03-19,0.00192592
2012-03-20,0.0019540597
2012-03-21,0.0019343592
2012-03-22,0.0018790794
2012-03-23,0.0018715973
2012-03-24,0.0018246442
2012-03-25,0.0018173773
2012-03-26,0.0017904609
2012-03-27,0.0018579897
2012-03-28,0.0019368957
2012-03-29,0.0018783577
2012-03-30,0.0019256209
2012-03-31,0.0019102234
2012-04-01,0.0018715566
2012-04-02,0.0019612803
2012-04-03,0.0019070479
2012-04-04,0.0019343709
2012-04-05,0.0018842957
2012-04-06,0.0019038792
2012-04-07,0.0018117688
2012-04-08,0.0018084922
2012-04-09,0.001824397
2012-04-10,0.0018631683
2012-04-11,0.0018635228
2012-04-12,0.0018638688
2012-04-13,0.001887037
2012-04-14,0.0018872806
2012-04-15,0.0018723534
2012-04-16,0.0018915559
2012-04-17,0.001891761
2012-04-18,0.0019522621
2012-04-19,0.0019409353
2012-04-20,0.0020422824
2012-04-21,0.0019669448
2012-04-22,0.0019593445
2012-04-23,0.0019181944
2012-04-24,0.001914522
2012-04-25,0.0018848386
2012-04-26,0.0018812927
2012-04-27,0.0018814641
2012-04-28,0.0018261694
2012-04-29,0.0018191499
2012-04-30,0.0018232146
2012-05-01,0.001845637
2012-05-02,0.001856918
2012-05-03,0.0018717932
2012-05-04,0.0018646396
2012-05-05,0.0018502199
2012-05-06,0.0018431599
2012-05-07,0.0018434053
2012-05-08,0.0018254944
2012-05-09,0.001822168
2012-05-10,0.0018007703
2012-05-11,0.0017903128
2012-05-12,0.0017871133
2012-05-13,0.0017767302
2012-05-14,0.0017807613
2012-05-15,0.0017955191
2012-05-16,0.0017994573
2012-05-17,0.0017997968
2012-05-18,0.0018143894
2012-05-19,0.0017933095
2012-05-20,0.0017829943
2012-05-21,0.0017940055
2012-05-22,0.0017801734
2012-05-23,0.001798211
2012-05-24,0.0017985103
2012-05-25,0.0017917607
2012-05-26,0.0017885561
2012-05-27,0.0017853628
2012-05-28,0.001778679
2012-05-29,0.0017755209
2012-05-30,0.0017968007
2012-05-31,0.0018040275
2012-06-01,0.0018112093
2012-06-02,0.0018044642
2012-06-03,0.0017977497
2012-06-04,0.0018118139
2012-06-05,0.0018568593
2012-06-06,0.0018671977
2012-06-07,0.0018877869
2012-06-08,0.001925411
2012-06-09,0.0019011603
2012-06-10,0.0018770402
2012-06-11,0.0019042344
2012-06-12,0.0019687256
2012-06-13,0.0019954439
2012-06-14,0.0020050364
2012-06-15,0.0021736182
2012-06-16,0.0021689038
2012-06-17,0.0020698691
2012-06-18,0.0020689562
2012-06-19,0.002151926
2012-06-20,0.0022343445
2012-06-21,0.0022226834
2012-06-22,0.0022044235
2012-06-23,0.0021164339
2012-06-24,0.002111964
2012-06-25,0.0020777048
2012-06-26,0.0021229735
2012-06-27,0.0021448589
2012-06-28,0.0021435591
2012-06-29,0.0021685264
2012-06-30,0.0021671105
2012-07-01,0.0021460774
2012-07-02,0.0021610559
2012-07-03,0.0021043084
2012-07-04,0.0021323766
2012-07-05,0.0021408059
2012-07-06,0.0021362326
2012-07-07,0.0021897763
2012-07-08,0.0021849917
2012-07-09,0.0022380658
2012-07-10,0.0022811538
2012-07-11,0.002288755
2012-07-12,0.0024302891
2012-07-13,0.0024148502
2012-07-14,0.0024026834
2012-07-15,0.0024032585
2012-07-16,0.0026344037
2012-07-17,0.0026841738
2012-07-18,0.0028528514
2012-07-19,0.0027915068
2012-07-20,0.0026681866
2012-07-21,0.0027296122
2012-07-22,0.0026258819
2012-07-23,0.0026685803
2012-07-24,0.0026676581
2012-07-25,0.0026698062
2012-07-26,0.0026995793
2012-07-27,0.0027137668
2012-07-28,0.0026941951
2012-07-29,0.0026595176
2012-07-30,0.0027436766
2012-07-31,0.0028331798
2012-08-01,0.0028644697
2012-08-02,0.0031545741
2012-08-03,0.0032497357
2012-08-04,0.0032810999
2012-08-05,0.0032047542
2012-08-06,0.0032331668
2012-08-07,0.0031931119
2012-08-08,0.0032597518
2012-08-09,0.0032521046
2012-08-10,0.0033325287
2012-08-11,0.0033448545
2012-08-12,0.0033337037
2012-08-13,0.003467851
2012-08-14,0.0035224253
2012-08-15,0.0038012144
2012-08-16,0.0038672011
2012-08-17,0.003589159
2012-08-18,0.0033938367
2012-08-19,0.0022697943
2012-08-20,0.0028469589
2012-08-21,0.0028360459
2012-08-22,0.0028195569
2012-08-23,0.0028313338
2012-08-24,0.002885089
2012-08-25,0.0029663348
2012-08-26,0.0028850217
2012-08-27,0.003040845
2012-08-28,0.0030593543
2012-08-29,0.002989205
2012-08-30,0.0029444616
2012-08-31,0.0028121175
2012-09-01,0.0027685904
2012-09-02,0.0027882875
2012-09-03,0.0028323345
2012-09-04,0.002829772
2012-09-05,0.0029627294
2012-09-06,0.0029891032
2012-09-07,0.0029801951
2012-09-08,0.0029552244
2012-09-09,0.002914379
2012-09-10,0.0029326142
2012-09-11,0.0029480014
2012-09-12,0.0029738451
2012-09-13,0.0029465011
2012-09-14,0.0030697738
2012-09-15,0.0030682697
2012-09-16,0.0030903486
2012-09-17,0.0031069662
2012-09-18,0.0031103711
2012-09-19,0.0032435728
2012-09-20,0.0031916689
2012-09-21,0.0031428061
2012-09-22,0.0031252419
2012-09-23,0.0030847284
2012-09-24,0.003052229
2012-09-25,0.0030047001
2012-09-26,0.003110071
2012-09-27,0.0031029619
2012-09-28,0.0031110424
2012-09-29,0.0030812516
2012-09-30,0.0030742968
2012-10-01,0.003062372
2012-10-02,0.0031577946
2012-10-03,0.0032174711
2012-10-04,0.0031352795
2012-10-05,0.0031007714
2012-10-06,0.0030616254
2012-10-07,0.0028827888
2012-10-08,0.0028549036
2012-10-09,0.0029029603
2012-10-10,0.0029554436
2012-10-11,0.0028981695
2012-10-12,0.0028897944
2012-10-13,0.0028573227
2012-10-14,0.0028636276
2012-10-15,0.0028074332
2012-10-16,0.0028306983
2012-10-17,0.0028441942
2012-10-18,0.002817083
2012-10-19,0.0027735586
2012-10-20,0.0027540492
2012-10-21,0.0027346793
2012-10-22,0.0027154471
2012-10-23,0.0026799108
2012-10-24,0.0026750904
2012-10-25,0.0024506473
2012-10-26,0.0023094148
2012-10-27,0.0024134369
2012-10-28,0.0024818802
2012-10-29,0.0025058237
2012-10-30,0.0024995603
2012-10-31,0.0025370809
2012-11-01,0.0024985032
2012-11-02,0.0024510311
2012-11-03,0.0024450382
2012-11-04,0.0024322335
2012-11-05,0.002458179
2012-11-06,0.0024294592
2012-11-07,0.0024167799
2012-11-08,0.0024425691
2012-11-09,0.0024388702
2012-11-10,0.002437431
2012-11-11,0.0024225372
2012-11-12,0.00243681
2012-11-13,0.0024308863
2012-11-14,0.0024494713
2012-11-15,0.0024590255
2012-11-16,0.0025482062
2012-11-17,0.0025593964
2012-11-18,0.0025396461
2012-11-19,0.0025441986
2012-11-20,0.0025574661
2012-11-21,0.0025509421
2012-11-22,0.0025924177
2012-11-23,0.0026444241
2012-11-24,0.0026721458
2012-11-25,0.0026715124
2012-11-26,0.002638511
2012-11-27,0.0025906903
2012-11-28,0.0026290595
2012-11-29,0.0026499871
2012-11-30,0.0026600583
2012-12-01,0.0026338425
2012-12-02,0.0026524013
2012-12-03,0.0026538546
2012-12-04,0.0027228514
2012-12-05,0.0027723115
2012-12-06,0.0028318353
2012-12-07,0.002792434
2012-12-08,0.002784658
2012-12-09,0.0027748431
2012-12-10,0.0027339415
2012-12-11,0.0027803272
2012-12-12,0.0027932672
2012-12-13,0.0027916638
2012-12-14,0.0027818388
2012-12-15,0.002747501
2012-12-16,0.002723635
2012-12-17,0.002716237
2012-12-18,0.0026743468
2012-12-19,0.0026955766
2012-12-20,0.0026842891
2012-12-21,0.0026710578
2012-12-22,0.0026559033
2012-12-23,0.0026408504
2012-12-24,0.0026518872
2012-12-25,0.0026149645
2012-12-26,0.0026280318
2012-12-27,0.0026251104
2012-12-28,0.0026142806
2012-12-29,0.0026153566
2012-12-30,0.0026045983
2012-12-31,0.0026056837
2013-01-01,0.0025754173
2013-01-02,0.0025629429
2013-01-03,0.00257587
2013-01-04,0.002569252
2013-01-05,0.0025471643
2013-01-06,0.0025387597
2013-01-07,0.0025516122
2013-01-08,0.002604734
2013-01-09,0.0026286541
2013-01-10,0.002684883
2013-01-11,0.0026815087
2013-01-12,0.0026591179
2013-01-13,0.0025970369
2013-01-14,0.0026735837
2013-01-15,0.0026872157
2013-01-16,0.0027421251
2013-01-17,0.0028941381
2013-01-18,0.0029194615
2013-01-19,0.0028773856
2013-01-20,0.0029137714
2013-01-21,0.0030721909
2013-01-22,0.0032161672
2013-01-23,0.0032334834
2013-01-24,0.003158804
2013-01-25,0.003176311
2013-01-26,0.0031753759
2013-01-27,0.0031889663
2013-01-28,0.0033818182
2013-01-29,0.0035257072
2013-01-30,0.0035115212
2013-01-31,0.003651598
2013-02-01,0.003647241
2013-02-02,0.0035289999
2013-02-03,0.0036566682
2013-02-04,0.0035991823
2013-02-05,0.0036214794
2013-02-06,0.0036803143
2013-02-07,0.0038484938
2013-02-08,0.0039207262
2013-02-09,0.0040873262
2013-02-10,0.0041051899
2013-02-11,0.0041296368
2013-02-12,0.0043726321
2013-02-13,0.0042752728
2013-02-14,0.0046723166
2013-02-15,0.0045763838
2013-02-16,0.0046377965
2013-02-17,0.0045294904
2013-02-18,0.0044990841
2013-02-19,0.0048878814
2013-02-20,0.0049645613
2013-02-21,0.004933482
2013-02-22,0.0049810017
2013-02-23,0.0048184009
2013-02-24,0.0048324387
2013-02-25,0.0049136518
2013-02-26,0.0049327967
2013-02-27,0.0050215346
2013-02-28,0.0053271337
2013-03-01,0.0054798117
2013-03-02,0.0053936296
2013-03-03,0.0053802553
2013-03-04,0.0056872185
2013-03-05,0.0062990787
2013-03-06,0.0064992506
2013-03-07,0.0063602515
2013-03-08,0.0066333584
2013-03-09,0.006924624
2013-03-10,0.0068725491
2013-03-11,0.0071617502
2013-03-12,0.0066115995
2013-03-13,0.0068809388
2013-03-14,0.0068281375
2013-03-15,0.0067789608
2013-03-16,0.0067005376
2013-03-17,0.0067323849
2013-03-18,0.0071244825
2013-03-19,0.0083363853
2013-03-20,0.0089308437
2013-03-21,0.0099148815
2013-03-22,0.0095312647
2013-03-23,0.0087020824
2013-03-24,0.0094408095
2013-03-25,0.009851655
2013-03-26,0.0104714309
2013-03-27,0.0115936917
2013-03-28,0.0114050551
2013-03-29,0.0114681631
2013-03-30,0.011574683
2013-03-31,0.0119010928
2013-04-01,0.012710342
2013-04-02,0.0139524683
2013-04-03,0.0158644889
2013-04-04,0.0157569094
2013-04-05,0.0162811285
2013-04-06,0.0159313573
2013-04-07,0.0182986077
2013-04-08,0.02026853
2013-04-09,0.0244307116
2013-04-10,0.0165773678
2013-04-11,0.0083866545
2013-04-12,0.0107399422
2013-04-13,0.0099124998
2013-04-14,0.0090928885
2013-04-15,0.0073704959
2013-04-16,0.0067086539
2013-04-17,0.0088244264
2013-04-18,0.0103162518
2013-04-19,0.0112945507
2013-04-20,0.011954941
2013-04-21,0.0111383505
2013-04-22,0.0114464341
2013-04-23,0.0125374522
2013-04-24,0.0135412548
2013-04-25,0.0125740753
2013-04-26,0.0120909294
2013-04-27,0.0112151941
2013-04-28,0.0116397454
2013-04-29,0.0121579436
2013-04-30,0.0117520937
2013-05-01,0.009713536
2013-05-02,0.0086038658
2013-05-03,0.0080250702
2013-05-04,0.0090334068
2013-05-05,0.0093632929
2013-05-06,0.0089507185
2013-05-07,0.0087923273
2013-05-08,0.0088738424
2013-05-09,0.0086805246
2013-05-10,0.009057463
2013-05-11,0.0088010862
2013-05-12,0.008643486
2013-05-13,0.0086799631
2013-05-14,0.0079502303
2013-05-15,0.0080234185
2013-05-16,0.0082783452
2013-05-17,0.0085091377
2013-05-18,0.0084886011
2013-05-19,0.0083493766
2013-05-20,0.0083369577
2013-05-21,0.0082096931
2013-05-22,0.008227569
2013-05-23,0.0085271697
2013-05-24,0.0087799105
2013-05-25,0.0087256268
2013-05-26,0.008693366
2013-05-27,0.0083962526
2013-05-28,0.0083093377
2013-05-29,0.0085236134
2013-05-30,0.0081756964
2013-05-31,0.0082280651
2013-06-01,0.0082153312
2013-06-02,0.0077855148
2013-06-03,0.0077334707
2013-06-04,0.0075157693
2013-06-05,0.0074437373
2013-06-06,0.0073259443
2013-06-07,0.0067185253
2013-06-08,0.0066152965
2013-06-09,0.0060230803
2013-06-10,0.0062387162
2013-06-11,0.0063844594
2013-06-12,0.0062658441
2013-06-13,0.0059845234
2013-06-14,0.0057561404
2013-06-15,0.0057740121
2013-06-16,0.0057023967
2013-06-17,0.0057636871
2013-06-18,0.0059633059
2013-06-19,0.0059702509
2013-06-20,0.0057873628
2013-06-21,0.005681576
2013-06-22,0.0055768343
2013-06-23,0.0055685173
2013-06-24,0.0054861234
2013-06-25,0.005368897
2013-06-26,0.0053472814
2013-06-27,0.0052275967
2013-06-28,0.0048178076
2013-06-29,0.004775447
2013-06-30,0.0047905563
2013-07-01,0.0044480664
2013-07-02,0.0046521615
2013-07-03,0.0040829947
2013-07-04,0.0041538436
2013-07-05,0.0035178225
2013-07-06,0.0034638662
2013-07-07,0.0037442799
2013-07-08,0.0038345962
2013-07-09,0.0038718835
2013-07-10,0.0043990832
2013-07-11,0.0044618258
2013-07-12,0.004515528
2013-07-13,0.0046436011
2013-07-14,0.0045432754
2013-07-15,0.0047087246
2013-07-16,0.0045771796
2013-07-17,0.0045285802
2013-07-18,0.004212636
2013-07-19,0.0042583578
2013-07-20,0.0041708132
2013-07-21,0.0041992996
2013-07-22,0.0041715481
2013-07-23,0.0042155926
2013-07-24,0.0042667043
2013-07-25,0.004337683
2013-07-26,0.0043113174
2013-07-27,0.0042054147
2013-07-28,0.0043996772
2013-07-29,0.0044157114
2013-07-30,0.0045631195
2013-07-31,0.0045834337
2013-08-01,0.0045026305
2013-08-02,0.0044473171
2013-08-03,0.0044161203
2013-08-04,0.0044356511
2013-08-05,0.0044844837
2013-08-06,0.0044558353
2013-08-07,0.0044030658
2013-08-08,0.0042626617
2013-08-09,0.0041750702
2013-08-10,0.0041938808
2013-08-11,0.0042012661
2013-08-12,0.0042421338
2013-08-13,0.0043392687
2013-08-14,0.0043718665
2013-08-15,0.0043043351
2013-08-16,0.004293719
2013-08-17,0.0043381787
2013-08-18,0.0043017554
2013-08-19,0.0044349216
2013-08-20,0.0044897171
2013-08-21,0.0047431843
2013-08-22,0.0046412081
2013-08-23,0.0045687736
2013-08-24,0.0045958206
2013-08-25,0.0047493196
2013-08-26,0.0046699456
2013-08-27,0.0048897277
2013-08-28,0.0048745741
2013-08-29,0.0048787672
2013-08-30,0.0051092411
2013-08-31,0.0052380109
2013-09-01,0.0052916974
2013-09-02,0.0052217628
2013-09-03,0.0051774929
2013-09-04,0.0048734689
2013-09-05,0.0048620777
2013-09-06,0.0046368652
2013-09-07,0.0047152674
2013-09-08,0.0046089947
2013-09-09,0.0047037898
2013-09-10,0.0047307757
2013-09-11,0.0049043342
2013-09-12,0.0048784889
2013-09-13,0.0048783768
2013-09-14,0.004716956
2013-09-15,0.004737751
2013-09-16,0.0047532724
2013-09-17,0.0047576475
2013-09-18,0.0047421743
2013-09-19,0.0046100199
2013-09-20,0.0045428685
2013-09-21,0.0045417395
2013-09-22,0.0045120885
2013-09-23,0.0044733053
2013-09-24,0.0044967561
2013-09-25,0.0044802239
2013-09-26,0.0044849568
2013-09-27,0.0045408814
2013-09-28,0.0045207099
2013-09-29,0.0045081387
2013-09-30,0.0044611717
2013-10-01,0.0044865355
2013-10-02,0.0036398839
2013-10-03,0.0041045464
2013-10-04,0.0042383456
2013-10-05,0.0041949532
2013-10-06,0.0042217041
2013-10-07,0.0042384733
2013-10-08,0.004251211
2013-10-09,0.0042840397
2013-10-10,0.004277573
2013-10-11,0.004296305
2013-10-12,0.0042859533
2013-10-13,0.0044255053
2013-10-14,0.0045084261
2013-10-15,0.0047052446
2013-10-16,0.0045374406
2013-10-17,0.0047228362
2013-10-18,0.0049942182
2013-10-19,0.005391925
2013-10-20,0.0053835783
2013-10-21,0.0057842318
2013-10-22,0.0060592513
2013-10-23,0.0064620458
2013-10-24,0.0061592753
2013-10-25,0.0058570693
2013-10-26,0.0056227774
2013-10-27,0.0060017251
2013-10-28,0.0060360215
2013-10-29,0.0062635438
2013-10-30,0.0060102263
2013-10-31,0.0061224774
2013-11-01,0.0060998549
2013-11-02,0.0061189743
2013-11-03,0.0062324952
2013-11-04,0.0067645624
2013-11-05,0.0070862929
2013-11-06,0.0076216236
2013-11-07,0.0083820621
2013-11-08,0.0095283251
2013-11-09,0.0094104003
2013-11-10,0.0090452425
2013-11-11,0.0095306936
2013-11-12,0.0097478871
2013-11-13,0.0106522058
2013-11-14,0.0111259413
2013-11-15,0.0110074593
2013-11-16,0.0114315019
2013-11-17,0.0124279232
2013-11-18,0.0164594393
2013-11-19,0.0137900435
2013-11-20,0.0148509242
2013-11-21,0.0175394709
2013-11-22,0.0189967517
2013-11-23,0.0193784554
2013-11-24,0.0185699255
2013-11-25,0.0184642819
2013-11-26,0.0201706384
2013-11-27,0.0208726787
2013-11-28,0.0214765118
2013-11-29,0.0234652628
2013-11-30,0.0226474547
2013-12-01,0.0188511326
2013-12-02,0.0202197537
2013-12-03,0.0200085739
2013-12-04,0.0212328233
2013-12-05,0.0189000082
2013-12-06,0.0144256976
2013-12-07,0.0123473082
2013-12-08,0.0138084649
2013-12-09,0.0154761046
2013-12-10,0.0166220559
2013-12-11,0.014691678
2013-12-12,0.0144158152
2013-12-13,0.0144079701
2013-12-14,0.0136573745
2013-12-15,0.0136486239
2013-12-16,0.0107723007
2013-12-17,0.0105693337
2013-12-18,0.0079903404
2013-12-19,0.0104257725
2013-12-20,0.0091236252
2013-12-21,0.00896371
2013-12-22,0.0090911002
2013-12-23,0.0096744523
2013-12-24,0.0094384997
2013-12-25,0.0097784716
2013-12-26,0.0106267904
2013-12-27,0.010144939
2013-12-28,0.0099965396
2013-12-29,0.0100479181
2013-12-30,0.0100630789
2013-12-31,0.0099021514
2014-01-01,0.0100999618
2014-01-02,0.0103921668
2014-01-03,0.0106124209
2014-01-04,0.0107498374
2014-01-05,0.0115885728
2014-01-06,0.0115069285
2014-01-07,0.0101382309
2014-01-08,0.0101753778
2014-01-09,0.0101750805
2014-01-10,0.0103386894
2014-01-11,0.0106558336
2014-01-12,0.0100547966
2014-01-13,0.0097555785
2014-01-14,0.0095340457
2014-01-15,0.0097119675
2014-01-16,0.0093591622
2014-01-17,0.009018841
2014-01-18,0.0091371107
2014-01-19,0.0093821861
2014-01-20,0.0091620029
2014-01-21,0.0090261009
2014-01-22,0.0088970781
2014-01-23,0.0087087057
2014-01-24,0.0083512012
2014-01-25,0.0084929422
2014-01-26,0.0085281938
2014-01-27,0.0078540099
2014-01-28,0.0081060857
2014-01-29,0.0081181643
2014-01-30,0.0081053551
2014-01-31,0.0080858343
2014-02-01,0.0081236209
2014-02-02,0.0080742762
2014-02-03,0.007929071
2014-02-04,0.0078035169
2014-02-05,0.0075662042
2014-02-06,0.0073394751
2014-02-07,0.0067765743
2014-02-08,0.00645129
2014-02-09,0.0064744184
2014-02-10,0.006451366
2014-02-11,0.0062956253
2014-02-12,0.0060349632
2014-02-13,0.0055793971
2014-02-14,0.0061310333
2014-02-15,0.0059554922
2014-02-16,0.0056132409
2014-02-17,0.0056682476
2014-02-18,0.0055973248
2014-02-19,0.0055441836
2014-02-20,0.0049741512
2014-02-21,0.0050547532
2014-02-22,0.0053503283
2014-02-23,0.0052617316
2014-02-24,0.0047223707
2014-02-25,0.0046512101
2014-02-26,0.0050167258
2014-02-27,0.004991005
2014-02-28,0.0046694493
2014-03-01,0.0047946684
2014-03-02,0.0046539431
2014-03-03,0.005650696
2014-03-04,0.0056086918
2014-03-05,0.0055462438
2014-03-06,0.0055017493
2014-03-07,0.0051705118
2014-03-08,0.0050510296
2014-03-09,0.0051817919
