date,price_open,price_high,price_low,price_close,price_volume,adjusted_sopr,avg_dormancy,avg_spent_output_lifespan,coin_days_destroyed,supply_adjusted_cdd,exchange_netflow,exchange_inflow,exchange_outflow,mvrv_ratio,mvrv_zscore,nupl,nvt_ratio,active_addresses,puell_multiple,reserve_risk,utxos_profit_pct,utxos_loss_pct,supply_in_profit,supply_in_loss,net_realized_pl,realized_loss_usd,rpv_ratio,liveliness,difficulty,hash_ribbons,hash_ribbons.1,hash_ribbons.2,hodl_age_0d_1d,hodl_age_1d_1w,hodl_age_1w_1m,hodl_age_1m_3m,hodl_age_3m_6m,hodl_age_6m_1y,hodl_age_1y_2y,hodl_age_2y_3y,hodl_age_3y_4y,hodl_age_4y_5y,hodl_age_5y_7y,hodl_age_7y_10y,hodl_age_10y,drawdown_from_ath,pct_supply_in_profit
2021-04-27,54001.38,55460.0,53222.0,55011.97,54064.03,0.0,11.0757,25.71,25280526.99,1.35241332,8049.38382073,76220.36140684,68170.97758611,2.9305,4.00834589700384,0.6482,0.63829,1092433.0,2.199,0.0032104209,0.0,0.0,16782457.904914,1910411.225086,24353.8214648,217474215.48,0.0,0.61249801,23581981443664.0,157715965.44,158278454.89,Down,224314.42956,542093.20477,1289807.96997,2411380.11777,2579615.93994,1401965.18475,1869286.913,1850594.04387,1887979.78213,560786.0739,729021.89607,1327193.70823,2037522.73517,-0.0832355941823791,0.8978
2021-04-28,55011.97,56428.0,53813.16,54846.22,55130.46,0.0,5.4339,32.2,10841033.87,0.57992671,3576.44745872,53348.67059731,49772.22313859,2.912,3.962032959708351,0.646,0.72539,1115073.0,1.842,0.0031787767,0.0,0.0,16652398.406004,2041358.2239959985,23051.7249704,243104393.86,0.0,0.61248691,23581981443664.0,157793748.93,158227047.99,Down,205631.32293,542118.94227,1271175.45084,2411494.60527,2598432.17157,1402031.74725,1869375.663,1850681.90637,1888069.41963,560812.6989,729056.50857,1327256.72073,2037619.47267,-0.085997787578912,0.8908
2021-04-29,54846.23,55195.84,52330.94,53555.0,52486.02,0.0,7.4972,20.79,15774106.4,0.84378327,34729.74828966,99219.41647136,64489.6681817,2.8355,3.803952558638114,0.6367,0.686795,993072.0,2.349,0.0030901185,0.0,0.0,16376398.75788,2318120.3721200004,24329.7080455,474274919.8,0.0,0.61256568,23581981443664.0,157271178.42,158252847.67,Down,299112.30608,486057.49738,1271227.30084,2336814.89125,2635927.19733,1402088.93475,1850757.39387,1832062.87474,1888146.43213,579530.09303,729086.24607,1327310.85823,2037702.58517,-0.107515732420368,0.8759999999999999
2021-04-30,53555.0,57963.0,53013.01,57694.27,68578.91,0.0,8.9011,28.58,20342112.73,1.08808117,6522.82305203,80114.35923851,73591.53618648,3.0395,4.238966088300267,0.6611,0.661174,1116459.0,2.247,0.003285985,0.0,0.0,17710176.462474,985248.9175259992,24193.897797,183048808.17,0.0,0.61272758,23581981443664.0,157248799.97,158746014.76,Down,205649.67918,542167.33602,1308679.7766,2355623.59788,2636054.97858,1402156.9035,1869542.538,1832151.68724,1888237.96338,579558.18678,729121.58982,1327375.20198,2037801.36642,-0.03853555588663,0.9473
2021-05-01,57697.25,58458.07,56956.14,57800.37,42600.35,0.0,3.8159,35.55,6105451.29,0.32655933,2405.45603114,33219.95998944,30814.5039583,3.0405,4.230692562656478,0.6613,0.906492,1048168.0,2.906,0.0033038278,0.0,0.0,17793263.123521,903031.0064789988,22195.8363554,100255546.1,0.0,0.61263018,20608845737768.0,157269096.98,158809149.94,Down,130874.05891,616977.70629,1290044.29497,2374429.35451,2636177.47233,1402222.05975,1869629.413,1813540.53061,1888325.70713,579585.11803,729155.47107,1271348.00084,2093984.94256,-0.0367674188165113,0.9517
2021-05-02,57797.35,57911.02,56035.25,56578.21,36812.88,0.0,4.7517,45.76,7063585.84,0.37778439,1452.94359308,24015.42504089,22562.48144781,2.9684,4.0684775400478514,0.6531,0.976356,1243802.0,2.798,0.0032503442,0.0,0.0,17298881.091576,1398569.288424,20832.7337459,128898718.36,0.0,0.61255027,20608845737768.0,158225540.05,159232157.77,Down,112184.70228,617015.86254,1308821.5266,2355878.74788,2524155.8013,1514493.48078,1851047.58762,1832350.13724,1888442.48838,579620.96178,729200.56482,1271426.62584,2094114.44256,-0.0571344914047874,0.9252
2021-05-03,56578.21,58981.44,56435.0,57169.39,57649.93,0.0,5.6413,44.74,12148620.28,0.64970748,-1723.42760249,64940.63576353,66664.06336602,2.9957,4.119776074771139,0.6563,0.671259,1266265.0,2.672,0.0032628282,0.0,0.0,17370959.034950003,1327597.5150499975,20337.9505403,166259626.62,0.0,0.61256291,20608845737768.0,159247518.77,159950534.49,Down,186985.5655,542258.13995,1308898.9585,2356018.1253,2524305.13425,1533281.6371,1832458.5419,1832458.5419,1888554.21155,579655.25305,747942.262,1271501.8454,2094238.3336,-0.0472825849664021,0.9290000000000002
2021-05-04,57169.39,57200.0,53046.69,53200.01,85324.63,0.0,5.3942,58.37,12252945.49,0.65524824,7015.38572014,66788.8910026,59773.50528246,2.808,3.7178762505662393,0.6333,0.621901,1288588.0,2.462,0.0030985648,0.0,0.0,16302387.824040003,2397299.9759599976,20986.6374997,612263341.45,0.0,0.61257742,20608845737768.0,159831009.41,160359239.88,Down,205696.5658,504891.5706,1346377.5216,2337460.975,2524457.853,1533374.3996,1832569.4044,1851269.0922,1888668.4678,579690.3218,747987.512,1271578.7704,2094365.0336,-0.1134315757617571,0.8718000000000001
2021-05-05,53205.05,58069.82,52900.0,57436.11,77263.92,0.0,5.4698,49.64,9953009.34,0.53222657,5950.42399469,74460.25071619,68509.8267215,2.9876,4.089365624991973,0.6553,0.827747,1210517.0,2.615,0.0032267545,0.0,0.0,17526267.03366,1174402.0163400024,20429.4087803,264283689.65,0.0,0.61255011,20608845737768.0,159211533.63,160336843.61,Down,205707.35955,523618.7334,1365148.84065,2300182.29315,2524590.32175,1533454.8621,1832665.5669,1851366.23595,1888767.57405,579720.74055,748026.762,1271645.4954,2094474.9336,-0.0428377450103039,0.9372
2021-05-06,57436.11,58360.0,55200.0,56393.68,70181.67,0.0,5.7467,44.67,10340437.06,0.55291428,-2189.06833915,73606.10670898,75795.17504813,2.9374,3.974721554362616,0.6486,0.810185,1236919.0,2.67,0.0031907555,0.0,0.0,17289750.817975,1411980.7320250012,20627.6092247,252572140.92,0.0,0.61252984,20608845737768.0,159496062.75,160645093.04,Down,243122.51015,392736.36255,1309121.2085,2412523.36995,2543435.4908,1533541.9871,1832769.6919,1851471.42345,1888874.88655,579753.67805,748069.262,1253016.01385,2113295.66515,-0.0602096500621764,0.9245
2021-05-07,56393.68,58650.0,55241.63,57314.75,74542.75,0.0,12.8937,52.36,24963586.18,1.33475128,-9682.07665548,76369.78695496,86051.86361044,2.9583,4.0336833539145385,0.6515,0.767571,1188301.0,2.704,0.0032394566,0.0,0.0,17509567.492110003,1193239.057889998,23610.1600048,223234590.84,0.0,0.61277525,20608845737768.0,159350483.61,160827561.54,Down,280542.09825,430164.55065,1309196.4585,2412662.04495,2487473.27115,1533630.1371,1832875.0419,1832875.0419,1888983.46155,579787.00305,748112.262,1253088.03885,2113417.14015,-0.0448601871858891,0.9362
2021-05-08,57315.49,59500.0,56900.0,58862.05,69709.91,0.0,5.221,39.74,7144977.61,0.38200469,6981.36227805,48609.6760317,41628.31375365,3.0225,4.163214344312654,0.6592,1.082188,1172111.0,2.901,0.0033107625,0.0,0.0,18183907.56666,519967.7333399989,22086.2725957,115290243.32,0.0,0.61269685,20608845737768.0,160052551.18,161259505.46,Down,149631.0024,579820.1343,1309271.271,2412799.9137,2487615.4149,1515013.8993,1851683.6547,1832979.7794,1889091.4053,579820.1343,748155.012,1253159.6451,2113537.9089,-0.0190747160398528,0.9722
