date,supplyProfit
2016-07-29,13281571.44454
2016-07-30,12940254.379919998
2016-07-31,12086095.6783
2016-08-01,12022819.01154
2016-08-02,11108329.212739998
2016-08-03,11567826.68964
2016-08-04,11912007.62676
2016-08-05,11780893.799769998
2016-08-06,12100031.40038
2016-08-07,12275274.102480002
2016-08-08,12068095.59596
2016-08-09,11941252.51105
2016-08-10,12078624.29526
2016-08-11,12002590.31712
2016-08-12,11837984.773070002
2016-08-13,11730397.62648
2016-08-14,11325451.69371
2016-08-15,11241345.231269998
2016-08-16,11649092.15904
2016-08-17,11496765.41637
2016-08-18,11423798.864200002
2016-08-19,11691037.980679998
2016-08-20,11972594.8909
2016-08-21,11850675.238070002
2016-08-22,12130767.39593
2016-08-23,11984936.4902
2016-08-24,11729863.20288
2016-08-25,11548956.75648
2016-08-26,11847901.78516
2016-08-27,11112729.11776
2016-08-28,11497414.92888
2016-08-29,11378360.79702
2016-08-30,11699900.81624
2016-08-31,11243170.57545
2016-09-01,11215885.15047
2016-09-02,11879780.0632
2016-09-03,12992175.112559998
2016-09-04,13093889.70999
2016-09-05,13000200.01839
2016-09-06,13115768.10831
2016-09-07,13142714.69607
2016-09-08,13318679.95317
2016-09-09,13093329.36194
2016-09-10,13140936.92538
2016-09-11,12649171.28392
2016-09-12,12682533.65112
2016-09-13,12803215.24062
2016-09-14,12847645.53684
2016-09-15,12509479.1968
2016-09-16,12682316.82668
2016-09-17,12498163.023059998
2016-09-18,12961713.96982
2016-09-19,12820130.889919998
2016-09-20,12685051.12446
2016-09-21,12229186.05978
2016-09-22,12174935.01218
2016-09-23,12462251.396980004
2016-09-24,12503608.12848
2016-09-25,12305162.74862
2016-09-26,12610256.02438
2016-09-27,12503805.39265
2016-09-28,12433710.9302
2016-09-29,12608436.99744
2016-09-30,13018563.02396
2016-10-01,13220577.70632
2016-10-02,13085241.00336
2016-10-03,13132929.938049998
2016-10-04,12945218.97096
2016-10-05,13090135.47336
2016-10-06,12981976.516769998
2016-10-07,13314506.5914
2016-10-08,13324233.2157
2016-10-09,13144407.40416
2016-10-10,13277844.54879
2016-10-11,13836644.77604
2016-10-12,13623206.12744
2016-10-13,13438220.40132
2016-10-14,13727977.25848
2016-10-15,13606836.72426
2016-10-16,13772332.71984
2016-10-17,13622306.67689
2016-10-18,13270176.66172
2016-10-19,12914469.10683
2016-10-20,12931765.92043
2016-10-21,13123134.257519998
2016-10-22,14114757.17808
2016-10-23,13993572.111360002
2016-10-24,13816533.73704
2016-10-25,14167317.79638
2016-10-26,14661721.29312
2016-10-27,14899680.3924
2016-10-28,14906241.326980002
2016-10-29,14998932.433999998
2016-10-30,14839726.48189
2016-10-31,14791958.40248
2016-11-01,15087328.33672
2016-11-02,15104863.44282
2016-11-03,14458491.37216
2016-11-04,14783936.59374
2016-11-05,14804800.658309998
2016-11-06,14878442.55576
2016-11-07,14696456.97936
2016-11-08,14808626.7147
2016-11-09,14930154.7542
2016-11-10,14673261.88188
2016-11-11,14745448.266969996
2016-11-12,14234336.09566
2016-11-13,14205546.10207
2016-11-14,14452054.6344
2016-11-15,14677659.7398
2016-11-16,15138560.03712
2016-11-17,14940530.83962
2016-11-18,15156588.23836
2016-11-19,15211058.632490002
2016-11-20,14591854.331809998
2016-11-21,14854236.23024
2016-11-22,15036608.23442
2016-11-23,14823890.229429998
2016-11-24,14678516.66481
2016-11-25,14749090.37754
2016-11-26,14347421.38032
2016-11-27,14209739.07
2016-11-28,14352473.05268
2016-11-29,14517494.249650002
2016-11-30,15052458.10178
2016-12-01,15249598.7672
2016-12-02,15328197.78048
2016-12-03,15070691.63816
2016-12-04,15093263.303839998
2016-12-05,14886712.65704
2016-12-06,15042323.6111
2016-12-07,15081234.36288
2016-12-08,15256228.29276
2016-12-09,15264247.6672
2016-12-10,15344392.53284
2016-12-11,15043513.711799998
2016-12-12,15348495.24159
2016-12-13,15350624.34409
2016-12-14,15132487.25952
2016-12-15,15064989.536789998
2016-12-16,15360210.989919998
2016-12-17,15442178.06792
2016-12-18,15447084.06264
2016-12-19,15373453.96672
2016-12-20,15469825.77096
2016-12-21,15598584.79615
2016-12-22,15712922.8676
2016-12-23,15795082.3856
2016-12-24,15555839.83785
2016-12-25,15588358.68144
2016-12-26,15638278.01224
2016-12-27,15942246.52592
2016-12-28,15976419.78312
2016-12-29,15798283.123799998
2016-12-30,15676446.61083
2016-12-31,15731299.44246
2017-01-01,15984012.98562
2017-01-02,16003676.13158
2017-01-03,16015365.27574
2017-01-04,16071952.85223
2017-01-05,15608846.25144
2017-01-06,14724406.93608
2017-01-07,14904570.38304
2017-01-08,14940294.89385
2017-01-09,14869457.1564
2017-01-10,14930854.75497
2017-01-11,13936261.90788
2017-01-12,14211798.70408
2017-01-13,14376068.23244
2017-01-14,14207300.68728
2017-01-15,14267119.26849
2017-01-16,14544416.5608
2017-01-17,15081010.43932
2017-01-18,14662278.53836
2017-01-19,14860834.14878
2017-01-20,14764710.59982
2017-01-21,15453385.74768
2017-01-22,15379709.02426
2017-01-23,15287851.16988
2017-01-24,14441537.789769998
2017-01-25,14686694.26488
2017-01-26,15299671.71307
2017-01-27,15382333.25607
2017-01-28,15469639.6449
2017-01-29,14918276.27542
2017-01-30,15278135.48434
2017-01-31,15650996.09589
2017-02-01,15775981.100249998
2017-02-02,15910256.247519998
2017-02-03,15916934.994599998
2017-02-04,16033337.42091
2017-02-05,15655863.202559998
2017-02-06,15885069.03657
2017-02-07,16069422.732
2017-02-08,15916179.42044
2017-02-09,15207480.18954
2017-02-10,15354613.54944
2017-02-11,15550157.10264
2017-02-12,15411254.208570002
2017-02-13,15321076.9728
2017-02-14,15617256.889820002
2017-02-15,15638334.050639998
2017-02-16,15952187.19237
2017-02-17,16096337.6563
2017-02-18,16098216.66255
2017-02-19,15991527.295679998
2017-02-20,16101725.800049998
2017-02-21,16126089.76809
2017-02-22,16129427.2167
2017-02-23,16179836.1
2017-02-24,16021673.051360002
2017-02-25,15824677.16358
2017-02-26,15870555.47105
2017-02-27,16187986.1
2017-02-28,15956764.06016
2017-03-01,16191698.6
2017-03-02,16193661.1
2017-03-03,16195548.6
2017-03-04,16002832.2168
2017-03-05,16033805.93178
2017-03-06,16064724.28676
2017-03-07,15653451.26996
2017-03-08,15198199.23694
2017-03-09,15511096.24506
2017-03-10,14914876.37172
2017-03-11,15282939.88508
2017-03-12,15725735.642
2017-03-13,15855583.66469
2017-03-14,15873706.43079
2017-03-15,15888418.08717
2017-03-16,15127972.97922
2017-03-17,14670700.723839998
2017-03-18,13738005.68948
2017-03-19,14336850.56296
2017-03-20,14529833.62644
2017-03-21,15002063.19584
2017-03-22,14398485.591809995
2017-03-23,14239421.89692
2017-03-24,13512399.73853
2017-03-25,13752462.5392
2017-03-26,13575593.8296
2017-03-27,14809619.48334
2017-03-28,14863361.76511
2017-03-29,14572547.21281
2017-03-30,14514275.65674
2017-03-31,15181943.01184
2017-04-01,15217608.6139
2017-04-02,15287714.180519998
2017-04-03,15466948.21776
2017-04-04,15331891.52952
2017-04-05,15237883.96403
2017-04-06,15841191.05098
2017-04-07,15649657.23264
2017-04-08,15407363.55114
2017-04-09,15859780.73736
2017-04-10,15767226.139230002
2017-04-11,15899399.14178
2017-04-12,15740056.16064
2017-04-13,15012603.57086
2017-04-14,15100457.72094
2017-04-15,15152652.121599998
2017-04-16,14923210.71648
2017-04-17,15533635.15912
2017-04-18,15683534.11638
2017-04-19,15709680.26928
2017-04-20,16024008.1224
2017-04-21,16079808.162780002
2017-04-22,15908939.956370002
2017-04-23,16085114.89264
2017-04-24,16088274.555
2017-04-25,16204157.8452
2017-04-26,16295686.1
2017-04-27,16297523.6
2017-04-28,16299223.6
2017-04-29,16301386.1
2017-04-30,16303273.6
2017-05-01,16305148.6
2017-05-02,16307123.6
2017-05-03,16308773.6
2017-05-04,16310873.6
2017-05-05,16084111.2946
2017-05-06,16314586.1
2017-05-07,15822278.389919998
2017-05-08,16318923.6
2017-05-09,16320861.1
2017-05-10,16322711.1
2017-05-11,16324398.6
2017-05-12,15859390.74504
2017-05-13,16032756.39534
2017-05-14,16175210.2883
2017-05-15,15891496.8128
2017-05-16,15958438.7572
2017-05-17,16221708.6723
2017-05-18,16337836.1
2017-05-19,16339886.1
2017-05-20,16341948.6
2017-05-21,16191788.889269998
2017-05-22,16345611.1
2017-05-23,16347711.1
2017-05-24,16349636.09
2017-05-25,16175075.515228
2017-05-26,15959464.665231
2017-05-27,15385793.904863
2017-05-28,15705074.421259
2017-05-29,16065162.64038
2017-05-30,15578139.845039
2017-05-31,16105373.597278
2017-06-01,16274398.717896
2017-06-02,16367873.59
2017-06-03,16370273.59
2017-06-04,16218386.600754
2017-06-05,16374336.09
2017-06-06,16376223.59
2017-06-07,16201400.600228
2017-06-08,16229649.382972
2017-06-09,16249539.977671
2017-06-10,16383998.59
2017-06-11,16385823.59
2017-06-12,15599414.591571
2017-06-13,15876434.631633
2017-06-14,15219204.678315
2017-06-15,15076721.276973
2017-06-16,15378450.052419998
2017-06-17,15588388.884512998
2017-06-18,15403168.431837
2017-06-19,15557465.532474
2017-06-20,16047886.640455998
2017-06-21,15485303.86896
2017-06-22,15754356.344727002
2017-06-23,15598763.398263
2017-06-24,15032730.207049
2017-06-25,14799449.800962
2017-06-26,14620509.848971998
2017-06-27,15168568.839519
2017-06-28,15344396.078323
2017-06-29,15104455.2028
2017-06-30,14605421.964555
2017-07-01,14247606.681684
2017-07-02,14970668.408535002
2017-07-03,15338912.640841998
2017-07-04,15582193.787615
2017-07-05,15603676.502173
2017-07-06,15457475.244863
2017-07-07,14555360.054913
2017-07-08,15175172.838147
2017-07-09,14680352.318229
2017-07-10,13816164.310036002
2017-07-11,13755501.510394
2017-07-12,14120772.867983
2017-07-13,13972796.522064
2017-07-14,13408459.400568
2017-07-15,13218937.606924
2017-07-16,13181090.895308
2017-07-17,13695923.441316
2017-07-18,13983967.681782
2017-07-19,13705773.595752
2017-07-20,16347561.584588
2017-07-21,15817769.916381
2017-07-22,16354752.576806
2017-07-23,16012758.160025
2017-07-24,16061031.773577
2017-07-25,15030189.895734
2017-07-26,14692554.44228
2017-07-27,15544298.909524
2017-07-28,16144120.590841
2017-07-29,15547919.974524
2017-07-30,15777065.055066
2017-07-31,16386945.039287005
2017-08-01,15187204.550825998
2017-08-02,14814753.687833002
2017-08-03,15779108.162988998
2017-08-04,16155541.145982
2017-08-05,16490823.59
2017-08-06,16220446.125765
2017-08-07,16494486.09
2017-08-08,16496536.09
2017-08-09,15917522.299632002
2017-08-10,16499936.09
2017-08-11,16501736.09
2017-08-12,16503423.59
2017-08-13,16505273.59
2017-08-14,16506898.59
2017-08-15,16327201.80551
2017-08-16,16510423.59
2017-08-17,16279832.568631
2017-08-18,15804399.07563
2017-08-19,16004402.34621
2017-08-20,15465837.191067
2017-08-21,15316855.912648
2017-08-22,15507874.162683
2017-08-23,15840191.300733002
2017-08-24,16380078.716017
2017-08-25,16384635.251985002
2017-08-26,16212409.279289998
2017-08-27,16242408.159392998
2017-08-28,16529961.09
2017-08-29,16531823.59
2017-08-30,16315675.798612
2017-08-31,16535961.09
2017-09-01,16538136.09
2017-09-02,15948047.427978002
2017-09-03,16150063.057167
2017-09-04,15627744.448114
2017-09-05,15826976.982585002
2017-09-06,16192987.189064998
2017-09-07,16291135.608387
2017-09-08,15000485.907258
2017-09-09,14783870.47837
2017-09-10,14518843.024821
2017-09-11,14524062.119538998
2017-09-12,14491344.07875
2017-09-13,13882213.884529
2017-09-14,13332386.085232
2017-09-15,13950538.98778
2017-09-16,14010314.282844998
2017-09-17,14058577.798897
2017-09-18,14449419.023262
2017-09-19,14207449.097738998
2017-09-20,14105921.185231002
2017-09-21,13507602.646273
2017-09-22,13598558.752409
2017-09-23,14013193.62105
2017-09-24,13641552.027775
2017-09-25,14337833.996196
2017-09-26,14112059.059262998
2017-09-27,15198647.368299
2017-09-28,15072909.594156
2017-09-29,14721356.716688998
2017-09-30,15512887.437073
2017-10-01,15984137.46717
2017-10-02,15992583.151606
2017-10-03,15099915.623855
2017-10-04,14925435.458801
2017-10-05,15239026.653543
2017-10-06,15704204.326704
2017-10-07,16026637.863241
2017-10-08,16268044.530437
2017-10-09,16549129.287999
2017-10-10,16366684.73615
2017-10-11,16554513.977858
2017-10-12,16619573.59
2017-10-13,16621273.59
2017-10-14,16623036.09
2017-10-15,16487482.159203
2017-10-16,16511255.04987
2017-10-17,16115840.903569
2017-10-18,16021206.880497
2017-10-19,16419234.926939
2017-10-20,16636048.59
2017-10-21,16637961.09
2017-10-22,16382312.430605002
2017-10-23,16306197.643482
2017-10-24,15441066.553193
2017-10-25,15969249.904887002
2017-10-26,16385969.017278
2017-10-27,15970990.387528
2017-10-28,15870436.082379
2017-10-29,16653311.09
2017-10-30,16533566.005293
2017-10-31,16656873.59
2017-11-01,16658823.59
2017-11-02,16660698.59
2017-11-03,16662186.09
2017-11-04,16663811.09
2017-11-05,16510583.755612995
2017-11-06,16080549.379632002
2017-11-07,16314132.426283
2017-11-08,16670986.09
2017-11-09,16089347.13935
2017-11-10,15600567.320804
2017-11-11,15368047.340544
2017-11-12,14863674.063267
2017-11-13,15632428.673407
2017-11-14,15698979.372908002
2017-11-15,16456446.334035002
2017-11-16,16683548.59
2017-11-17,16463717.130003
2017-11-18,16495431.724965
2017-11-19,16689336.09
2017-11-20,16691523.59
2017-11-21,16488353.751092998
2017-11-22,16513554.746619
2017-11-23,16159839.135402
2017-11-24,16417141.887579
2017-11-25,16701311.09
2017-11-26,16703223.59
2017-11-27,16705348.59
2017-11-28,16707298.59
2017-11-29,16488896.203612002
2017-11-30,16711548.59
2017-12-01,16713836.09
2017-12-02,16715848.59
2017-12-03,16718048.59
2017-12-04,16720311.09
2017-12-05,16722536.09
2017-12-06,16724886.09
2017-12-07,16726786.09
2017-12-08,16372414.011283
2017-12-09,16110194.288561
2017-12-10,16170733.597376
2017-12-11,16479051.581573
2017-12-12,16737048.59
2017-12-13,16031298.087142998
2017-12-14,16102153.681362
2017-12-15,16743798.59
2017-12-16,16745936.09
2017-12-17,16550619.256637998
2017-12-18,16331760.50025
2017-12-19,16020199.234117
2017-12-20,15214283.417079
2017-12-21,14934287.305767
2017-12-22,14669568.978186002
2017-12-23,14774997.636943998
2017-12-24,14454857.664016
2017-12-25,14556890.280556
2017-12-26,15274282.719099
2017-12-27,14967553.720042998
2017-12-28,14487961.181760002
2017-12-29,14756394.705591
2017-12-30,14080397.135055
2017-12-31,14246496.722487
2018-01-01,14103876.259613
2018-01-02,15033523.536639998
2018-01-03,15157779.211347
2018-01-04,15278832.236336
2018-01-05,16129746.982489998
2018-01-06,16267735.214819
2018-01-07,15339616.897933
2018-01-08,14525492.771459
2018-01-09,14184697.470223
2018-01-10,14411498.681329
2018-01-11,13489729.800129002
2018-01-12,13686388.561273
2018-01-13,14045770.671239998
2018-01-14,13539936.843822
2018-01-15,13522962.247873
2018-01-16,13059008.76693
2018-01-17,12956414.653172
2018-01-18,13122831.376854
2018-01-19,13391772.414435
2018-01-20,13568425.812271
2018-01-21,13059049.723885
2018-01-22,12672130.432706
2018-01-23,12852111.97276
2018-01-24,13139806.48629
2018-01-25,12931020.072665
2018-01-26,12905583.843671
2018-01-27,13452387.724237
2018-01-28,13820907.998499
2018-01-29,12977358.421781002
2018-01-30,12361081.939778002
2018-01-31,12525480.292351
2018-02-01,12159865.115588998
2018-02-02,12147908.176717
2018-02-03,12440728.081074
2018-02-04,11871295.927623
2018-02-05,11357370.669519
2018-02-06,11837352.321975
2018-02-07,11658273.157062002
2018-02-08,12247600.932853
2018-02-09,12530312.604306
2018-02-10,12363069.445906
2018-02-11,11961521.580855
2018-02-12,12821226.892836
2018-02-13,12301712.490155
2018-02-14,13121319.00302
2018-02-15,13471741.660083
2018-02-16,13500299.586577
2018-02-17,13791969.816075
2018-02-18,13442668.182903
2018-02-19,13940405.356449
2018-02-20,14117379.283035005
2018-02-21,13324153.209445998
2018-02-22,12819202.509246
2018-02-23,13200464.742521
2018-02-24,12492738.770490998
2018-02-25,12374426.166752
2018-02-26,13399146.348806
2018-02-27,13562879.65527
2018-02-28,13267132.772586
2018-03-01,13770512.214459
2018-03-02,13826169.534947
2018-03-03,14439735.001405
2018-03-04,14573138.252907
2018-03-05,14589956.242887998
2018-03-06,13217334.235021
2018-03-07,12520647.358254
2018-03-08,12013212.929445
2018-03-09,12007745.617509
2018-03-10,11711342.617325
2018-03-11,12345235.610841
2018-03-12,11957645.479521
2018-03-13,12055471.847734
2018-03-14,11275078.890376
2018-03-15,11504714.422591
2018-03-16,11610963.671349
2018-03-17,11004634.083218
2018-03-18,11212369.346016
2018-03-19,11846790.748282
2018-03-20,12095085.682696
2018-03-21,12028713.798336
2018-03-22,11872496.521449002
2018-03-23,11956647.32954
2018-03-24,11671776.712119
2018-03-25,11530648.620212998
2018-03-26,11133805.003348
2018-03-27,10943595.821781002
2018-03-28,11080244.666751
2018-03-29,10535801.369653
2018-03-30,10408249.537869
2018-03-31,10531274.877717
2018-04-01,10349446.970445
2018-04-02,10694810.975572
2018-04-03,11038615.482089998
2018-04-04,10337740.720464
2018-04-05,10422034.352305
2018-04-06,10287399.076085
2018-04-07,10765456.627714
2018-04-08,10854957.862882
2018-04-09,10406481.201497
2018-04-10,10640228.30343
2018-04-11,10940198.636114
2018-04-12,11732427.825408
2018-04-13,11769503.153697
2018-04-14,11831810.414871
2018-04-15,12317154.964686
2018-04-16,11844647.579024998
2018-04-17,11492801.165853
2018-04-18,12003722.523553
2018-04-19,12380725.832392
2018-04-20,12910348.474791
2018-04-21,12927151.147272
2018-04-22,12714554.350038
2018-04-23,13072889.440428
2018-04-24,13526549.692921998
2018-04-25,12705023.518665995
2018-04-26,13160260.131018998
2018-04-27,12879392.681925
2018-04-28,13368622.311458
2018-04-29,13392282.952125002
2018-04-30,12939694.837272
2018-05-01,12757489.5675
2018-05-02,12937425.296445
2018-05-03,13747007.86072
2018-05-04,13651414.173757
2018-05-05,13770448.594028002
2018-05-06,13339549.879842
2018-05-07,13121449.268031
2018-05-08,12755098.687237
2018-05-09,13071553.979902
2018-05-10,12403886.179064998
2018-05-11,11700075.251189
2018-05-12,11805376.987587998
2018-05-13,11988902.996250998
2018-05-14,11993471.183469
2018-05-15,11722186.788529
2018-05-16,11483493.099660002
2018-05-17,11033059.149525002
2018-05-18,11409166.143505
2018-05-19,11233205.145669
2018-05-20,12055962.867707
2018-05-21,11789712.869844
2018-05-22,10819231.045214
2018-05-23,10412999.036413
2018-05-24,10495943.675895
2018-05-25,10362563.978284
2018-05-26,10208576.249865
2018-05-27,10259274.234526
2018-05-28,10187084.939339
2018-05-29,10619808.042416
2018-05-30,10440274.367362
2018-05-31,10728299.598674
2018-06-01,10773983.470008
2018-06-02,10944185.141049
2018-06-03,10962564.368389
2018-06-04,10689121.26734
2018-06-05,10934698.335927
2018-06-06,11058845.837025002
2018-06-07,11087332.981018998
2018-06-08,10878385.842112
2018-06-09,10671091.028064
2018-06-10,9720377.489726
2018-06-11,9987946.13523
2018-06-12,9631828.097824
2018-06-13,9622580.56242
2018-06-14,9905700.54228
2018-06-15,9691406.262546
2018-06-16,9745584.8838
2018-06-17,9722764.237024
2018-06-18,10074511.228743998
2018-06-19,10142356.13262
2018-06-20,10242716.418192
2018-06-21,10026723.233363
2018-06-22,9507703.210281
2018-06-23,9568704.570936
2018-06-24,9564765.794487
2018-06-25,9689094.360513
2018-06-26,9525801.006645
2018-06-27,9680712.406365
2018-06-28,9365087.07951
2018-06-29,9902060.203189
2018-06-30,10076036.576972
2018-07-01,10125071.415496
2018-07-02,10442982.651101
2018-07-03,10303404.673995
2018-07-04,10419191.175105998
2018-07-05,10351701.098286
2018-07-06,10544820.432382
2018-07-07,10835633.309009
2018-07-08,10706626.994801
2018-07-09,10637412.812498
2018-07-10,9846590.154351998
2018-07-11,10099577.427852998
2018-07-12,9637677.973692998
2018-07-13,9753571.847304
2018-07-14,9865987.877448998
2018-07-15,10031593.480067
2018-07-16,10922683.235744
2018-07-17,11591256.682381
2018-07-18,11695666.033860998
2018-07-19,11800075.696590995
2018-07-20,11461618.058457
2018-07-21,11646399.435137998
2018-07-22,11586150.447749998
2018-07-23,12152336.895407
2018-07-24,13122060.209069
2018-07-25,12648116.120278
2018-07-26,12239200.542341
2018-07-27,12592777.696356
2018-07-28,12628460.431015996
2018-07-29,12791505.611417998
2018-07-30,12416495.380640998
2018-07-31,11782069.275680996
2018-08-01,11544491.562294
2018-08-02,11483905.592406
2018-08-03,11244654.439786
2018-08-04,10749285.200199
2018-08-05,10821025.480001995
2018-08-06,10730926.638152998
2018-08-07,10408817.386099
2018-08-08,9651569.415596
2018-08-09,10220213.159986
2018-08-10,9394096.752662998
2018-08-11,9851170.630658
2018-08-12,9883251.234351998
2018-08-13,9677831.126392
2018-08-14,9615110.974771
2018-08-15,9939817.289325
2018-08-16,9987435.057366
2018-08-17,10587643.09545
2018-08-18,10265180.714646
2018-08-19,10345470.991863998
2018-08-20,9847177.839293998
2018-08-21,10423491.128116
2018-08-22,10204218.746292
2018-08-23,10582595.139569
2018-08-24,10959306.362363
2018-08-25,11161977.711374
2018-08-26,10813553.655825
2018-08-27,11323439.23581
2018-08-28,11598763.727607
2018-08-29,11462023.152717
2018-08-30,11311585.432712998
2018-08-31,11412863.589476995
2018-09-01,11729686.677866
2018-09-02,11791272.973521
2018-09-03,11752833.078662
2018-09-04,11879828.672670998
2018-09-05,10863138.780201
2018-09-06,10139686.439841
2018-09-07,9988958.477337
2018-09-08,9320474.552433
2018-09-09,9437210.171044
2018-09-10,9710851.439858
2018-09-11,9665234.461817
2018-09-12,9953001.446994998
2018-09-13,10549758.07613
2018-09-14,10576668.270875
2018-09-15,10703809.538633998
2018-09-16,10554624.240362998
2018-09-17,9448443.04201
2018-09-18,9962480.867961
2018-09-19,10214120.915496
2018-09-20,10712889.9946
2018-09-21,11291179.865922
2018-09-22,11069500.387364998
2018-09-23,10984278.988214998
2018-09-24,10802219.699517
2018-09-25,10238208.145326
2018-09-26,10320500.879276998
2018-09-27,11113539.369241
2018-09-28,11026577.779608
2018-09-29,10837535.641477996
2018-09-30,10933950.334293
2018-10-01,10757010.870793998
2018-10-02,10578140.053062
2018-10-03,10236642.532427998
2018-10-04,10819206.244716
2018-10-05,11062517.637336
2018-10-06,10786582.310056
2018-10-07,10938286.837076996
2018-10-08,11207686.724441998
2018-10-09,11058111.583670998
2018-10-10,10628111.087154
2018-10-11,9245682.353737
2018-10-12,9412824.775105
2018-10-13,9455352.295447
2018-10-14,9269051.605783
2018-10-15,10354624.928141
2018-10-16,10428401.927177
2018-10-17,10346268.061492998
2018-10-18,10068297.05623
2018-10-19,9987872.491029
2018-10-20,10224628.942967
2018-10-21,10281117.055923
2018-10-22,10185181.900125
2018-10-23,10044137.918019
2018-10-24,10422964.197063
2018-10-25,10181212.163193
2018-10-26,10263775.195894
2018-10-27,10478124.969052998
2018-10-28,10279694.319758
2018-10-29,9467126.834481
2018-10-30,9620861.859485
2018-10-31,9812869.756365
2018-11-01,9970148.662335
2018-11-02,10042336.277137998
2018-11-03,9807428.10395
2018-11-04,10853357.794716
2018-11-05,10455165.956126
2018-11-06,10914518.413637998
2018-11-07,11358343.368052997
2018-11-08,10459755.514109
2018-11-09,9746889.235596
2018-11-10,9957980.116539
2018-11-11,9785312.340739
2018-11-12,9730704.020283
2018-11-13,9417062.91786
2018-11-14,8752463.631620998
2018-11-15,8963536.206314
2018-11-16,8707131.91983
2018-11-17,8768874.592984999
2018-11-18,9138166.784130998
2018-11-19,8690476.472017
2018-11-20,8606109.51585
2018-11-21,8895389.916027999
2018-11-22,8273646.865614
2018-11-23,8286563.638994999
2018-11-24,7970876.117338998
2018-11-25,8166414.842685
2018-11-26,7996592.899100998
2018-11-27,8166095.392201998
2018-11-28,8674819.718237998
2018-11-29,8750292.700256998
2018-11-30,8383767.992093999
2018-12-01,8528955.364682999
2018-12-02,8397384.080474999
2018-12-03,7997749.056884999
2018-12-04,8163908.71527
2018-12-05,7623260.897556999
2018-12-06,7493422.098831999
2018-12-07,7349517.542492999
2018-12-08,7419841.145562999
2018-12-09,7718319.060655999
2018-12-10,7475174.603035999
2018-12-11,7324307.824765
2018-12-12,7659394.747500999
2018-12-13,7248973.732262999
2018-12-14,7173071.673510999
2018-12-15,7098911.320242
2018-12-16,7172687.648027998
2018-12-17,7929901.447649999
2018-12-18,8228681.675243
2018-12-19,8306260.957744999
2018-12-20,9476853.225588
2018-12-21,8644399.344713999
2018-12-22,9231381.969501998
2018-12-23,9155812.22325
2018-12-24,9477734.102122
2018-12-25,8353706.435587
2018-12-26,8509911.158574
2018-12-27,7889835.166625999
2018-12-28,8885415.159435999
2018-12-29,8587873.224343
2018-12-30,8634335.411900999
2018-12-31,8005146.107537999
2019-01-01,8547182.124768
2019-01-02,9415836.801069
2019-01-03,8458256.059651999
2019-01-04,8750793.149062999
2019-01-05,8449666.096754
2019-01-06,9821675.729659
2019-01-07,9766766.847953
2019-01-08,9689329.156218
2019-01-09,9844227.538722
2019-01-10,7861931.564267
2019-01-11,7923932.302422
2019-01-12,7685260.100000999
2019-01-13,7476251.528291
2019-01-14,8213039.996633998
2019-01-15,7850155.406169998
2019-01-16,7962807.8195819985
2019-01-17,8306273.856749999
2019-01-18,7969562.917280999
2019-01-19,8549248.780904
2019-01-20,7519914.977666999
2019-01-21,7567955.156958
2019-01-22,7720871.090229
2019-01-23,7681432.05787
2019-01-24,7748819.483723999
2019-01-25,7712830.547331
2019-01-26,7647144.7289769985
2019-01-27,7528859.567382999
2019-01-28,7386084.041526998
2019-01-29,7243283.961920999
2019-01-30,7562673.662326999
2019-01-31,7320091.168939999
2019-02-01,7704476.709717
2019-02-02,7733294.057444999
2019-02-03,7290858.345245999
2019-02-04,7330166.050871999
2019-02-05,7534182.5769
2019-02-06,7154806.192088999
2019-02-07,7131158.432827
2019-02-08,8679676.101816
2019-02-09,8726181.281874
2019-02-10,8974242.948726999
2019-02-11,8485998.537719999
2019-02-12,8453457.093542999
2019-02-13,8207113.510439999
2019-02-14,8081662.385663999
2019-02-15,8159569.541916
2019-02-16,8591969.883234
2019-02-17,8892941.995826999
2019-02-18,9974740.302104998
2019-02-19,10389973.826093
2019-02-20,10466397.945611998
2019-02-21,9910925.370001
2019-02-22,10545725.141863998
2019-02-23,10889113.622299
2019-02-24,9229349.449131
2019-02-25,9493660.522831
2019-02-26,9354267.842941
2019-02-27,9420185.635812
2019-02-28,9326347.17723
2019-03-01,9601448.422578
2019-03-02,9496945.808598
2019-03-03,8939230.497504
2019-03-04,8688837.163435
2019-03-05,9911068.97412
2019-03-06,10034992.29543
2019-03-07,10053582.012759998
2019-03-08,9741737.204286
2019-03-09,10614648.418854
2019-03-10,10555897.974931998
2019-03-11,9916934.574119998
2019-03-12,10058622.762759998
2019-03-13,9903066.451023
2019-03-14,9985065.154491
2019-03-15,10652832.435048
2019-03-16,10974251.297954
2019-03-17,10802964.565619998
2019-03-18,10839393.07528
2019-03-19,11029037.813211
2019-03-20,11074300.559036
2019-03-21,10839553.196814
2019-03-22,10874240.863491
2019-03-23,10794371.845023
2019-03-24,10575420.253398
2019-03-25,10351124.101573998
2019-03-26,10454256.047088
2019-03-27,11107060.380798
2019-03-28,11025419.293097
2019-03-29,11250307.091938
2019-03-30,11254940.435404
2019-03-31,11266622.720802
2019-04-01,11320576.652792
2019-04-02,11945736.868774
2019-04-03,11978666.862467997
2019-04-04,11833545.382378995
2019-04-05,12019983.888094
2019-04-06,12028221.122526
2019-04-07,12036476.811958
2019-04-08,12055374.751787998
2019-04-09,11933045.232977998
2019-04-10,12075405.974772
2019-04-11,11790971.906688
2019-04-12,11832811.215274
