date,nrplBtc
2013-04-22,101898.7094588
2013-04-23,94198.8394319
2013-04-24,91704.2256871
2013-04-25,87909.7844684
2013-04-26,82898.6911143
2013-04-27,80488.1508212
2013-04-28,73404.3761719
2013-04-29,67923.651075
2013-04-30,62516.8487741
2013-05-01,63974.0641707
2013-05-02,64581.2495732
2013-05-03,65724.235194
2013-05-04,58789.5321439
2013-05-05,53903.9679862
2013-05-06,52429.3174946
2013-05-07,49487.1099008
2013-05-08,45368.6482237
2013-05-09,41858.8761215
2013-05-10,39108.208029
2013-05-11,37040.8666679
2013-05-12,38714.5100608
2013-05-13,36044.1452831
2013-05-14,33329.6886091
2013-05-15,35890.9974415
2013-05-16,32631.6855776
2013-05-17,30354.8239293
2013-05-18,30154.3761843
2013-05-19,27975.535407
2013-05-20,26184.2928528
2013-05-21,24623.2372129
2013-05-22,23160.4082601
2013-05-23,22667.1021219
2013-05-24,21626.0226809
2013-05-25,26588.8110404
2013-05-26,24042.7141855
2013-05-27,22626.8893718
2013-05-28,22204.4054274
2013-05-29,21674.3955326
2013-05-30,21089.6286259
2013-05-31,21047.9804203
2013-06-01,19764.0694942
2013-06-02,19310.1905361
2013-06-03,19810.3338123
2013-06-04,19798.1652663
2013-06-05,19740.1424476
2013-06-06,21717.9222252
2013-06-07,22690.1064937
2013-06-08,21269.0457164
2013-06-09,22164.2052748
2013-06-10,20188.2831006
2013-06-11,19321.3519602
2013-06-12,18906.6531285
2013-06-13,17761.0129759
2013-06-14,17392.9055412
2013-06-15,16768.4380561
2013-06-16,15818.7026711
2013-06-17,14574.9629165
2013-06-18,13763.575134
2013-06-19,13950.5281666
2013-06-20,13136.8689958
2013-06-21,12512.0666613
2013-06-22,13346.5930914
2013-06-23,13143.1288782
2013-06-24,13831.0939393
2013-06-25,14161.4584117
2013-06-26,13896.2294652
2013-06-27,14088.9030069
2013-06-28,15006.7879219
2013-06-29,15023.7698633
2013-06-30,14140.4931783
2013-07-01,17086.0462635
2013-07-02,17997.4630744
2013-07-03,18210.5599188
2013-07-04,17552.7547296
2013-07-05,19050.964721
2013-07-06,17644.6408876
2013-07-07,17159.2333124
2013-07-08,16471.2933169
2013-07-09,16883.646211
2013-07-10,18632.9411016
2013-07-11,17893.4947424
2013-07-12,19062.0968113
2013-07-13,20529.7669257
2013-07-14,19201.642445
2013-07-15,19617.3206968
2013-07-16,18539.0324791
2013-07-17,19058.0770011
2013-07-18,18279.5276667
2013-07-19,17115.2743976
2013-07-20,15976.2517768
2013-07-21,15412.7838883
2013-07-22,15807.6643888
2013-07-23,14879.4525564
2013-07-24,14740.2450978
2013-07-25,14205.2166891
2013-07-26,14104.9494955
2013-07-27,13250.9668939
2013-07-28,12896.6680984
2013-07-29,14322.5106012
2013-07-30,15262.6652389
2013-07-31,15454.8240889
2013-08-01,15526.3802646
2013-08-02,17930.47177
2013-08-03,22592.9156612
2013-08-04,21267.2955639
2013-08-05,22530.0049824
2013-08-06,20968.7538395
2013-08-07,20142.9431485
2013-08-08,19624.4665206
2013-08-09,18218.9449411
2013-08-10,17287.0265431
2013-08-11,16274.9461222
2013-08-12,15894.3889979
2013-08-13,20013.6927843
2013-08-14,18791.7665179
2013-08-15,19380.1921979
2013-08-16,18616.8588695
2013-08-17,18170.7081857
2013-08-18,17227.4996961
2013-08-19,18415.8433186
2013-08-20,18505.5467053
2013-08-21,17851.2785063
2013-08-22,18593.641011
2013-08-23,18592.3533607
2013-08-24,16872.4790356
2013-08-25,15557.226532
2013-08-26,15626.8729513
2013-08-27,16328.0856119
2013-08-28,17492.9883646
2013-08-29,18511.2498773
2013-08-30,18387.6291957
2013-08-31,18193.573319
2013-09-01,18070.8146856
2013-09-02,19993.3484468
2013-09-03,22722.6344881
2013-09-04,23111.5134145
2013-09-05,23921.3603113
2013-09-06,22538.798932
2013-09-07,21563.7723294
2013-09-08,20839.7204268
2013-09-09,22525.2636603
2013-09-10,21273.2084722
2013-09-11,20784.0922527
2013-09-12,23169.4062064
2013-09-13,22052.5797001
2013-09-14,23944.9226178
2013-09-15,22674.8003791
2013-09-16,21671.2643028
2013-09-17,20073.2116537
2013-09-18,19843.3349083
2013-09-19,23592.8894916
2013-09-20,21871.4489013
2013-09-21,19785.0914867
2013-09-22,19321.7015547
2013-09-23,18445.8565798
2013-09-24,18221.8617163
2013-09-25,16946.0322613
2013-09-26,15919.3740966
2013-09-27,15873.882197
2013-09-28,14700.1241066
2013-09-29,13924.9011493
2013-09-30,14273.3972823
2013-10-01,15181.5007909
2013-10-02,20744.4642847
2013-10-03,22188.2768385
2013-10-04,20940.7291737
2013-10-05,19336.6557659
2013-10-06,18776.3617859
2013-10-07,25322.5138746
2013-10-08,23556.7177437
2013-10-09,22054.7971354
2013-10-10,20513.3440986
2013-10-11,19418.5727007
2013-10-12,18365.9119423
2013-10-13,17173.9375268
2013-10-14,16927.9414191
2013-10-15,16391.181209
2013-10-16,19378.4523481
2013-10-17,19292.7427884
2013-10-18,18214.7763719
2013-10-19,18751.486676
2013-10-20,18871.804171
2013-10-21,26954.1961429
2013-10-22,31116.4637378
2013-10-23,36128.0554087
2013-10-24,37123.3883648
2013-10-25,54295.0187577
2013-10-26,50679.3809535
2013-10-27,46280.8089919
2013-10-28,44104.8558601
2013-10-29,45852.3983225
2013-10-30,43332.1018786
2013-10-31,41839.6094837
2013-11-01,39924.7216708
2013-11-02,36682.9637117
2013-11-03,35013.4439844
2013-11-04,39404.7860217
2013-11-05,39695.9537882
2013-11-06,38048.613297
2013-11-07,44138.8779825
2013-11-08,47531.9016528
2013-11-09,49638.1566138
2013-11-10,50389.8874248
2013-11-11,49977.7039396
2013-11-12,51118.8586806
2013-11-13,53477.7721157
2013-11-14,54749.8306632
2013-11-15,56284.1336003
2013-11-16,55625.5606214
2013-11-17,55401.0984239
2013-11-18,57454.3686126
2013-11-19,65650.1071578
2013-11-20,72569.4397228
2013-11-21,68914.8802723
2013-11-22,77789.7455079
2013-11-23,78717.1132944
2013-11-24,77583.4407499
2013-11-25,79101.5974478
2013-11-26,97345.1303786
2013-11-27,96575.7879666
2013-11-28,97936.2206954
2013-11-29,99125.5490446
2013-11-30,94393.5362322
2013-12-01,91465.4243364
2013-12-02,86899.9604463
2013-12-03,81646.0845564
2013-12-04,77304.1740272
2013-12-05,76469.6222607
2013-12-06,75689.1763169
2013-12-07,79508.524542
2013-12-08,72440.0206705
2013-12-09,64896.1022938
2013-12-10,59386.8438813
2013-12-11,59151.8320502
2013-12-12,53992.7280408
2013-12-13,52934.5502363
2013-12-14,48390.5886943
2013-12-15,45224.9515357
2013-12-16,45586.5586846
2013-12-17,44494.3151292
2013-12-18,50853.6121519
2013-12-19,46290.1075731
2013-12-20,44074.2028357
2013-12-21,58662.7494265
2013-12-22,52512.4943425
2013-12-23,48062.6913646
2013-12-24,46340.3150588
2013-12-25,52706.3769552
2013-12-26,48238.3536421
2013-12-27,45620.5806506
2013-12-28,40615.2326344
2013-12-29,36720.2702698
2013-12-30,33843.5851404
2013-12-31,31002.7537507
2014-01-01,28093.6059138
2014-01-02,26873.1901015
2014-01-03,26171.3668949
2014-01-04,30609.4925571
2014-01-05,29274.5225906
2014-01-06,28070.6113822
2014-01-07,28062.5419948
2014-01-08,31940.6002384
2014-01-09,29219.485355
2014-01-10,26660.111875
2014-01-11,26588.3686221
2014-01-12,26179.135016
2014-01-13,25404.0511443
2014-01-14,25756.875442
2014-01-15,26232.8595577
2014-01-16,25878.6053082
2014-01-17,24396.983054
2014-01-18,22398.777567
2014-01-19,20824.8242812
2014-01-20,20799.3875808
2014-01-21,21014.5534321
2014-01-22,22749.5529695
2014-01-23,21931.254171
2014-01-24,23097.8373004
2014-01-25,21448.2427441
2014-01-26,19853.8107938
2014-01-27,20594.5359696
2014-01-28,19871.7756463
2014-01-29,19217.1121169
2014-01-30,18711.7409855
2014-01-31,17507.0772551
2014-02-01,17997.7767994
2014-02-02,17177.8105489
2014-02-03,16305.8373979
2014-02-04,16385.5762008
2014-02-05,35640.8180874
2014-02-06,34048.6061946
2014-02-07,31501.4905392
2014-02-08,28372.2421929
2014-02-09,26115.3228309
2014-02-10,24418.0858147
2014-02-11,23388.3492935
2014-02-12,22456.4736066
2014-02-13,21539.9393201
2014-02-14,20837.1540645
2014-02-15,18994.4202553
2014-02-16,18285.8218529
2014-02-17,17038.5475052
2014-02-18,17208.8991695
2014-02-19,15533.7630622
2014-02-20,17292.2211421
2014-02-21,16407.7448065
2014-02-22,14673.1378125
2014-02-23,14339.2668199
2014-02-24,14451.7164017
2014-02-25,15116.6581363
2014-02-26,14012.5726648
2014-02-27,13074.4775762
2014-02-28,15116.8501603
2014-03-01,16374.8176433
2014-03-02,16465.5245586
2014-03-03,15471.8422091
2014-03-04,14350.2880363
2014-03-05,14832.2270488
2014-03-06,14277.8981899
2014-03-07,39114.4691394
2014-03-08,36089.1122461
2014-03-09,45335.3765064
2014-03-10,42129.8014683
2014-03-11,37953.4731949
2014-03-12,35767.0583242
2014-03-13,32360.5020743
2014-03-14,28771.4470896
2014-03-15,25493.7012089
2014-03-16,22640.4353583
2014-03-17,20413.1421365
2014-03-18,19086.7154074
2014-03-19,17937.0867935
2014-03-20,16675.4526362
2014-03-21,18627.5371805
2014-03-22,16965.8877936
2014-03-23,15184.4221511
2014-03-24,14036.113378
2014-03-25,13288.8480483
2014-03-26,12232.2615324
2014-03-27,12448.8228466
2014-03-28,12033.8561583
2014-03-29,10966.0648314
2014-03-30,10249.9287822
2014-03-31,9606.9478507
2014-04-01,8762.6673106
2014-04-02,8107.3998403
2014-04-03,9045.5449135
2014-04-04,8102.8360161
2014-04-05,7438.3917989
2014-04-06,7545.512093
2014-04-07,6953.6719896
2014-04-08,6505.07814
2014-04-09,8406.0315068
2014-04-10,9135.3385295
2014-04-11,8839.0076259
2014-04-12,7893.6010722
2014-04-13,7363.8385762
2014-04-14,6960.7411627
2014-04-15,6624.6621688
2014-04-16,9705.9454298
2014-04-17,10852.1648733
2014-04-18,10119.4912801
2014-04-19,9134.4225018
2014-04-20,8267.1419541
2014-04-21,7720.8533626
2014-04-22,7451.7011008
2014-04-23,8718.6375933
2014-04-24,8182.3178432
2014-04-25,7489.3961014
2014-04-26,6849.6075192
2014-04-27,6314.0773268
2014-04-28,5964.5651871
2014-04-29,5703.2174216
2014-04-30,5203.3487495
2014-05-01,4845.0507252
2014-05-02,4616.5719093
2014-05-03,4122.1023869
2014-05-04,3749.7902274
2014-05-05,3470.2770417
2014-05-06,3178.0685525
2014-05-07,3019.1829907
2014-05-08,2895.4564424
2014-05-09,2680.0324363
2014-05-10,2495.9737173
2014-05-11,2357.3649278
2014-05-12,2229.4282843
2014-05-13,1878.7224523
2014-05-14,1049.785075
2014-05-15,1095.8710163
2014-05-16,876.4615508
2014-05-17,801.3361657
2014-05-18,890.2186705
2014-05-19,813.9238153
2014-05-20,890.0546648
2014-05-21,1071.7900904
2014-05-22,1645.1200728
2014-05-23,1983.5507271
2014-05-24,4376.0482347
2014-05-25,5146.6206425
2014-05-26,5126.4810417
2014-05-27,12529.0089761
2014-05-28,11821.7995367
2014-05-29,10726.8824374
2014-05-30,12049.9718543
2014-05-31,11583.7551942
2014-06-01,11055.3318457
2014-06-02,12450.9849108
2014-06-03,11977.6036702
2014-06-04,11787.8575334
2014-06-05,11162.6702471
2014-06-06,11111.9120354
2014-06-07,10248.9323486
2014-06-08,9726.9129723
2014-06-09,10104.6142381
2014-06-10,10263.0986118
2014-06-11,10490.0568926
2014-06-12,27216.1883297
2014-06-13,25481.2442508
2014-06-14,22481.1013735
2014-06-15,19879.2322848
2014-06-16,17896.4676347
2014-06-17,15749.7247992
2014-06-18,14106.0466087
2014-06-19,12667.2201566
2014-06-20,11401.2018429
2014-06-21,10190.2080199
2014-06-22,9131.2960605
2014-06-23,8772.6048374
2014-06-24,8665.9627993
2014-06-25,7812.5938754
2014-06-26,7876.0239919
2014-06-27,7273.0142276
2014-06-28,6503.4938827
2014-06-29,7411.0192056
2014-06-30,7329.0215396
2014-07-01,6841.2388141
2014-07-02,7523.6479036
2014-07-03,7764.5328253
2014-07-04,7271.4605046
2014-07-05,6624.9667207
2014-07-06,6007.8608204
2014-07-07,5766.8251552
2014-07-08,5175.592582
2014-07-09,5832.2251412
2014-07-10,5655.7199348
2014-07-11,5145.908913
2014-07-12,4739.6303645
2014-07-13,4438.9623608
2014-07-14,4101.5067675
2014-07-15,3908.7564585
2014-07-16,3639.1701518
2014-07-17,3513.9959613
2014-07-18,3182.228958
2014-07-19,1951.1132965
2014-07-20,1568.0850499
2014-07-21,2247.7360416
2014-07-22,2200.4068842
2014-07-23,2750.9835434
2014-07-24,2889.8124764
2014-07-25,2816.0869852
2014-07-26,2438.2415867
2014-07-27,2181.8470787
2014-07-28,2113.351066
2014-07-29,1186.1870799
2014-07-30,1165.6969644
2014-07-31,1359.6016321
2014-08-01,1974.8641306
2014-08-02,2089.3352666
2014-08-03,1671.609583
2014-08-04,2336.2772964
2014-08-05,7581.5505149
2014-08-06,7020.165922
2014-08-07,6206.049395
2014-08-08,5594.0048388
2014-08-09,5197.319204
2014-08-10,4614.7102015
2014-08-11,4205.4815485
2014-08-12,3815.695159
2014-08-13,3605.5320923
2014-08-14,3198.3012205
2014-08-15,3049.2771731
2014-08-16,2897.4972147
2014-08-17,3053.1789092
2014-08-18,2696.504129
2014-08-19,2369.861213
2014-08-20,2198.041304
2014-08-21,541.1330855
2014-08-22,974.7744491
2014-08-23,1634.7994905
2014-08-24,1317.3226956
2014-08-25,1341.3446349
2014-08-26,1399.9176735
2014-08-27,1160.7640261
2014-08-28,1511.2279247
2014-08-29,-220.8519466
2014-08-30,-219.655558
2014-08-31,42.659086
2014-09-01,795.3145886
2014-09-02,-11.3770901
2014-09-03,52.948966
2014-09-04,304.2664456
2014-09-05,748.3559925
2014-09-06,1561.4265294
2014-09-07,-178.8445768
2014-09-08,-217.0499466
2014-09-09,-2066.2581132
2014-09-10,-2150.7284828
2014-09-11,-1932.9892835
2014-09-12,-2739.8592764
2014-09-13,-2506.3560475
2014-09-14,-2150.6357531
2014-09-15,-2692.2378572
2014-09-16,-2543.766696
2014-09-17,-2296.82562
2014-09-18,-1921.8459335
2014-09-19,-1988.4245375
2014-09-20,-6969.7532434
2014-09-21,-6349.8847311
2014-09-22,-5877.2387011
2014-09-23,-5286.4845783
2014-09-24,-4847.4782245
2014-09-25,-4256.5282628
2014-09-26,-6127.6288056
2014-09-27,-6119.7370863
2014-09-28,-4989.8408559
2014-09-29,-8678.0145391
2014-09-30,-8101.193702
2014-10-01,-9159.4038317
2014-10-02,-9264.5348662
2014-10-03,-10682.818223
2014-10-04,-10365.1302056
2014-10-05,-7452.9353176
2014-10-06,-11905.1741231
2014-10-07,-13027.7886954
2014-10-08,-12608.026497
2014-10-09,-11267.9034649
2014-10-10,-11829.6460211
2014-10-11,-10442.736793
2014-10-12,-17971.2046244
2014-10-13,-14891.1801206
2014-10-14,-13672.3502438
2014-10-15,-11586.4738268
2014-10-16,-9843.0819943
2014-10-17,-10667.479075
2014-10-18,-9148.2622953
2014-10-19,-7897.0928771
2014-10-20,-7007.9520889
2014-10-21,-6239.3805289
2014-10-22,-5826.2292373
2014-10-23,-5847.2068133
2014-10-24,-7322.4204974
2014-10-25,-6464.5508767
2014-10-26,-5760.6557683
2014-10-27,-5558.8599669
2014-10-28,-5122.5949614
2014-10-29,-5302.0663414
2014-10-30,-6360.4309629
2014-10-31,-5674.5779848
2014-11-01,-4986.7887784
2014-11-02,-4693.2149066
2014-11-03,-5061.8141904
2014-11-04,-4909.8305112
2014-11-05,-4713.9752367
2014-11-06,-2231.2748945
2014-11-07,-2130.8187607
2014-11-08,-1889.1509816
2014-11-09,-4590.2334729
2014-11-10,-4497.1569204
2014-11-11,-4130.4098743
2014-11-12,-4659.3741914
2014-11-13,-1689.997244
2014-11-14,-395.0390824
2014-11-15,-22.5430904
2014-11-16,384.01217
2014-11-17,169.2696319
2014-11-18,826.8139234
2014-11-19,-952.6560374
2014-11-20,-2038.0043866
2014-11-21,-2407.2167698
2014-11-22,-2337.6601974
2014-11-23,-2169.8424817
2014-11-24,-2187.3640008
2014-11-25,-2536.2584455
2014-11-26,-2123.7934847
2014-11-27,-1974.5252344
2014-11-28,-28681.5667151
2014-11-29,-25608.5201889
2014-11-30,-22396.3813432
2014-12-01,-19375.4432791
2014-12-02,-16836.6888061
2014-12-03,-14869.4514809
2014-12-04,-20457.8428534
2014-12-05,-17977.8154505
2014-12-06,-16154.3261105
2014-12-07,-14547.6317015
2014-12-08,-36964.5700134
2014-12-09,-31731.6977672
2014-12-10,-28160.749215
2014-12-11,-25131.3495043
2014-12-12,-22469.6986283
2014-12-13,-20015.997135
2014-12-14,-17753.3049501
2014-12-15,-17265.514696
2014-12-16,-15309.4136919
2014-12-17,-13824.1978342
2014-12-18,-13035.1487112
2014-12-19,-12120.6159016
2014-12-20,-12364.2690556
2014-12-21,-12736.6809353
2014-12-22,-11782.0024587
2014-12-23,-10327.3728893
2014-12-24,-26111.5650058
2014-12-25,-23137.6749914
2014-12-26,-21072.8981562
2014-12-27,-18818.1254784
2014-12-28,-16868.8019136
2014-12-29,-15673.7426834
2014-12-30,-21776.5966893
2014-12-31,-23495.9491473
2015-01-01,-20763.5774549
2015-01-02,-18737.0831857
2015-01-03,-17315.3680637
2015-01-04,-16244.0234497
2015-01-05,-16232.5997246
2015-01-06,-14553.8937188
2015-01-07,-14060.5907498
2015-01-08,-14407.7893046
2015-01-09,-13693.2711174
2015-01-10,-12927.8411962
2015-01-11,-11612.3897788
2015-01-12,-13020.6307403
2015-01-13,-14034.680326
2015-01-14,-18394.8317729
2015-01-15,-16897.3891118
2015-01-16,-18321.0765196
2015-01-17,-17870.5625513
2015-01-18,-16776.5809985
2015-01-19,-15600.8777601
2015-01-20,-14286.1171965
2015-01-21,-18583.1525297
2015-01-22,-17129.3954406
2015-01-23,-15145.3075799
2015-01-24,-13586.9748345
2015-01-25,-12661.6399353
2015-01-26,-25019.6838088
2015-01-27,-21990.7211037
2015-01-28,-15971.7540288
2015-01-29,-14324.1355538
2015-01-30,-13347.2734223
2015-01-31,-11972.0117274
2015-02-01,-10963.4928467
2015-02-02,-11776.7817176
2015-02-03,-10602.6942686
2015-02-04,-11119.2734896
2015-02-05,-12660.0542626
2015-02-06,-11457.921989
2015-02-07,-10400.8518592
2015-02-08,-9612.2885461
2015-02-09,-9706.1311559
2015-02-10,-9078.1536415
2015-02-11,-8924.105183
2015-02-12,-8907.2013915
2015-02-13,-9550.0716796
2015-02-14,-9926.3002005
2015-02-15,-8314.4757487
2015-02-16,-7894.7378582
2015-02-17,-7933.5925683
2015-02-18,-7317.8565488
2015-02-19,-15612.573278
2015-02-20,-11026.0868633
2015-02-21,-10028.5831736
2015-02-22,-9888.040821
2015-02-23,-11108.7274372
2015-02-24,-11602.3576732
2015-02-25,-15291.8406851
2015-02-26,-14341.1933468
2015-02-27,-14246.4244835
2015-02-28,-14414.0480263
2015-03-01,-12841.540951
2015-03-02,-12452.6973392
2015-03-03,-17882.220734
2015-03-04,-14880.1386922
2015-03-05,-15398.816366
2015-03-06,-13099.5517772
2015-03-07,-15882.1812484
2015-03-08,-18260.4409349
2015-03-09,-15598.2938404
2015-03-10,-11415.964395
2015-03-11,-9294.7202545
2015-03-12,-5318.5255433
2015-03-13,-8944.5321124
2015-03-14,-7845.2266746
2015-03-15,-7233.5755376
2015-03-16,-7055.7213372
2015-03-17,-5848.2871693
2015-03-18,-6407.7963658
2015-03-19,-6487.1698418
2015-03-20,-6724.349833
2015-03-21,-6009.0122514
2015-03-22,-6039.7803327
2015-03-23,-5769.4022345
2015-03-24,-6035.145054
2015-03-25,-6846.6607654
2015-03-26,-6675.0948129
2015-03-27,-7145.219733
2015-03-28,-6557.1675752
2015-03-29,-6105.8418406
2015-03-30,-5625.9692623
2015-03-31,-5380.4629372
2015-04-01,-13478.0873137
2015-04-02,-12564.0259834
2015-04-03,-12846.1113743
2015-04-04,-11260.1550524
2015-04-05,-10281.3099491
2015-04-06,-9430.0241953
2015-04-07,-8844.575881
2015-04-08,-8189.2371246
2015-04-09,-8859.8727551
2015-04-10,-16341.5532207
2015-04-11,-14562.2228828
2015-04-12,-14396.4167245
2015-04-13,-14975.7715085
2015-04-14,-14313.5321489
2015-04-15,-26517.8719344
2015-04-16,-24251.9340527
2015-04-17,-22230.669976
2015-04-18,-19776.0236097
2015-04-19,-17638.4157471
2015-04-20,-16779.4661169
2015-04-21,-16131.9305148
2015-04-22,-15182.3146362
2015-04-23,-14438.4269866
2015-04-24,-13692.4140139
2015-04-25,-12779.8735297
2015-04-26,-12112.6367374
2015-04-27,-12445.9185332
2015-04-28,-11692.2210237
2015-04-29,-10583.5209595
2015-04-30,-9659.3152129
2015-05-01,-9154.0992858
2015-05-02,-8400.6555617
2015-05-03,-7492.2910748
2015-05-04,-7071.270604
2015-05-05,-7626.6167019
2015-05-06,-7067.079541
2015-05-07,-7157.4831856
2015-05-08,-6637.859512
2015-05-09,-6244.3152483
2015-05-10,-6019.1997344
2015-05-11,-8970.6685566
2015-05-12,-9123.5168486
2015-05-13,-8802.303117
2015-05-14,-8360.7224133
2015-05-15,-8104.6001864
2015-05-16,-7776.5375654
2015-05-17,-7163.2697293
2015-05-18,-7557.4031672
2015-05-19,-7148.3510788
2015-05-20,-6882.0191374
2015-05-21,-6770.3290653
2015-05-22,-6927.0221087
2015-05-23,-7241.8344652
2015-05-24,-6583.8822634
2015-05-25,-7633.8177927
2015-05-26,-7304.5793612
2015-05-27,-7267.2798191
2015-05-28,-8188.3568688
2015-05-29,-7595.6281269
2015-05-30,-19863.5737696
2015-05-31,-19275.2650762
2015-06-01,-19473.623455
2015-06-02,-18714.3166212
2015-06-03,-17021.2911401
2015-06-04,-16260.6031231
2015-06-05,-14788.4391773
2015-06-06,-13357.859852
2015-06-07,-14837.8434469
2015-06-08,-13507.1997444
2015-06-09,-12431.2356661
2015-06-10,-12516.7471402
2015-06-11,-12858.2038663
2015-06-12,-11838.8930562
2015-06-13,-12561.669818
2015-06-14,-12264.1587478
2015-06-15,-11499.777819
2015-06-16,-10780.8131848
2015-06-17,-10413.6891194
2015-06-18,-9030.5075743
2015-06-19,-8898.0915593
2015-06-20,-8308.0676362
2015-06-21,-7268.8742465
2015-06-22,-6780.3482458
2015-06-23,-6650.8799419
2015-06-24,-7738.5635903
2015-06-25,-7978.1878646
2015-06-26,-7790.417911
2015-06-27,-7069.9746231
2015-06-28,-6317.2935049
2015-06-29,-6113.3976537
2015-06-30,-5330.3815397
2015-07-01,-4506.8480293
2015-07-02,-4695.1306892
2015-07-03,-10077.3811267
2015-07-04,-8921.3194526
2015-07-05,-9613.0517953
2015-07-06,-9263.8737369
2015-07-07,-7300.9948899
2015-07-08,-7304.6661398
2015-07-09,-10719.5593707
2015-07-10,-10494.1545785
2015-07-11,-10057.6093063
2015-07-12,-8125.9415879
2015-07-13,-6700.5501411
2015-07-14,-5694.857488
2015-07-15,-5075.2247902
2015-07-16,-4608.836738
2015-07-17,-4115.7007123
2015-07-18,-4462.2636816
2015-07-19,-3973.9974636
2015-07-20,-6733.4276559
2015-07-21,-6787.4700192
2015-07-22,-6177.4663908
2015-07-23,-5234.4759387
2015-07-24,-4913.2862734
2015-07-25,-4096.1849664
2015-07-26,-3508.9591488
2015-07-27,-3284.0757867
2015-07-28,-3128.4563724
2015-07-29,-3402.7614461
2015-07-30,-3843.5624795
2015-07-31,-2906.5569087
2015-08-01,-2583.2685378
2015-08-02,-2219.7296746
2015-08-03,-1982.8655562
2015-08-04,-3592.4132105
2015-08-05,-3357.421009
2015-08-06,-2908.6581002
2015-08-07,-2898.9980098
2015-08-08,-1518.2875997
2015-08-09,-18500.5954633
2015-08-10,-16567.3900323
2015-08-11,-14869.1072129
2015-08-12,-13216.898428
2015-08-13,-11943.5571568
2015-08-14,-12024.0995267
2015-08-15,-11521.4783489
2015-08-16,-12002.0561508
2015-08-17,-11356.8716972
2015-08-18,-10491.0795503
2015-08-19,-10778.0274126
2015-08-20,-12212.6677251
2015-08-21,-12693.1666227
2015-08-22,-12049.2947117
2015-08-23,-10497.2245248
2015-08-24,-14991.4938443
2015-08-25,-34045.1955291
2015-08-26,-38871.672829
2015-08-27,-34456.4854577
2015-08-28,-30380.4429186
2015-08-29,-27665.7642514
2015-08-30,-24564.9338478
2015-08-31,-21997.6770855
2015-09-01,-19955.445187
2015-09-02,-18738.9816977
2015-09-03,-18792.4054562
2015-09-04,-17502.90231
2015-09-05,-15928.5226277
2015-09-06,-14810.8280661
2015-09-07,-12940.6137181
2015-09-08,-11863.3021266
2015-09-09,-10544.7013776
2015-09-10,-12861.8994104
2015-09-11,-11689.4540848
2015-09-12,-10381.7811768
2015-09-13,-9250.5340159
2015-09-14,-8560.0482977
2015-09-15,-7889.9339858
2015-09-16,-7297.1075505
2015-09-17,-6697.1577768
2015-09-18,-6027.5102648
2015-09-19,-5779.9741622
2015-09-20,-5677.8226172
2015-09-21,-4797.8568382
2015-09-22,-4671.9568951
2015-09-23,-8063.8563318
2015-09-24,-7306.7223845
2015-09-25,-7006.1378065
2015-09-26,-6308.1922517
2015-09-27,-5620.496729
2015-09-28,-6818.3991256
2015-09-29,-5981.9439595
2015-09-30,-5483.4759031
2015-10-01,-5740.6703618
2015-10-02,-5053.0454498
2015-10-03,-4583.1971249
2015-10-04,-4426.6704576
2015-10-05,-4297.1845076
2015-10-06,-4740.319701
2015-10-07,-6824.2373301
2015-10-08,-7581.6825485
2015-10-09,-6732.7302569
2015-10-10,-6697.6690059
2015-10-11,-6410.6965907
2015-10-12,-12926.9915313
2015-10-13,-11445.4556733
2015-10-14,-16650.1108422
2015-10-15,-14839.7992769
2015-10-16,-13091.6877814
2015-10-17,-11487.1308734
2015-10-18,-9541.3643204
2015-10-19,-8450.6784521
2015-10-20,-6829.6990233
2015-10-21,-5919.3619986
2015-10-22,-5802.5757075
2015-10-23,-4877.6781893
2015-10-24,-3827.2587301
2015-10-25,-2740.0976099
2015-10-26,-1726.5359854
2015-10-27,-811.3968401
2015-10-28,-518.6442273
2015-10-29,1466.5251789
2015-10-30,4321.5080787
2015-10-31,6111.2891941
2015-11-01,7647.8802967
2015-11-02,8093.2139181
2015-11-03,6872.0782225
2015-11-04,12793.2318071
2015-11-05,25919.8885095
2015-11-06,25509.7905425
2015-11-07,24415.1843374
2015-11-08,21616.538757
2015-11-09,21801.8974999
2015-11-10,18317.197586
2015-11-11,18169.8115968
2015-11-12,16388.248374
2015-11-13,15347.2020312
2015-11-14,13833.1224926
2015-11-15,12273.3142005
2015-11-16,11490.5037446
2015-11-17,11933.0822774
2015-11-18,10923.9629574
2015-11-19,9687.6434587
2015-11-20,8723.1373556
2015-11-21,7737.1527301
2015-11-22,7430.9898828
2015-11-23,6418.8439857
2015-11-24,5779.8419457
2015-11-25,5282.9545077
2015-11-26,4775.2681111
2015-11-27,4954.3305959
2015-11-28,5020.9304123
2015-11-29,4748.8118139
2015-11-30,5336.5864145
2015-12-01,6312.7169684
2015-12-02,6330.4705089
2015-12-03,5867.1074118
2015-12-04,5878.9219604
2015-12-05,5161.0342225
2015-12-06,5956.1843468
2015-12-07,7298.1115696
2015-12-08,7680.5464895
2015-12-09,10212.3070033
2015-12-10,10825.404117
2015-12-11,10555.3721644
2015-12-12,11074.1153767
2015-12-13,10788.8557794
2015-12-14,12709.7331492
2015-12-15,13130.879173
2015-12-16,13219.5394259
2015-12-17,13210.5715871
2015-12-18,12680.4619822
2015-12-19,13494.3464071
2015-12-20,13072.9969259
2015-12-21,13191.3994546
2015-12-22,12675.169387
2015-12-23,12349.4245776
2015-12-24,11910.855937
2015-12-25,12418.7239262
