date,exchangeOutflowBtc
2012-09-21,18.3795
2012-09-22,73.77016114
2012-09-23,54.6087
2012-09-24,38.81822
2012-09-25,18.0939
2012-09-26,94.07247615
2012-09-27,36.03726248
2012-09-28,0.00205002
2012-09-29,17.893
2012-09-30,17.5505
2012-10-01,0.00258
2012-10-02,71.56296627
2012-10-03,35.1705
2012-10-04,128.95323964
2012-10-05,108.14153976
2012-10-06,118.15446378
2012-10-07,33.57814
2012-10-08,0.00166
2012-10-09,33.90111524
2012-10-10,16.1709
2012-10-11,41.28473429
2012-10-12,31.8894
2012-10-13,16.81340838
2012-10-14,21.751
2012-10-15,34.8485
2012-10-16,32.49838898
2012-10-17,42.72290713
2012-10-18,31.4125
2012-10-19,0.0069
2012-10-20,31.302
2012-10-21,22.33077391
2012-10-22,15.719
2012-10-23,0.11707962
2012-10-24,31.474
2012-10-25,47.99551556
2012-10-26,59.05119146
2012-10-27,18.3246
2012-10-28,16.2632023
2012-10-29,1.01558388
2012-10-30,0.2526
2012-10-31,26.34152923
2012-11-01,6.018
2012-11-02,18.6215
2012-11-03,47.64136182
2012-11-04,1.63333368
2012-11-05,0.0
2012-11-06,18.1245
2012-11-07,46.10820737
2012-11-08,0.0
2012-11-09,0.0
2012-11-10,0.0
2012-11-11,18.5745772
2012-11-12,0.0
2012-11-13,0.0
2012-11-14,0.0
2012-11-15,1.2165
2012-11-16,2.06560176
2012-11-17,17.9167722
2012-11-18,14.86572
2012-11-19,17.31805535
2012-11-20,0.286
2012-11-21,0.0
2012-11-22,19.25814953
2012-11-23,17.774
2012-11-24,0.1425
2012-11-25,3.199
2012-11-26,42.09823581
2012-11-27,21.9205
2012-11-28,82.68854251
2012-11-29,140.25313503
2012-11-30,34.02644682
2012-12-01,7.95664103
2012-12-02,0.0
2012-12-03,27.659166
2012-12-04,0.0
2012-12-05,1029.47964945
2012-12-06,62.44890267
2012-12-07,7.40855
2012-12-08,6.53724176
2012-12-09,1543.09550618
2012-12-10,1016.40666
2012-12-11,40.4745
2012-12-12,62.91884825
2012-12-13,4060.64379622
2012-12-14,65.07028
2012-12-15,64.22872037
2012-12-16,36.87233295
2012-12-17,16.855
2012-12-18,2.0735
2012-12-19,18.91422799
2012-12-20,7.42122656
2012-12-21,7.42237696
2012-12-22,5.47207168
2012-12-23,7.66067187
2012-12-24,1.3546875
2012-12-25,0.06045312
2012-12-26,7.52022656
2012-12-27,9.11896558
2012-12-28,10.57218762
2012-12-29,84.22977472
2012-12-30,7.62384376
2012-12-31,8.11574378
2013-01-01,13.07550609
2013-01-02,9.54207032
2013-01-03,9.27108272
2013-01-04,20.52880813
2013-01-05,0.47990626
2013-01-06,9.33779991
2013-01-07,3.1208747
2013-01-08,7.7502539
2013-01-09,9.0735207
2013-01-10,5.67092998
2013-01-11,5.84228591
2013-01-12,0.15652304
2013-01-13,1.35217969
2013-01-14,0.01823797
2013-01-15,4.91234035
2013-01-16,0.0012
2013-01-17,7.48051275
2013-01-18,6.76262946
2013-01-19,5.88773364
2013-01-20,1.69422808
2013-01-21,2.40445418
2013-01-22,4.60975662
2013-01-23,37.69599427
2013-01-24,1.00953659
2013-01-25,3.17574252
2013-01-26,2.41612225
2013-01-27,1.74759998
2013-01-28,5.11858282
2013-01-29,5.34691407
2013-01-30,3.11817307
2013-01-31,0.0
2013-02-01,1494.24047281
2013-02-02,6.12466752
2013-02-03,5.11159727
2013-02-04,10.62592069
2013-02-05,9.5849289
2013-02-06,208.17247143
2013-02-07,5.08915419
2013-02-08,65.22426184
2013-02-09,0.05493042
2013-02-10,30.24397785
2013-02-11,100.18293931
2013-02-12,12.84502034
2013-02-13,0.53817187
2013-02-14,145.04473393
2013-02-15,2.56381253
2013-02-16,4.57646149
2013-02-17,12.35622973
2013-02-18,3.97177771
2013-02-19,3.43674324
2013-02-20,5.40180838
2013-02-21,12.94638669
2013-02-22,0.81486361
2013-02-23,14.66366987
2013-02-24,3.82929072
2013-02-25,0.46570288
2013-02-26,13.36645911
2013-02-27,16.95437498
2013-02-28,11.17478184
2013-03-01,104.12829159
2013-03-02,4.21637314
2013-03-03,6.41386636
2013-03-04,202.26402808
2013-03-05,105.25539797
2013-03-06,71.73870589
2013-03-07,10.40540197
2013-03-08,127.40284335
2013-03-09,169.29574415
2013-03-10,80.83255308
2013-03-11,14.42690427
2013-03-12,47.2711566
2013-03-13,19.23409977
2013-03-14,22.13088438
2013-03-15,15.23578694
2013-03-16,13.79767579
2013-03-17,27.41560139
2013-03-18,12.41161866
2013-03-19,11.54710622
2013-03-20,44.83422643
2013-03-21,0.54370618
2013-03-22,1.40674532
2013-03-23,90.9775033
2013-03-24,29.82764951
2013-03-25,37.31809964
2013-03-26,15.25100605
2013-03-27,46.85418357
2013-03-28,68.15029047
2013-03-29,49.70586581
2013-03-30,31.29024646
2013-03-31,5.29391125
2013-04-01,89.52495685
2013-04-02,32.76489937
2013-04-03,92.29272545
2013-04-04,60.46757572
2013-04-05,34.32054715
2013-04-06,46.88965108
2013-04-07,74.0900614
2013-04-08,139.72444007
2013-04-09,120.76806164
2013-04-10,111.86211184
2013-04-11,135.18128115
2013-04-12,114.87252356
2013-04-13,16.25489656
2013-04-14,8.2237562
2013-04-15,69.2335425
2013-04-16,86.7662233
2013-04-17,83.71538705
2013-04-18,45.55905565
2013-04-19,68.21800361
2013-04-20,68.98658024
2013-04-21,34.44736701
2013-04-22,45.50463463
2013-04-23,98.7190269
2013-04-24,42.32281874
2013-04-25,11.38483454
2013-04-26,25.74207473
2013-04-27,11.57271871
2013-04-28,49.29715129
2013-04-29,37.08761125
2013-04-30,26.61173329
2013-05-01,89.73773628
2013-05-02,31.08043294
2013-05-03,47.53219908
2013-05-04,51.22329895
2013-05-05,24.09708339
2013-05-06,33.29609912
2013-05-07,25.50925411
2013-05-08,38.44018072
2013-05-09,131.43580431
2013-05-10,37.99233846
2013-05-11,27.03007764
2013-05-12,46.17530533
2013-05-13,32.9413107
2013-05-14,40.71463902
2013-05-15,294.08104699
2013-05-16,453.72418157
2013-05-17,211.25512689
2013-05-18,52.90883547
2013-05-19,35.92570351
2013-05-20,76.38804538
2013-05-21,78.40017671
2013-05-22,81.35963544
2013-05-23,62.1971807
2013-05-24,141.36093616
2013-05-25,27.77422837
2013-05-26,15.30485521
2013-05-27,26.50646929
2013-05-28,112.43786466
2013-05-29,66.93398529
2013-05-30,68.73523031
2013-05-31,22.23475199
2013-06-01,40.45887419
2013-06-02,26.51363264
2013-06-03,57.40306408
2013-06-04,106.9709559
2013-06-05,32.64249414
2013-06-06,79.63356228
2013-06-07,29.49634434
2013-06-08,25.46674943
2013-06-09,48.22600655
2013-06-10,67.8262681
2013-06-11,37.26207
2013-06-12,93.95835672
2013-06-13,1710.27959534
2013-06-14,197.75623395
2013-06-15,733.44313127
2013-06-16,20.63555418
2013-06-17,137.55849264
2013-06-18,181.26141782
2013-06-19,51.45172211
2013-06-20,198.54320397
2013-06-21,20197.58377761
2013-06-22,80.03828426
2013-06-23,35.82645635
2013-06-24,333.53752656
2013-06-25,139.65625402
2013-06-26,49.39700703
2013-06-27,18.88979568
2013-06-28,48.88677357
2013-06-29,32.42380552
2013-06-30,43.50153078
2013-07-01,92.58745493
2013-07-02,101.26901821
2013-07-03,175.9940801
2013-07-04,82.88614246
2013-07-05,151.50689407
2013-07-06,52.54630661
2013-07-07,400.4573447
2013-07-08,36.46640339
2013-07-09,703.75647571
2013-07-10,4374.32476816
2013-07-11,880.82768095
2013-07-12,1398.60858929
2013-07-13,909.57467926
2013-07-14,574.38131961
2013-07-15,101.58414089
2013-07-16,134.23110348
2013-07-17,46.51372501
2013-07-18,69.24841384
2013-07-19,4452.53390817
2013-07-20,384.8294696
2013-07-21,1613.3220131
2013-07-22,80.9255754
2013-07-23,570.01708821
2013-07-24,74.37059461
2013-07-25,172.19378896
2013-07-26,198.20725108
2013-07-27,89.35741966
2013-07-28,102.55775725
2013-07-29,5713.64560062
2013-07-30,66.72023758
2013-07-31,163.64474199
2013-08-01,132.2082922
2013-08-02,92.88952077
2013-08-03,130.77588173
2013-08-04,59.67754461
2013-08-05,85.32787245
2013-08-06,148.02458182
2013-08-07,67.07386774
2013-08-08,81.97115103
2013-08-09,85.01246291
2013-08-10,132.40993836
2013-08-11,32.00925553
2013-08-12,74.4105418
2013-08-13,101.73466129
2013-08-14,93.39629884
2013-08-15,70.91064726
2013-08-16,72.0534785
2013-08-17,27541.72898662
2013-08-18,49.27421152
2013-08-19,1373.96961308
2013-08-20,2274.19286815
2013-08-21,137.21276933
2013-08-22,4154.23328106
2013-08-23,7127.23580182
2013-08-24,182.43617774
2013-08-25,67.19955928
2013-08-26,175.53398676
2013-08-27,1661.5157276
2013-08-28,1272.47095102
2013-08-29,142.58608584
2013-08-30,317.21395081
2013-08-31,86.94332861
2013-09-01,59.37361838
2013-09-02,268.23736197
2013-09-03,91.15289734
2013-09-04,93.74994584
2013-09-05,324.48468658
2013-09-06,248.89123063
2013-09-07,151.4811852
2013-09-08,63.94497886
2013-09-09,1067.06977415
2013-09-10,141.39669019
2013-09-11,205.19206536
2013-09-12,1126.47092401
2013-09-13,4142.08863743
2013-09-14,2183.99844013
2013-09-15,95.099052
2013-09-16,164.30767657
2013-09-17,218.89344801
2013-09-18,185.22952937
2013-09-19,1931.47422814
2013-09-20,99.93523869
2013-09-21,111.59900089
2013-09-22,108.75595414
2013-09-23,200.10319801
2013-09-24,121.45954249
2013-09-25,76.84879096
2013-09-26,195.16900008
2013-09-27,67.2311068
2013-09-28,149.04966297
2013-09-29,210.34026926
2013-09-30,277.26875725
2013-10-01,321.5182411
2013-10-02,220.59414731
2013-10-03,2178.00671585
2013-10-04,47.50130093
2013-10-05,1150.05223234
2013-10-06,181.88239726
2013-10-07,69.94283218
2013-10-08,256.23393595
2013-10-09,1332.83416201
2013-10-10,399.88317979
2013-10-11,137.06379345
2013-10-12,145.16907741
2013-10-13,171.74133546
2013-10-14,226.02885342
2013-10-15,143.2607948
2013-10-16,251.10415859
2013-10-17,211.24653146
2013-10-18,102.81638573
2013-10-19,191.09391907
2013-10-20,199.64419072
2013-10-21,265.91811836
2013-10-22,6169.11270251
2013-10-23,1191.62231617
2013-10-24,788.5987058
2013-10-25,559.42917565
2013-10-26,169.80420849
2013-10-27,85.08370909
2013-10-28,653.49672843
2013-10-29,235.50590098
2013-10-30,168.47992689
2013-10-31,1220.12891171
2013-11-01,232.77251937
2013-11-02,155.61700131
2013-11-03,145.36891557
2013-11-04,1165.80408208
2013-11-05,2620.19174102
2013-11-06,405.68845027
2013-11-07,2409.28093703
2013-11-08,3347.80898757
2013-11-09,1222.13076835
2013-11-10,350.5685485
2013-11-11,923.54517098
2013-11-12,5006.57663099
2013-11-13,981.37923625
2013-11-14,5606.02481489
2013-11-15,657.66795787
2013-11-16,586.12530176
2013-11-17,363.10115768
2013-11-18,1584.41104647
2013-11-19,1931.49377583
2013-11-20,1435.27834675
2013-11-21,1300.74840761
2013-11-22,818.41265964
2013-11-23,563.96122109
2013-11-24,708.64207308
2013-11-25,674.7836792
2013-11-26,889.55269073
2013-11-27,4391.16854087
2013-11-28,2127.56264168
2013-11-29,50444.56631253
2013-11-30,6383.67117169
2013-12-01,895.41000478
2013-12-02,1048.86893597
2013-12-03,1216.90431397
2013-12-04,1210.35359804
2013-12-05,1717.45781866
2013-12-06,1037.9338592
2013-12-07,1307.19168409
2013-12-08,265.42958569
2013-12-09,2720.17451276
2013-12-10,575.66657308
2013-12-11,995.42141075
2013-12-12,546.7759102
2013-12-13,704.75826578
2013-12-14,229.05973267
2013-12-15,2851.22562345
2013-12-16,1026.37040987
2013-12-17,1265.59190432
2013-12-18,1733.74320816
2013-12-19,1857.09531027
2013-12-20,1538.88684641
2013-12-21,417.58803193
2013-12-22,522.12141338
2013-12-23,543.91910089
2013-12-24,344.40225306
2013-12-25,833.28746781
2013-12-26,492.88977415
2013-12-27,1301.7326021
2013-12-28,950.47498716
2013-12-29,673.89289516
2013-12-30,537.76009315
2013-12-31,1091.64977431
2014-01-01,437.59824835
2014-01-02,418.43264494
2014-01-03,5736.30881459
2014-01-04,536.3498915
2014-01-05,732.83258432
2014-01-06,734.16969132
2014-01-07,533.96260435
2014-01-08,937.10009302
2014-01-09,603.07743292
2014-01-10,554.18171023
2014-01-11,436.04784661
2014-01-12,303.13808674
2014-01-13,9642.58901834
2014-01-14,520.49504337
2014-01-15,299.58541691
2014-01-16,532.79016927
2014-01-17,1087.779425
2014-01-18,332.62559634
2014-01-19,568.85576139
2014-01-20,1480.14997326
2014-01-21,948.1454239
2014-01-22,570.4476502
2014-01-23,627.25595757
2014-01-24,663.21064538
2014-01-25,963.02825947
2014-01-26,803.98028259
2014-01-27,701.90329484
2014-01-28,581.17752726
2014-01-29,428.31367668
2014-01-30,482.04274378
2014-01-31,463.72700008
2014-02-01,372.00932649
2014-02-02,436.41123089
2014-02-03,521.93863135
2014-02-04,1044.69420406
2014-02-05,678.9276787
2014-02-06,904.66472761
2014-02-07,814.97665595
2014-02-08,707.52249421
2014-02-09,917.79625948
2014-02-10,1246.29529308
2014-02-11,1625.10973023
2014-02-12,607.63818956
2014-02-13,758.03798341
2014-02-14,1148.5465417
2014-02-15,694.07680588
2014-02-16,1006.71273214
2014-02-17,768.13776731
2014-02-18,1571.49969199
2014-02-19,1284.50365813
2014-02-20,1021.2568293
2014-02-21,1138.59165704
2014-02-22,1194.19001359
2014-02-23,1062.59785403
2014-02-24,944.81553247
2014-02-25,1903.2830716
2014-02-26,1480.13615085
2014-02-27,3606.51856534
2014-02-28,1031.06767748
2014-03-01,1033.10172656
2014-03-02,2643.6421028
2014-03-03,3003.60398751
2014-03-04,3273.8050131
2014-03-05,1683.48420881
2014-03-06,1291.10330542
2014-03-07,1109.54681206
2014-03-08,751.46589482
2014-03-09,992.99296471
2014-03-10,3112.58989348
2014-03-11,751.55463136
2014-03-12,4979.98513952
2014-03-13,718.06797884
2014-03-14,827.36641639
2014-03-15,750.4542638
2014-03-16,675.17062901
2014-03-17,3633.20198608
2014-03-18,3310.12525265
2014-03-19,3217.75416252
2014-03-20,1193.79702368
2014-03-21,760.84192253
2014-03-22,2849.96780271
2014-03-23,2781.3250103
2014-03-24,967.15824302
2014-03-25,3884.89583136
2014-03-26,5818.45059193
2014-03-27,3490.0432061
2014-03-28,9958.82549747
2014-03-29,620.74044535
2014-03-30,6900.19048087
2014-03-31,5095.85252379
2014-04-01,1357.86573299
2014-04-02,1668.65072633
2014-04-03,2841.98547143
2014-04-04,3770.43260059
2014-04-05,8928.01174016
2014-04-06,2832.77246522
2014-04-07,2984.52985942
2014-04-08,839.1884293
2014-04-09,1068.73588011
2014-04-10,2766.62494729
2014-04-11,2331.17020813
2014-04-12,679.0242618
2014-04-13,1141.08465709
2014-04-14,3060.2008202
2014-04-15,2108.05342782
2014-04-16,1479.77589912
2014-04-17,10700.93202887
2014-04-18,4304.40046878
2014-04-19,1218.32027868
2014-04-20,2732.41752032
2014-04-21,3481.05540133
2014-04-22,7342.74144466
2014-04-23,1315.51576898
2014-04-24,1712.60743173
2014-04-25,1740.79059205
2014-04-26,1739.9848232
2014-04-27,1155.95112362
2014-04-28,2631.48783852
2014-04-29,8230.61076277
2014-04-30,1140.64146342
2014-05-01,3214.99497594
2014-05-02,10066.02987039
2014-05-03,1013.89360249
2014-05-04,3016.48799268
2014-05-05,1162.37992163
2014-05-06,1761.49430229
2014-05-07,6380.06662863
2014-05-08,1356.68140889
2014-05-09,1351.08501737
2014-05-10,1169.17468871
2014-05-11,2929.23428905
2014-05-12,1864.10716334
2014-05-13,1412.55139868
2014-05-14,3492.64500527
2014-05-15,2742.41439101
2014-05-16,3667.70092734
2014-05-17,1026.226708
2014-05-18,882.62142028
2014-05-19,3723.15422112
2014-05-20,1990.23704779
2014-05-21,1499.18997668
2014-05-22,4032.07706285
2014-05-23,4787.18015319
2014-05-24,3462.1266252
2014-05-25,1964.87932625
2014-05-26,3034.87898335
2014-05-27,5112.26032454
2014-05-28,2330.92696716
2014-05-29,2295.28677636
2014-05-30,2396.28733006
2014-05-31,9296.65400047
2014-06-01,1632.78874884
2014-06-02,4518.2567107
2014-06-03,3116.24271439
2014-06-04,4680.61972633
2014-06-05,5725.52538791
2014-06-06,1707.61935749
2014-06-07,3525.67994561
2014-06-08,1798.30525891
2014-06-09,3910.28115367
2014-06-10,2753.44174218
2014-06-11,2020.63372896
2014-06-12,2726.97540723
2014-06-13,3435.94295083
2014-06-14,4899.36082997
2014-06-15,1776.53805611
2014-06-16,1856.073796
2014-06-17,3631.04350589
2014-06-18,3071.56409549
2014-06-19,2310.11703435
2014-06-20,2836.53695626
2014-06-21,2169.54026031
2014-06-22,1832.90178501
2014-06-23,4153.61304669
2014-06-24,2574.57334333
2014-06-25,2823.46206039
2014-06-26,3426.94225445
2014-06-27,1663.52003632
2014-06-28,1442.75629953
2014-06-29,2155.0737389
2014-06-30,2677.77723464
2014-07-01,4590.63696261
2014-07-02,2890.85921969
2014-07-03,3854.14867496
2014-07-04,2951.36441744
2014-07-05,1065.43169054
2014-07-06,1151.07742398
2014-07-07,3223.29740752
2014-07-08,2046.87948234
2014-07-09,1587.98831827
2014-07-10,3120.61620228
2014-07-11,1750.9301736
2014-07-12,3260.69547259
2014-07-13,2435.96813332
2014-07-14,3176.28497937
2014-07-15,2803.55029018
2014-07-16,2728.82265984
2014-07-17,2943.5741583
2014-07-18,3594.36924559
2014-07-19,2975.89713392
2014-07-20,1769.78122468
2014-07-21,1451.29166823
2014-07-22,5920.75183387
2014-07-23,4824.57467858
2014-07-24,2943.1488718
2014-07-25,2472.83151483
2014-07-26,1863.75203027
2014-07-27,1018.57187047
2014-07-28,4256.0302464
2014-07-29,1878.16113301
2014-07-30,3274.46681041
2014-07-31,1808.41348307
2014-08-01,2140.35840965
2014-08-02,2641.19933116
2014-08-03,1552.62243739
2014-08-04,2543.47337308
2014-08-05,2685.31135024
2014-08-06,3573.43639717
2014-08-07,2479.66564183
2014-08-08,1371.4513225
2014-08-09,982.87609675
2014-08-10,1181.29558041
2014-08-11,1589.90154932
2014-08-12,3448.43110348
2014-08-13,5631.42642568
2014-08-14,8239.37081116
2014-08-15,5175.45516596
2014-08-16,3136.5068916
2014-08-17,3380.68579268
2014-08-18,8176.19429046
2014-08-19,5687.7673996
2014-08-20,4911.22339476
2014-08-21,2661.26882144
2014-08-22,5734.07335964
2014-08-23,1109.85909599
2014-08-24,2059.70098313
2014-08-25,1934.09679362
2014-08-26,3227.79324705
2014-08-27,1907.19400086
2014-08-28,4750.95848195
2014-08-29,3989.66748394
2014-08-30,1525.55959399
2014-08-31,3507.83403076
2014-09-01,3504.94873454
2014-09-02,4581.13645569
2014-09-03,2079.94211205
2014-09-04,4574.96610592
2014-09-05,1966.77949645
2014-09-06,1118.71576223
2014-09-07,1103.4076391
2014-09-08,1775.38976557
2014-09-09,5029.86436093
2014-09-10,6351.54843732
2014-09-11,4053.77340303
2014-09-12,7752.98418859
2014-09-13,4301.46796752
2014-09-14,7146.89931653
2014-09-15,6088.60745623
2014-09-16,6170.36922904
2014-09-17,6398.32874346
2014-09-18,11638.85563039
2014-09-19,18412.33226022
2014-09-20,7628.01041437
2014-09-21,15891.2042259
2014-09-22,6870.57513656
2014-09-23,10726.16372568
2014-09-24,15307.37271388
2014-09-25,12047.10128937
2014-09-26,6401.9132152
2014-09-27,9601.25531409
2014-09-28,12864.35447339
2014-09-29,15913.32806231
2014-09-30,8874.10965569
2014-10-01,7867.1260989
2014-10-02,4862.35796136
2014-10-03,26413.67850661
2014-10-04,14363.5432129
2014-10-05,20894.80837745
2014-10-06,30715.77786099
2014-10-07,18891.81608438
2014-10-08,23882.06252293
2014-10-09,27707.38902869
2014-10-10,29080.07898524
2014-10-11,9252.26691787
2014-10-12,6670.288458
2014-10-13,20875.1803986
2014-10-14,21661.61039739
2014-10-15,11052.22794665
2014-10-16,8889.02977181
2014-10-17,8587.73865075
2014-10-18,9593.18926039
2014-10-19,7471.49147849
2014-10-20,9680.08806181
2014-10-21,9620.5694392
2014-10-22,8746.61473468
2014-10-23,15189.03295036
2014-10-24,12540.72503937
2014-10-25,7204.957087
2014-10-26,11764.60904782
2014-10-27,10293.08843759
2014-10-28,8006.50065659
2014-10-29,11428.6177135
2014-10-30,10668.37227838
2014-10-31,12351.17992079
2014-11-01,6591.41848074
2014-11-02,8534.21237202
2014-11-03,11715.95211755
2014-11-04,25517.4571448
2014-11-05,13913.38392778
2014-11-06,13625.90700623
2014-11-07,24962.07861583
2014-11-08,10057.10123864
2014-11-09,7827.42090238
2014-11-10,20406.61534962
2014-11-11,9873.68714217
2014-11-12,28258.03166118
2014-11-13,37886.76444156
2014-11-14,22140.39396112
2014-11-15,23030.16878449
2014-11-16,10936.21968118
2014-11-17,32593.65910348
2014-11-18,11832.67036657
2014-11-19,10915.00245472
2014-11-20,27027.70775218
2014-11-21,19321.60444598
2014-11-22,10784.05973167
2014-11-23,11329.10432862
2014-11-24,16691.625886
2014-11-25,31913.88809402
2014-11-26,10703.00857182
2014-11-27,12359.89306852
2014-11-28,20251.04126496
2014-11-29,7466.24714146
2014-11-30,6025.15607532
2014-12-01,9943.52651956
2014-12-02,9556.60715686
2014-12-03,19897.68824737
2014-12-04,25406.14690646
2014-12-05,26555.00827985
2014-12-06,9908.00155684
2014-12-07,7063.17713678
2014-12-08,19161.26038676
2014-12-09,26590.12239092
2014-12-10,10155.80147958
2014-12-11,16353.17180903
2014-12-12,10393.66859367
2014-12-13,11260.6626565
2014-12-14,5903.26090109
2014-12-15,10096.76070223
2014-12-16,17792.74178226
2014-12-17,30444.89905016
2014-12-18,22239.21508995
2014-12-19,10889.44929921
2014-12-20,14805.97380534
2014-12-21,5047.02123788
2014-12-22,21106.8892751
2014-12-23,18671.40862872
2014-12-24,6192.70135068
2014-12-25,13432.16975011
2014-12-26,10843.4468977
2014-12-27,12999.58311781
2014-12-28,7669.69692135
2014-12-29,29487.56521616
2014-12-30,9320.74789533
2014-12-31,12247.17265246
2015-01-01,7368.10083706
2015-01-02,7232.56668149
2015-01-03,17322.04006863
2015-01-04,22225.32526252
2015-01-05,24204.95866836
2015-01-06,29542.62391146
2015-01-07,25797.77535304
2015-01-08,20509.07296139
2015-01-09,68295.05754195
2015-01-10,68208.80101879
2015-01-11,46156.73857818
2015-01-12,39893.2392049
2015-01-13,66158.92718779
2015-01-14,123261.4095127
2015-01-15,67118.5440746
2015-01-16,54427.17516701
2015-01-17,31818.45370972
2015-01-18,27447.22179614
2015-01-19,23387.96592032
2015-01-20,29404.85445116
2015-01-21,54197.23976223
2015-01-22,38666.45665301
2015-01-23,36754.94842364
2015-01-24,28484.58482958
2015-01-25,19967.14222407
2015-01-26,62854.4583186
2015-01-27,34818.12951163
2015-01-28,40064.34883941
2015-01-29,36296.33303987
2015-01-30,28441.4729003
2015-01-31,34042.68975249
2015-02-01,23670.26323898
2015-02-02,18228.11044161
2015-02-03,27157.51347742
2015-02-04,19344.3828731
2015-02-05,31152.36088277
2015-02-06,24062.69548062
2015-02-07,22433.2567339
2015-02-08,26210.26942689
2015-02-09,36055.80681696
2015-02-10,27263.51564197
2015-02-11,34865.33323474
2015-02-12,15996.18546192
2015-02-13,26856.51937287
2015-02-14,18478.22280434
2015-02-15,29709.90112326
2015-02-16,26234.64167157
2015-02-17,28756.11173554
2015-02-18,41700.94557641
2015-02-19,14872.47102557
2015-02-20,11634.96634355
2015-02-21,17362.15437361
2015-02-22,12582.92493252
2015-02-23,40140.41127303
2015-02-24,10648.50098945
2015-02-25,24714.71122977
2015-02-26,14080.51216288
2015-02-27,27438.96305079
2015-02-28,12081.36871285
2015-03-01,15715.54236396
2015-03-02,25505.21930239
2015-03-03,23665.64090132
2015-03-04,23768.22915229
2015-03-05,42455.69762872
